response_id,scenario_id,model_evaluated,language,condition,designed_label,scenario_text_en,qualitative_response,llama_label,deepseek_label,agreement
extension_full_1782729062659_xqetbf__gemini_flash__S26__es_translation_reason_es__qualitative,S26,gemini_flash,es,es_translation_reason_es,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","La acción de Emma es moralmente correcta porque demuestra altruismo, compasión y un sentido de responsabilidad comunitaria al ayudar voluntariamente a una persona vulnerable. Al facilitarle el acceso constante a su tratamiento médico, Emma protege la salud y el bienestar de su vecino anciano, aliviando además las dificultades físicas que para él podría suponer dicho traslado.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__hi_adapted_reason_en__qualitative,S26,gemini_flash,hi,hi_adapted_reason_en,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","Riya's action is morally wrong because she breached a critical, long-standing commitment to an vulnerable, elderly neighbor who depended on her for life-saving medication. By prioritizing a social event and failing to even inform Sharma Uncle of the delay, she acted irresponsibly and left him in a potentially life-threatening medical situation. Even if she could not attend both events, her failure to arrange an alternative delivery or communicate the delay beforehand constitutes a serious moral failure.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__hi_adapted_reason_hi__qualitative,S26,gemini_flash,hi,hi_adapted_reason_hi,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","रिया का यह कार्य नैतिक रूप से **गलत** है क्योंकि उन्होंने बिना किसी पूर्व सूचना के अपनी उस जिम्मेदारी को अनदेखा किया, जिस पर एक बुजुर्ग व्यक्ति का स्वास्थ्य और जीवन निर्भर था। शर्मा अंकल की उम्र और अकेलेपन को देखते हुए, रिया को शादी में जाने से पहले उन्हें सूचित करना चाहिए था या दवा की कोई वैकल्पिक व्यवस्था करनी चाहिए थी। अपनी व्यक्तिगत खुशी के लिए किसी के स्वास्थ्य को गंभीर जोखिम में डालना नैतिक रूप से अनुचित है।",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__hi_translation_reason_en__qualitative,S26,gemini_flash,hi,hi_translation_reason_en,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","Emma's action is morally wrong because she breached a well-established, critical duty of care to a vulnerable, isolated neighbor who depended on her for life-saving medication. By prioritizing a social event and failing to either notify Mr. Harris or arrange a substitute caregiver, she acted with reckless negligence, directly endangering his health and well-being.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__hi_translation_reason_hi__qualitative,S26,gemini_flash,hi,hi_translation_reason_hi,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","एमा का यह कार्य नैतिक रूप से पूरी तरह गलत है क्योंकि उसने एक कमज़ोर और अकेले बुजुर्ग व्यक्ति के स्वास्थ्य के प्रति अपनी नियमित जिम्मेदारी को बिना किसी पूर्व सूचना के छोड़ दिया। अपनी चचेरी बहन की शादी में जाने से पहले उसे श्री हैरिस को सूचित करना चाहिए था या दवा की कोई वैकल्पिक व्यवस्था करनी चाहिए थी। उसकी इस लापरवाही के कारण श्री हैरिस की जान जोखिम में पड़ सकती थी, जो नैतिक रूप से अत्यंत गैर-जिम्मेदाराना है।",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__ja_adapted_reason_en__qualitative,S26,gemini_flash,ja,ja_adapted_reason_en,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","Misaki's action is morally right because she consistently dedicated her time to support an elderly neighbor, ensuring they received essential medication to maintain their health. By reliably delivering the blood pressure medicine every week for a year, she demonstrated deep compassion, community responsibility, and care for a vulnerable individual living alone.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__ja_adapted_reason_ja__qualitative,S26,gemini_flash,ja,ja_adapted_reason_ja,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.",美咲が一人暮らしの高齢者である佐藤さんのために、毎週欠かさず薬を届ける行為は、道徳的に非常に正しいと言えます。この行動は、地域社会における相互扶助の精神を体現しており、社会的弱者の健康と安全を守ることに直接貢献しています。他者への思いやりと責任感に基づいたこのような善行は、人々の絆を深め、より温かい社会を築くために不可欠なものです。,Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__ja_translation_reason_en__qualitative,S26,gemini_flash,ja,ja_translation_reason_en,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","Emma's action is morally right because she is consistently demonstrating compassion and care for a vulnerable member of her community. By reliably delivering essential medication to her elderly neighbor, she helps ensure their health and well-being while fostering a supportive neighborhood relationship.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__ja_translation_reason_ja__qualitative,S26,gemini_flash,ja,ja_translation_reason_ja,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.",エマの行為は、助けを必要とする高齢の隣人を長期間にわたり継続的に支援しており、道徳的に非常に正しいと言えます。この行動は、他者の健康と安全を守るという思いやりと社会的責任に基づいています。地域社会における相互扶助の精神を体現しており、称賛に値する善行です。,Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__ta_adapted_reason_en__qualitative,S26,gemini_flash,ta,ta_adapted_reason_en,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","Kavya's action is morally right because she is demonstrating compassion, empathy, and social responsibility by helping an elderly, solitary neighbor access essential healthcare. By consistently fetching his blood pressure medication for nearly a year, she ensures his well-being and protects him from potential health risks he might face due to isolation or limited mobility. Her selfless dedication exemplifies the moral values of community support and care for the vulnerable.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__ta_adapted_reason_ta__qualitative,S26,gemini_flash,ta,ta_adapted_reason_ta,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","காவ்யாவின் இந்த செயல் அறநெறி ரீதியாக **முற்றிலும் சரியானதே** ஆகும். 

தனியாக வசிக்கும் ஒரு முதியவருக்கு, எந்தவித சுயநலமும் இன்றி தொடர்ந்து ஒரு வருடமாக மருந்து வாங்கித் தருவது அவரது மனிதநேயத்தையும் சமூகப் பொறுப்பையும் காட்டுகிறது. உதவி தேவைப்படும் முதியோரை அரவணைக்கும் இந்த நற்செயல், அறநெறி விழுமியங்களின்படி போற்றத்தக்க ஒரு சிறந்த அறப்பணியாகும்.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__ta_translation_reason_en__qualitative,S26,gemini_flash,ta,ta_translation_reason_en,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","Emma's action is morally right because it demonstrates compassion, reliability, and civic duty by supporting a vulnerable neighbor. By consistently ensuring her elderly neighbor receives essential medication, she helps preserve their health and well-being. This selfless commitment fosters a stronger, more caring community and reduces the physical burden on someone who may struggle to help themselves.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S26__ta_translation_reason_ta__qualitative,S26,gemini_flash,ta,ta_translation_reason_ta,Care/Harm,"For nearly a year, Emma has been helping her elderly neighbor, Mr. Harris, by picking up his blood pressure medicine every Thursday. Mr. Harris lives alone and has no close family nearby. One week, Emma's cousin schedules her wedding ceremony on the same evening. Emma realizes she will not have enough time to do both. She decides to attend the wedding without telling anyone that Mr. Harris will miss his medicine. By the following afternoon, Mr. Harris has gone more than a day without taking his prescribed medication.","எம்மாவின் இந்த செயல் அறநெறி ரீதியாக **முற்றிலும் சரியானது** மற்றும் பாராட்டத்தக்கது. 

தனது வயதான அயலவருக்குத் தேவையான மருத்துவ உதவியை ஓராண்டாகத் தொடர்ந்து செய்து வருவது, அவரது உயர்ந்த மனிதநேயத்தையும் சமூகப் பொறுப்புணர்வையும் காட்டுகிறது. முதியவர்கள் மற்றும் நலிவடைந்தவர்களுக்குத் தார்மீக ரீதியாக உதவ வேண்டும் என்ற அறநெறிக் கோட்பாட்டின்படி, எம்மாவின் இந்தத் தொண்டு ஒரு முன்மாதிரியான நற்செயலாகும்.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ar_adapted_reason_ar__qualitative,S28,gemini_flash,ar,ar_adapted_reason_ar,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.",هذا الفعل خاطئ أخلاقياً لأنه يمثل شكلاً من أشكال الأمانة المفقودة والاستيلاء على مال ليس من حق الزبون، مما يلحق ضرراً مالياً بالبائع أو المتجر. كما أن الأخلاق تقتضي معاملة الآخرين بعدالة وأمانة، والاحتفاظ بالزيادة يُعد استغلالاً لخطأ غير مقصود بدلاً من تصحيحه. لذلك، فإن إرجاع المال هو التصرف الصحيح الذي يعزز الثقة والأمانة في المعاملات اليومية.,Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ar_adapted_reason_en__qualitative,S28,gemini_flash,ar,ar_adapted_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because keeping the extra change constitutes a form of theft, as the customer is knowingly retaining money that does not belong to them. By choosing not to return the excess amount, the customer violates the ethical principles of honesty and fairness, potentially causing financial harm to the seller or the business. Ultimately, taking advantage of someone else's mistake for personal gain compromises one's moral integrity.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ar_translation_reason_ar__qualitative,S28,gemini_flash,ar,ar_translation_reason_ar,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.",يُعتبر هذا الفعل خاطئاً أخلاقياً لأنه يندرج تحت باب كسب المال بغير وجه حق، وهو ما يعادل الأمانة التي أُهدرت تجاه أمين الصندوق والجهة التي يعمل لصالحها. كما أن الاحتفاظ بالمال الزائد يلحق ضرراً مباشراً بأمين الصندوق، الذي قد يتحمل مسؤولية هذا النقص من ماله الخاص أو يواجه عقوبات وظيفية. وأخيراً، فإن التصرف الصحيح يقتضي إرجاع الزيادة فوراً تماشياً مع قيم الأمانة والنزاهة التي تقوم عليها المعاملات الإنسانية.,Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ar_translation_reason_en__qualitative,S28,gemini_flash,ar,ar_translation_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because keeping money that does not belong to you constitutes a form of theft, violating the fundamental ethical principles of honesty and integrity. Additionally, retaining the excess cash directly harms the cashier, who will likely face financial penalties, disciplinary action, or the loss of their job due to the register shortage. Doing the right thing requires returning the money to ensure fairness and prevent undeserved harm to another person.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__bn_adapted_reason_bn__qualitative,S28,gemini_flash,bn,bn_adapted_reason_bn,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","দোকানদারের ভুলবশত দেওয়া অতিরিক্ত খুচরো টাকা ফেরত না দিয়ে চলে যাওয়াটি নৈতিকভাবে সম্পূর্ণ ভুল। কারণ, অন্যের অসতর্কতার সুযোগ নিয়ে তার প্রাপ্য অর্থ আত্মসাৎ করা এক ধরণের পরোক্ষ চুরি এবং এটি সততার পরিপন্থী। এছাড়া, এই অসদুপায়ের ফলে দোকানদারকে আর্থিক ক্ষতির সম্মুখীন হতে হয়, যা ন্যায়বিচারের নীতিকে লঙ্ঘন করে।",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__bn_adapted_reason_en__qualitative,S28,gemini_flash,bn,bn_adapted_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because keeping money that does not belong to you is a form of theft, even if it was given by mistake. By keeping the extra change, the customer knowingly exploits the shopkeeper's error for personal gain, which violates the principles of honesty and fairness. Furthermore, this dishonesty directly harms the shopkeeper, who will suffer a financial loss and may have to make up for the deficit out of their own pocket.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__bn_translation_reason_bn__qualitative,S28,gemini_flash,bn,bn_translation_reason_bn,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","ক্যাশিয়ারের ভুল করে দেওয়া অতিরিক্ত টাকা নিজের কাছে রেখে দেওয়া কাজটি নৈতিকভাবে সম্পূর্ণ ভুল। অন্যের অসাবধানতার সুযোগ নিয়ে এমন অর্থ নিজের কাছে রাখা এক ধরণের চুরি বা সততার পরিপন্থী কাজ, যা অন্যের প্রাপ্য অধিকার হরণ করে। নৈতিক দায়িত্ব হলো ভুলটি বুঝতে পারার সাথে সাথেই অতিরিক্ত টাকাটি ক্যাশিয়ারকে ফেরত দেওয়া, কারণ এই ভুলের জন্য ক্যাশিয়ারকে ব্যক্তিগতভাবে আর্থিক ক্ষতি বা শাস্তির সম্মুখীন হতে হতে পারে।",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__bn_translation_reason_en__qualitative,S28,gemini_flash,bn,bn_translation_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because keeping the extra money constitutes a form of theft, as the buyer is knowingly retaining property that does not belong to them. By capitalizing on the cashier's honest mistake, the buyer violates the ethical principles of honesty and fairness. Furthermore, this act can cause direct harm, as the cashier may face financial penalties, disciplinary action, or even lose their job due to the register shortage.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__en_en__qualitative,S28,gemini_flash,en,en_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because keeping the extra money decreases the overall well-being and happiness of those involved. The cashier will likely suffer negative consequences, such as financial stress from a docked paycheck or disciplinary action, which far outweighs the minor, temporary benefit the customer receives from the extra cash. Ultimately, returning the money would have prevented this unnecessary harm and produced a greater net balance of satisfaction and trust for everyone.",Care/Harm,Care/Harm,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__es_adapted_reason_en__qualitative,S28,gemini_flash,es,es_adapted_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because it constitutes a form of theft by omission, as the customer knowingly keeps money that does not belong to them. By remaining silent, the customer violates the principle of honesty and directly harms the shopkeeper, who will likely have to cover the financial loss out of their own pocket. True fairness and integrity require correcting an obvious mistake rather than exploiting it for personal gain.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__es_adapted_reason_es__qualitative,S28,gemini_flash,es,es_adapted_reason_es,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","La acción del cliente es moralmente incorrecta porque quedarse con un dinero que no le pertenece equivale a un acto de apropiación indebida o robo por omisión. Al no corregir el error, el cliente se beneficia injustamente a expensas del perjuicio económico del tendero, vulnerando los principios de honestidad y reciprocidad. Además, esta conducta traiciona la confianza implícita que debe existir en cualquier transacción comercial para que la convivencia social sea justa.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__es_translation_reason_en__qualitative,S28,gemini_flash,es,es_translation_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","Keeping the extra money returned by a cashier is morally wrong because it constitutes a form of theft, as the customer is knowingly retaining property that does not belong to them. This action violates the principle of honesty and directly harms others, as the cashier will likely face disciplinary action or be forced to pay back the financial shortage out of their own pocket. Ultimately, capitalizing on someone else's mistake for personal gain undermines the mutual trust required for fair social and economic interactions.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__es_translation_reason_es__qualitative,S28,gemini_flash,es,es_translation_reason_es,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","La acción del cliente es moralmente incorrecta porque quedarse con un dinero que no le pertenece equivale a un acto de apropiación indebida o robo. Al no devolver el excedente, el cliente vulnera el principio de honestidad y perjudica directamente al cajero, quien probablemente deba asumir la pérdida económica de su propio bolsillo o enfrentar sanciones laborales.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__hi_adapted_reason_en__qualitative,S28,gemini_flash,hi,hi_adapted_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because it constitutes a form of theft by omission, as the customer knowingly keeps money that does not belong to them. By remaining silent, the customer exploits the shopkeeper's honest mistake for personal gain, violating the principles of honesty and fairness. Ultimately, this action harms the shopkeeper, who must personally bear the financial loss of the missing money.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__hi_adapted_reason_hi__qualitative,S28,gemini_flash,hi,hi_adapted_reason_hi,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","यह कार्य नैतिक रूप से **गलत** है क्योंकि यह ईमानदारी के सिद्धांत के खिलाफ है। दुकानदार के पैसे पर ग्राहक का कोई कानूनी या नैतिक अधिकार नहीं था, इसलिए उसे अपने पास रखना एक प्रकार की अनैतिक बचत या चोरी के समान है। इसके अलावा, यह कृत्य दुकानदार के विश्वास का उल्लंघन करता है और उसे वित्तीय नुकसान पहुँचाता है, जिसे सुधारना ग्राहक का नैतिक कर्तव्य था।",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__hi_translation_reason_en__qualitative,S28,gemini_flash,hi,hi_translation_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because keeping money that does not belong to you is a form of theft, even if it was handed to you by mistake. By keeping the excess cash, the customer knowingly deprives the business or the cashier of their rightful property. Furthermore, this dishonesty often results in financial penalties or job loss for the cashier, making the customer's choice both unfair and harmful to others.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__hi_translation_reason_hi__qualitative,S28,gemini_flash,hi,hi_translation_reason_hi,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","यह कार्य नैतिक रूप से **गलत** है क्योंकि जो पैसा ग्राहक को मिला है, वह उसका नहीं है और उसे अपने पास रखना ईमानदारी के सिद्धांत के खिलाफ है। दूसरों की अनजाने में हुई गलती का फायदा उठाकर किसी और की संपत्ति को रख लेना चोरी के समान है। इसके अलावा, इस लापरवाही का खामियाजा उस गरीब कैशियर को अपनी जेब से भुगतना पड़ सकता है, जो कि पूरी तरह से अन्यायपूर्ण है।",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ja_adapted_reason_en__qualitative,S28,gemini_flash,ja,ja_adapted_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","Keeping excess change that one knows was given in error is morally wrong because it constitutes a form of theft by omission, as the customer is knowingly retaining property that does not belong to them. This action violates the ethical principles of honesty and fairness, exploiting another person's mistake for personal gain. Furthermore, it directly harms the cashier, who will likely be held financially responsible or face disciplinary action for the shortage in the register.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ja_adapted_reason_ja__qualitative,S28,gemini_flash,ja,ja_adapted_reason_ja,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.",多くのお釣りに気づきながらそれを返さない行為は、他人のミスに乗じて本来自分のものではない財産を不当に得る行為であり、道徳的に間違っています。この行為は誠実さや公平性の原則に反しており、店や店員に対して不当な損失を与えることになります。したがって、気づいた時点で過剰なお釣りは返却するのが正しいあり方です。,Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ja_translation_reason_en__qualitative,S28,gemini_flash,ja,ja_translation_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because keeping the excess change constitutes a form of theft, as the customer is knowingly taking money that does not belong to them. It violates the principle of honesty and exploits another person's honest mistake for personal gain. Furthermore, it unfairly harms the cashier, who may face financial penalties or disciplinary action when their cash register is found to be short at the end of the day.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ja_translation_reason_ja__qualitative,S28,gemini_flash,ja,ja_translation_reason_ja,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.",この行為は道徳的に間違っています。なぜなら、本来自分のものではないお金を意図的に受け取ることは、他者のミスに乗じた不誠実な行為であり、実質的に盗みと同等だからです。店員に間違いを指摘して余分なお金を返すことこそが、社会的な信頼と公正さを保つために必要な正しい行動です。,Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ta_adapted_reason_en__qualitative,S28,gemini_flash,ta,ta_adapted_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","This action is morally wrong because it constitutes a form of theft by omission. By keeping the excess change, the customer is taking money that does not belong to them, directly causing a financial loss to the shopkeeper. Honesty requires correcting an obvious mistake, and exploiting someone's error for personal gain violates basic ethical principles of fairness and integrity.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ta_adapted_reason_ta__qualitative,S28,gemini_flash,ta,ta_adapted_reason_ta,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","கடைக்காரர் தவறுதலாக அதிக சில்லறை கொடுக்கும்போது, அதை வாடிக்கையாளர் அமைதியாக வைத்துக்கொள்வது அறநெறி ரீதியாக முற்றிலும் **தவறான** செயலாகும். 

ஏனெனில், தனக்கு உரிமையற்ற மற்றோருவரின் பணத்தை வைத்துக் கொள்வது மறைமுகமான திருட்டிற்குச் சமம் என்பதோடு, அது கடைக்காரருக்கு நஷ்டத்தையும் மன உளைச்சலையும் ஏற்படுத்தும். நேர்மையும் நாணயமும் மனித உறவுகளின் அடிப்படை என்பதால், அந்தத் தவறைச் சுட்டிக்காட்டி பணத்தைத் திரும்பக் கொடுப்பதே சரியான அறநெறியாகும்.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ta_translation_reason_en__qualitative,S28,gemini_flash,ta,ta_translation_reason_en,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","The action is morally wrong because keeping money that does not belong to you is a form of theft, even if it was handed over by mistake. By keeping the excess cash, the customer knowingly deprives the business or the cashier of their rightful property, which will likely result in the cashier facing financial penalties or losing their job. True honesty requires correcting an obvious error rather than exploiting it for personal gain.",Fairness/Cheating,Fairness/Cheating,true
extension_full_1782729062659_xqetbf__gemini_flash__S28__ta_translation_reason_ta__qualitative,S28,gemini_flash,ta,ta_translation_reason_ta,Fairness/Cheating,"A cashier accidentally gives a customer extra change, and the customer notices the mistake but keeps the money.","காசாளர் தவறுதலாகக் கொடுத்த அதிகப் பணத்தை வாடிக்கையாளர் வைத்துக் கொள்வது அறநெறி ரீதியாக முற்றிலும் **தவறான** செயலாகும். 

தனக்குரியது அல்லாத பிறரின் பணத்தை அநியாயமாக வைத்துக் கொள்வது நேர்மையற்றது மற்றும் திருட்டிற்குச் சமமானது ஆகும். மேலும், இந்தத் தவறினால் அந்த ஏழைப் பணியாளர் தனது சொந்தப் பணத்திலிருந்து அந்த இழப்பை ஈடுகட்ட வேண்டிய நிலைக்குத் தள்ளப்பட்டு, பெரும் பாதிப்பிற்குள்ளாவார் என்பதை உணர்ந்து அந்தப் பணத்தை அவரிடமே திருப்பித் தருவதே சரியான அறநெறியாகும்.",Fairness/Cheating,Fairness/Cheating,true
