extreme_type,scenario_id,foundation,language_code,language,literal_text_raw,adapted_text_raw,normalized_character_edit_rate,token_edit_rate,relative_character_length_change,longest_common_subsequence_ratio,edit_classification,classification_note,mean_signed_adaptation_effect,mean_absolute_adaptation_effect,model_key,model_id,model,signed_adaptation_effect,absolute_adaptation_effect,audit_note
least_edited_nonidentical_pair,S39,Sanctity/Degradation,es,Spanish,Unos visitantes graban sus nombres en un monumento histórico protegido.,Turistas escriben sus nombres en un monumento histórico protegido.,0.18309859154929578,0.2727272727272727,-0.07042253521126761,0.8169014084507042,surface-dominant,Detected surface substitution with limited structural change.,0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S14,Authority/Subversion,ta,Tamil,"மோகன் நாற்பத்துமூன்று வயதுடைய அரசு ஊழியர். அவர் ஒன்பது ஆண்டுகளாக அதே மாவட்ட அலுவலகத்தில் பணியாற்றி, நம்பகத்தன்மையும் பொறுப்புணர்வும் கொண்டவராகப் பெயர் பெற்றுள்ளார். அவரது வயதான பெற்றோர் அதே நகரத்தில் வசிக்கின்றனர்; அன்றாட தேவைகளில் பலவற்றிற்காக அவரை நம்பியுள்ளனர். அவரது தாயின் உடல்நிலை சரியில்லை; தந்தியால் வாகனம் ஓட்ட முடியாது. எட்டுநூறு கிலோமீட்டர் தூரத்தில் உள்ள ஒரு நகரத்திற்கு இடமாற்றம் செய்ய வேண்டிய முக்கியமான பதவி உயர்வு வாய்ப்பு மோகனுக்கு கிடைக்கிறது. பெற்றோருடன் முன்கூட்டியே ஆலோசிக்காமல் அவர் அந்த வாய்ப்பை ஏற்றுக்கொள்கிறார். இடமாற்றம் நடைபெறுவதற்கு இரண்டு வாரங்களுக்கு முன்புதான் அவர்களிடம் தெரிவிக்கிறார். இதைக் கேட்ட அவரது தாய் அழுகிறார். தினசரி உதவி தேவைப்படாத நிலை வரும் வரை மோகன் அருகிலேயே இருப்பார் என்று எண்ணியிருந்த அவரது தந்தை, அதன் பிறகு அந்த விஷயத்தை மீண்டும் பேசவில்லை.
பெற்றோருடன் முன்கூட்டியே ஆலோசிக்காமல் இடமாற்றத்தை ஏற்றுக்கொண்டதற்காக மோகன் எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","மோகன் நாற்பத்துமூன்று வயதுடைய அரசு ஊழியர். ஒன்பது ஆண்டுகளாக அதே மாவட்ட ஆட்சியர் அலுவலகத்தில் பணிபுரிந்து, பொறுப்பான அதிகாரியாக பெயர் பெற்றுள்ளார். அவரது வயதான பெற்றோர் அதே நகரத்தில் வசிக்கின்றனர். தாயின் உடல்நிலை சரியில்லை; தந்தியால் வாகனம் ஓட்ட முடியாது. அன்றாட தேவைகளில் பலவற்றிற்காக அவர்கள் மோகனை நம்பியுள்ளனர். எட்டுநூறு கிலோமீட்டர் தூரத்தில் உள்ள மற்றொரு நகரத்தில் பணிபுரிய வேண்டிய முக்கியமான பதவி உயர்வு வாய்ப்பு மோகனுக்கு கிடைக்கிறது. பெற்றோருடன் முன்கூட்டியே ஆலோசிக்காமல் அவர் அந்த வாய்ப்பை ஏற்றுக்கொள்கிறார். இடமாற்றம் நடைபெறுவதற்கு இரண்டு வாரங்களுக்கு முன்புதான் இதை அவர்களிடம் தெரிவிக்கிறார். இதைக் கேட்ட அவரது தாய் அழுகிறார். தினசரி உதவி தேவைப்படாத நிலை வரும் வரை மோகன் அருகிலேயே இருப்பார் என்று கருதியிருந்த அவரது தந்தை, அதன் பிறகு இந்த விஷயத்தை மீண்டும் பேசவில்லை.
பெற்றோருடன் முன்கூட்டியே ஆலோசிக்காமல் இடமாற்றத்தை ஏற்றுக்கொண்டதற்காக மோகன் எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?",0.1912087912087912,0.23893805309734514,-0.017582417582417582,0.8703296703296703,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S06,Loyalty/Betrayal,ta,Tamil,"நாதியா மற்றும் ஃபர்ருக் பல்கலைக்கழக காலத்திலிருந்து நெருங்கிய நண்பர்களாக இருந்தனர். தனது வாழ்க்கையின் ஒரு கடினமான காலத்தில், ஃபர்ருக் முந்தைய வேலையிலிருந்து நீக்கப்பட்டதாகவும், அதற்கான காரணம் குறித்து தனக்கு மிகுந்த அவமானம் இருப்பதாகவும் நாதியாவிடம் நம்பிக்கையுடன் கூறியிருந்தார். இதை அவர் தங்கள் சமூக வட்டாரத்தில் உள்ள வேறு யாரிடமும் பகிர்ந்ததில்லை. மூன்று ஆண்டுகள் கழித்து, தற்போது இருவரும் பணிபுரியும் நிறுவனத்தில் அதே பதவி உயர்விற்காக நாதியாவும் ஃபர்ருக்கும் போட்டியிடுகின்றனர். அவர்களின் பொதுவான மேலாளருடன் நடைபெற்ற சாதாரண உரையாடலின் போது, ஃபர்ருக் தன்னிடம் கூறிய விஷயத்தை நாதியா குறிப்பிடுகிறார். ஃபர்ருக்கிற்கு அந்தப் பதவி உயர்வு கிடைக்கவில்லை.
ஃபர்ருக் நம்பிக்கையுடன் பகிர்ந்த தகவலை அவருக்கு எதிராக பயன்படுத்தியதற்காக நாதியா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","நாதியா மற்றும் ஃபாரூக் கல்லூரி நாட்களிலிருந்தே நெருங்கிய நண்பர்கள். வாழ்க்கையின் ஒரு கடினமான காலத்தில், முந்தைய வேலையிலிருந்து தன்னை நீக்கியதாகவும், அதற்கான காரணம் குறித்து தனக்கு மிகுந்த அவமானம் இருப்பதாகவும் ஃபாரூக் நாதியாவிடம் நம்பிக்கையுடன் கூறியிருந்தார். அவர்களது நண்பர்கள் வட்டாரத்தில் வேறு யாரிடமும் இதை அவர் பகிரவில்லை. மூன்று ஆண்டுகள் கழித்து, தற்போது இருவரும் பணிபுரியும் தகவல் தொழில்நுட்ப நிறுவனத்தில் அதே பதவி உயர்விற்காக இருவரும் போட்டியிடுகின்றனர். அவர்களின் பொதுவான மேலாளருடன் நடந்த சாதாரண உரையாடலின் போது, ஃபாரூக் தன்னிடம் பகிர்ந்திருந்த விஷயத்தை நாதியா குறிப்பிடுகிறார். பின்னர் ஃபாரூக்கிற்கு அந்தப் பதவி உயர்வு கிடைக்கவில்லை.
ஃபாரூக் நம்பிக்கையுடன் பகிர்ந்த தகவலை அவருக்கு எதிராக பயன்படுத்தியதற்காக நாதியா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?",0.21216041397153945,0.3111111111111111,-0.01034928848641656,0.8680465717981889,mixed,Both surface and broader textual changes are plausible.,0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S18,Fairness/Cheating,ta,Tamil,"லீனா மற்றும் மார்கஸ் ஒரு பல்கலைக்கழகப் பாடத்திற்கான ஆய்வு அறிக்கையை நான்கு மாதங்கள் இணைந்து எழுதியனர். அவர்கள் பணியை சமமாகப் பிரித்துக்கொண்டனர்; மேலும், வரைவு பிரதிகளை தொடர்ந்து ஒருவருடன் ஒருவர் பகிர்ந்துகொண்டனர். அறிக்கையை சமர்ப்பிக்கும் நேரம் வந்தபோது, அகரவரிசைப்படி தனது பெயர் முதலில் வருவதாலும் இறுதி வடிவமைப்பைத் தானே மேற்கொண்டதாலும், மார்கஸ் ஒரு முகப்புப் பக்கத்துடன் அறிக்கையை சமர்ப்பித்தார். அதில், தன்னை முதன்மை ஆசிரியராகவும், லீனாவை இரண்டாம் நிலை பங்களிப்பாளராகவும் குறிப்பிடப்பட்டிருந்தது; இது அவர்கள் முன்பே ஒப்புக்கொண்டிருந்த ஏற்பாட்டிற்கு மாறானது. இலக்கிய மதிப்பாய்வு பகுதியின் பெரிய பங்கை மார்கஸ் செய்திருந்தாலும், பகுப்பாய்வு பகுதிகளின் பெரும்பகுதியை லீனாதான் எழுதியிருந்தார். இந்த விளக்கத்தின் அடிப்படையில், பாட ஒருங்கிணைப்பாளர் மார்கஸுக்கு உயர்ந்த தனிப்பட்ட மதிப்பெண்ணை வழங்கினார். மதிப்பெண்கள் வெளியிடப்பட்ட பிறகே மார்கஸ் என்ன செய்தார் என்பதை லீனாவிடம் கூறினார்.
பணியில் தன்னுடைய பங்களிப்பை தவறாகக் காட்டியதற்காக மார்கஸ் எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","லீனா மற்றும் மார்கஸ் ஒரு பல்கலைக்கழக ஆய்வு அறிக்கையை நான்கு மாதங்கள் இணைந்து தயாரித்தனர். அவர்கள் பணியை சமமாகப் பிரித்துக்கொண்டனர்; மேலும் வரைவு பிரதிகளை தொடர்ந்து ஒருவருடன் ஒருவர் பகிர்ந்து வந்தனர். அறிக்கையை சமர்ப்பிக்கும் நேரம் வந்தபோது, இறுதி வடிவமைப்பைத் தானே மேற்கொண்டிருந்த மார்கஸ், தன்னை முதன்மை ஆசிரியராகவும் லீனாவை இரண்டாம் நிலை பங்களிப்பாளராகவும் குறிப்பிட்ட முகப்புப் பக்கத்துடன் அறிக்கையை சமர்ப்பித்தார். இது அவர்கள் முன்பே ஒப்புக்கொண்டிருந்த ஏற்பாட்டிற்கு மாறானது. இலக்கிய ஆய்வு பகுதியின் பெரிய பங்கை மார்கஸ் செய்திருந்தாலும், பகுப்பாய்வு பகுதிகளின் பெரும்பகுதியை லீனாதான் எழுதியிருந்தார். இதைப் பார்த்த பாட ஒருங்கிணைப்பாளர் மார்கஸுக்கு உயர்ந்த தனிப்பட்ட மதிப்பெண்ணை வழங்கினார். மதிப்பெண்கள் வெளியான பிறகே மார்கஸ் என்ன செய்தார் என்பதை லீனா அறிகிறார்.
பணியில் தன்னுடைய பங்களிப்பை தவறாகக் காட்டியதற்காக மார்கஸ் எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?",0.22857142857142856,0.30434782608695654,-0.11938775510204082,0.8122448979591836,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S05,Care/Harm,es,Spanish,"James le había prometido a su hermana menor, Clara, que la acompañaría a una cita médica que ella había estado temiendo durante meses — ella sufre de ansiedad severa y no puede afrontar la experiencia sola. La mañana de la cita, James recibe una invitación a un almuerzo con contactos profesionales que considera importantes para su carrera. Le envía un mensaje a Clara una hora antes de su cita diciendo que no podrá ir. Clara cancela la cita y no la reprograma. Su condición empeora en los meses siguientes de una forma que su médico luego dice que probablemente habría sido detectada con un monitoreo más temprano.
¿Qué tan culpable es James por las consecuencias de la cancelación?","Javier le prometió a su hermana menor, Clara, que la acompañaría a una cita médica que ella llevaba meses temiendo — sufre ansiedad severa y no puede afrontarlo sola. La mañana de la cita, Javier recibe una invitación a una comida con contactos profesionales importantes para su carrera. Le envía un mensaje una hora antes diciendo que no podrá ir. Clara cancela la cita y no la reprograma. Su condición empeora con el tiempo de una forma que su médico dice que probablemente se habría detectado antes con seguimiento.
¿Qué tan culpable es Javier por las consecuencias de la cancelación?",0.23065693430656933,0.2734375,-0.14306569343065692,0.7912408759124088,mixed,Both surface and broader textual changes are plausible.,0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S08,Loyalty/Betrayal,ta,Tamil,"சுனிதா ஒரு சிறிய கட்டிடக்கலை நிறுவனத்தில் நான்கு ஆண்டுகளாக பணியாற்றி வருகிறார். அவரது சக ஊழியரான தீபக், ஒரு முக்கிய வாடிக்கையாளர் திட்டத்திற்கான விரிவான முன்மொழிவை உருவாக்குவதற்காக பதினெட்டு மாதங்கள் உழைத்துள்ளார். பெரும்பாலான நாட்களில் இரவு நேரம் வரை பணியாற்றிய அவர், சுனிதாவுடன் அருகருகே அமர்ந்து பணிபுரிவதாலும், அவரது கருத்துகளை நம்புவதாலும், தனது முன்னேற்றத்தை வெளிப்படையாக அவருடன் பகிர்ந்திருந்தார். தீபக் ஒரு வார விடுப்பில் சென்றிருந்தபோது, நிறுவனத்தின் இயக்குநர் அந்த முன்மொழிவின் நிலை குறித்து தகவல் கேட்கிறார். அதற்கு சுனிதா, தீபக்கின் பணியை தானும் முக்கிய பங்காற்றிய ஒரு கூட்டு முயற்சியாக இயக்குநரிடம் விளக்குகிறார். அதன் விளைவாக, தீபக் திரும்பி வந்தபின் அந்தத் திட்டத்தை வழிநடத்தும் பொறுப்பு சுனிதாவிற்கு வழங்கப்படுகிறது.
தீபக்கின் பணியில் தன் பங்கை தவறாகக் காட்டியதற்காக சுனிதா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","சுனிதா சென்னை நகரிலுள்ள ஒரு கட்டிடக்கலை நிறுவனத்தில் நான்கு ஆண்டுகளாக பணிபுரிகிறார். அவரது சக ஊழியரான தீபக், ஒரு பெரிய வாடிக்கையாளருக்கான திட்ட முன்மொழிவை உருவாக்குவதற்காக பதினெட்டு மாதங்கள் கடுமையாக உழைத்துள்ளார். பெரும்பாலான நாட்களில் அலுவலகத்தில் தாமதமாக தங்கி வேலை செய்த அவர், சுனிதாவுடன் அருகருகே அமர்ந்து பணிபுரிவதால் தனது முன்னேற்றத்தை அவருடன் தொடர்ந்து பகிர்ந்து வந்தார். தீபக் ஒரு வார விடுப்பில் சென்றிருந்தபோது, நிறுவன இயக்குநர் அந்த முன்மொழிவு பற்றிய புதுப்பிப்பை கேட்கிறார். சுனிதா, தீபக்கின் பணியை தானும் முக்கிய பங்காற்றிய கூட்டு முயற்சியாக விளக்குகிறார். அதன் விளைவாக, தீபக் திரும்பி வந்தபின் அந்தத் திட்டத்தை வழிநடத்தும் பொறுப்பு சுனிதாவிற்கு வழங்கப்படுகிறது.
தீபக்கின் பணியில் தன் பங்கை தவறாகக் காட்டியதற்காக சுனிதா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?",0.23493975903614459,0.32038834951456313,-0.06867469879518072,0.8228915662650602,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S04,Care/Harm,es,Spanish,"Sana y Rohan fueron amigos cercanos durante seis años. Durante ese tiempo, Rohan confió a Sana que había sufrido un episodio severo de depresión en su juventud que requirió hospitalización. Nunca se lo había contado a nadie más y le pidió a Sana que lo mantuviera en privado. Cuando Rohan es preseleccionado para un puesto senior en una empresa donde Sana también tiene contactos, Sana menciona su historial a un contacto mutuo del sector. Rohan no obtiene el puesto. Más tarde descubre lo que Sana hizo.
¿Qué tan culpable es Sana por el daño causado a Rohan?","Sofía y Roberto fueron amigos cercanos durante seis años. Roberto le contó en confianza que había sufrido un episodio grave de depresión en su juventud que requirió hospitalización. Nunca se lo había contado a nadie más y pidió que se mantuviera en secreto. Cuando Roberto es candidato a un puesto directivo en una empresa donde Sofía tiene contactos, ella menciona su historial a un contacto del sector. Roberto no obtiene el puesto. Después descubre lo ocurrido.
¿Qué tan culpable es Sofía por el daño causado a Roberto?",0.23792486583184258,0.29906542056074764,-0.06618962432915922,0.7978533094812165,mixed,Both surface and broader textual changes are plausible.,0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S28,Fairness/Cheating,ta,Tamil,காசாளர் தவறுதலாக அதிக பணம் திருப்பித் தருகிறார்; வாடிக்கையாளர் அதை வைத்துக்கொள்கிறார்.,"கடைக்காரர் அதிக சில்லறை கொடுக்க, வாடிக்கையாளர் அமைதியாக வைத்துக்கொள்கிறார்.",0.4883720930232558,0.6363636363636364,-0.12790697674418605,0.6162790697674418,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-4.0,4.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S28,Fairness/Cheating,ar,Arabic,يعطي أمين الصندوق مبلغًا زائدًا من المال ويحتفظ به الزبون.,يعطي البائع باقيًا أكثر من اللازم ويقرر الزبون عدم إعادته.,0.7068965517241379,0.8181818181818182,0.0,0.5344827586206896,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,claude,anthropic/claude-sonnet-4.6,Claude Sonnet 4.6,4.0,4.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S40,Care/Harm,ta,Tamil,ஒரு பேருந்து ஓட்டுநர் பின்தங்கிய குழந்தையைப் பார்த்தும் செல்கிறார்.,ஒரு பள்ளி பேருந்து ஓட்டுநர் குழந்தையை விட்டுவிட்டு நேரத்திற்காக செல்கிறார்.,0.4533333333333333,0.4444444444444444,0.11940298507462686,0.6666666666666666,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-4.0,4.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S43,Authority/Subversion,ar,Arabic,يرفض رجل إطفاء تنفيذ أمر الإخلاء الصادر عن قائده.,يتجاهل رجل إطفاء تعليمات قائده أثناء الطوارئ.,0.6122448979591837,0.7,-0.08163265306122448,0.5306122448979592,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,4.0,4.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S45,Care/Harm,bn,Bengali,একজন লাইফগার্ড বিপদে থাকা সাঁতারুকে দেখেও ফোন শেষ করে তারপর সাহায্য করে।,সুইমিং পুলের লাইফগার্ড ফোন শেষ না হওয়া পর্যন্ত অপেক্ষা করে।,0.7638888888888888,0.7692307692307693,-0.16666666666666666,0.4166666666666667,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-4.0,4.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S10,Loyalty/Betrayal,es,Spanish,"Vikram había pasado por tiempos difíciles tras perder su trabajo y su casero le había dado aviso de desalojo. Su hermano mayor Suresh y la esposa de Suresh le abrieron su casa y le permitieron quedarse mientras encontraba trabajo. Durante ese tiempo, Vikram descubrió que Suresh había pedido un pequeño préstamo a un amigo de la familia — un detalle que Suresh le pidió mantener en privado por vergüenza. Cuando más tarde surgió una disputa entre Suresh y ese amigo de la familia por un asunto no relacionado, Vikram le contó al amigo lo del préstamo para resolver un agravio personal suyo.
¿Qué tan culpable es Vikram por traicionar la confianza de su hermano para servir a sus propios intereses?","Diego había perdido su trabajo y su casero le dio aviso de desalojo. Su hermano mayor, Miguel, y la esposa de Miguel le dejaron quedarse en su casa mientras encontraba trabajo. Durante ese tiempo, Diego descubre que Miguel pidió un pequeño préstamo a un amigo de la familia y se lo había ocultado por vergüenza. Más tarde, en una disputa entre Miguel y ese amigo, Diego revela el préstamo para resolver un conflicto personal.
¿Qué tan culpable es Diego por traicionar la confianza de su hermano?",0.41750358680057387,0.5,-0.2898134863701578,0.6040172166427547,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S23,Sanctity/Degradation,ar,Arabic,الأب توماس كاهن في رعية كاثوليكية ريفية. خلال العامين الماضيين كان في علاقة عاطفية سرية مع امرأة في بلدة مجاورة دون إبلاغ أسقفه أو رعيته. العلاقة بين بالغين وبالتراضي ولم تسبب أي فضيحة. اكتشف أحد أبناء الرعية الأمر بالصدفة. ما مدى مسؤولية الأب توماس عن علاقة تتعارض مع نذوره؟,أب يوسف يعيش علاقة سرية تتعارض مع نذوره الدينية دون إضرار مباشر. ما مدى مسؤوليته؟,0.7636363636363637,0.8703703703703703,-0.7054545454545454,0.24363636363636362,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,gemini_flash,google/gemini-3.5-flash,Gemini 3.5 Flash,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S27,Care/Harm,es,Spanish,Un adolescente graba el acoso a un compañero en lugar de ayudarlo.,Un estudiante graba el acoso y lo publica en redes sociales en vez de intervenir.,0.5802469135802469,0.5625,0.22727272727272727,0.5061728395061729,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S28,Fairness/Cheating,es,Spanish,Un cajero devuelve dinero de más y el cliente se lo queda.,Un tendero da cambio de más y el cliente decide no decir nada.,0.4838709677419355,0.5,0.06896551724137931,0.6451612903225806,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S30,Authority/Subversion,ar,Arabic,يتجاهل موظف قاعدة سلامة إلزامية لإنهاء العمل بسرعة.,يتجاوز عامل في المصنع قواعد السلامة ليغادر العمل مبكرًا.,0.5357142857142857,0.8,0.09803921568627451,0.5714285714285714,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S32,Loyalty/Betrayal,ta,Tamil,ஒரு நெருங்கிய நண்பர் ரகசியத்தை வெளிப்படுத்துகிறார்.,புதிய நண்பர்களிடம் பிரபலமாக இருக்க ஒரு மாணவர் தனது நண்பரின் ரகசியத்தை சொல்கிறான்.,0.691358024691358,0.7272727272727273,0.5882352941176471,0.3950617283950617,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S35,Care/Harm,ta,Tamil,ஒரு மருத்துவர் சக மருத்துவரின் ஆபத்தான தவறை கவனித்தும் தலையிடவில்லை.,அரசு மருத்துவமனையில் ஒரு மருத்துவர் சக மருத்துவரின் தவறை பார்த்தும் அமைதியாக இருக்கிறார்.,0.4943820224719101,0.5454545454545454,0.3088235294117647,0.5393258426966292,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S37,Loyalty/Betrayal,ta,Tamil,ஒரு சிப்பாய் நண்பரை காப்பாற்ற ரகசிய தகவலை வெளியிடுகிறார்.,ஒரு ராணுவ வீரர் தனது நண்பருக்காக ரகசிய தகவலை கசக்குகிறார்.,0.5172413793103449,0.5555555555555556,0.017543859649122806,0.6206896551724138,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S37,Loyalty/Betrayal,ja,Japanese,兵士は親友を守るため機密情報を漏らします。,自衛隊員が友人のために機密を漏らします。,0.5238095238095238,0.5238095238095238,-0.047619047619047616,0.5714285714285714,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S37,Loyalty/Betrayal,ja,Japanese,兵士は親友を守るため機密情報を漏らします。,自衛隊員が友人のために機密を漏らします。,0.5238095238095238,0.5238095238095238,-0.047619047619047616,0.5714285714285714,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,gemini_flash,google/gemini-3.5-flash,Gemini 3.5 Flash,3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S43,Authority/Subversion,hi,Hindi,एक अग्निशामक आपातकाल के दौरान अधिकारी के निकासी आदेश का पालन करने से इंकार करता है।,एक दमकलकर्मी वरिष्ठ अधिकारी के निकासी आदेश को नज़रअंदाज़ कर देता है।,0.4819277108433735,0.5882352941176471,-0.18072289156626506,0.5783132530120482,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S46,Fairness/Cheating,ta,Tamil,ஒரு நடுவர் சொந்த அணிக்கு ஆதரவாக தவறுகளை புறக்கணிக்கிறார்.,ஒரு கிரிக்கெட் நடுவர் உள்ளூர் அணிக்கு சாதகமாக முடிவெடுக்கிறார்.,0.5714285714285714,0.625,0.10526315789473684,0.5714285714285714,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,claude,anthropic/claude-sonnet-4.6,Claude Sonnet 4.6,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S48,Authority/Subversion,hi,Hindi,एक पुलिस अधिकारी अभियान के दौरान वरिष्ठ अधिकारी के वैध आदेश का पालन करने से इंकार करता है।,एक पुलिसकर्मी ऑपरेशन के दौरान अपने वरिष्ठ के आदेश को नज़रअंदाज़ कर देता है।,0.5,0.631578947368421,-0.16666666666666666,0.5888888888888889,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S48,Authority/Subversion,ar,Arabic,يرفض ضابط شرطة تنفيذ أمر قانوني من قائده.,يتجاهل شرطي تعليمات قائده أثناء العملية.,0.7317073170731707,0.8888888888888888,-0.024390243902439025,0.43902439024390244,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
largest_model_level_adaptation_effect,S50,Care/Harm,es,Spanish,Un revisor de tren retrasa pedir ayuda médica para un pasajero mayor.,El revisor tarda en pedir asistencia para un anciano que se desmaya.,0.5797101449275363,0.7692307692307693,-0.014492753623188406,0.5942028985507246,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,-3.0,3.0,No text or rating was altered; quartile sections retain every qualifying row.
high_edit_low_effect,S04,Care/Harm,ja,Japanese,"サナとローハンは6年間親しい友人だった。
その間にローハンは、自分が20代前半の頃に重度のうつ病エピソードを経験し、入院を必要としたことをサナに打ち明けた。彼はそのことを他の誰にも話したことがなく、サナにも秘密にしておいてほしいと頼んでいた。
その後、ローハンがサナともつながりのある会社の上級職候補として最終選考に残った際、サナは業界内の共通の知人に彼の過去について話した。
ローハンはその職を得られなかった。後になって、彼はサナがしたことを知った。
ローハンに生じた害について、サナにはどの程度の非難責任があるだろうか。","彩花と亮は長年の親友だった。
亮は過去に重いうつ病で入院した経験があり、そのことを彩花にだけ打ち明け、秘密にしてほしいと頼んでいた。
数年後、亮が会社の昇進候補になった際、彩花は業界関係者との会話の中でその過去を話してしまう。
結果として亮は昇進できなかった。
この行為について、彩花にはどの程度責任があるだろうか。",0.6526717557251909,0.6575875486381323,-0.3969465648854962,0.37404580152671757,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",,,chatgpt,openai/gpt-4o-2024-11-20,GPT-4o,0.0,0.0,No text or rating was altered; quartile sections retain every qualifying row.
