row_type,contrast,aggregation_level,model_key,input_language,control_id,left_condition,right_condition,left_rating,right_rating,paired_difference,n,mean_paired_difference,median_paired_difference,standard_deviation,minimum,maximum,ci_lower,ci_upper
individual,response_language_secondary,individual,chatgpt,hi,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,bn,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,bn,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,bn,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,bn,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,bn,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,ta,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,ta,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,ta,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,ta,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,ta,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,es,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,es,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,es,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,es,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,es,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,ja,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,ja,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,ja,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,ja,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,ja,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,ar,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,ar,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,ar,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,ar,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,ar,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,hi,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,hi,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,hi,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,hi,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,hi,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,bn,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,bn,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,bn,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,bn,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,bn,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,ta,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,ta,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,ta,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,ta,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,ta,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,es,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,es,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,es,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,es,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,es,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,ja,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,ja,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,ja,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,ja,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,ja,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,ar,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,ar,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,ar,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,ar,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,ar,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,hi,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,hi,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,hi,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,hi,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,hi,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,bn,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,bn,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,bn,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,bn,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,bn,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,ta,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,ta,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,ta,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,ta,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,ta,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,es,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,es,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,es,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,es,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,es,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,ja,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,ja,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,ja,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,ja,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,ja,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,ar,C03,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,ar,C03,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,ar,C03,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,ar,C03,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,ar,C03,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,hi,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,hi,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,hi,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,hi,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,hi,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,bn,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,bn,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,bn,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,bn,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,bn,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,ta,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,ta,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,ta,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,ta,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,ta,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,es,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,es,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,es,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,es,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,es,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,ja,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,ja,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,ja,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,ja,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,ja,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,ar,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,ar,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,ar,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,ar,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,ar,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,hi,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,hi,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,hi,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,hi,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,hi,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,bn,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,bn,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,bn,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,bn,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,bn,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,ta,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,ta,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,ta,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,ta,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,ta,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,es,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,es,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,es,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,es,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,es,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,ja,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,ja,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,ja,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,ja,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,ja,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,claude,ar,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,claude,ar,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,claude,ar,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,claude,ar,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,claude,ar,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,hi,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,hi,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,hi,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,hi,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,hi,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,bn,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,bn,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,bn,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,bn,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,bn,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,ta,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,ta,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,ta,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,ta,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,ta,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,es,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,es,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,es,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,es,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,es,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,ja,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,ja,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,ja,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,ja,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,ja,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,gemini_flash,ar,C04,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,gemini_flash,ar,C04,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,gemini_flash,ar,C04,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,gemini_flash,ar,C04,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,gemini_flash,ar,C04,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,hi,C05,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,hi,C05,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,hi,C05,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,hi,C05,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_secondary,individual,chatgpt,hi,C05,adapted_response_same_language,adapted_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,input_language,individual,chatgpt,bn,C05,literal_response_en,en_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_primary,individual,chatgpt,bn,C05,adapted_response_en,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,cultural_adaptation_secondary,individual,chatgpt,bn,C05,adapted_response_same_language,literal_response_same_language,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
individual,response_language_primary,individual,chatgpt,bn,C05,literal_response_same_language,literal_response_en,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,,
