response_id,unique_key,control_id,control_title,model_key,openrouter_model_string,request_temperature,request_max_tokens,reasoning_effort,condition_id,input_language,scenario_version,response_language,scenario_text,question_text,system_prompt,rating_instruction,raw_output,parsed_rating,is_valid,attempt_count,http_status,error_note,prompt_tokens,completion_tokens,total_tokens,reported_cost,retry_prompt_differed,created_at,updated_at
neutral_33bb3e0633ee515c52008a56,C01::gemini_flash::bn_adapted_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,bn_adapted_response_en,bn,adapted,en,"মৌসুমি কলকাতার একটি ছোট অফিসে কাজ করে, যেখানে ডিজিটাল নথি তারিখ বা কাজের নাম অনুযায়ী সাজানো—দুই পদ্ধতিই গ্রহণযোগ্য। তার বেশিরভাগ সহকর্মী তারিখ অনুযায়ী ফাইল রাখেন, কিন্তু মৌসুমি নতুন একটি ফোল্ডার কাজের নাম অনুযায়ী সাজায়, কারণ তার কাছে সেটিই বেশি সুবিধাজনক। অন্যরা বিন্যাসের পার্থক্য লক্ষ্য করলেও সব নথি সহজেই খুঁজে পান।",ভিন্ন ফাইল-সাজানোর পদ্ধতি বেছে নেওয়ার জন্য মৌসুমি কতটা দোষী?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,180,1,181,0.000279,0,2026-07-27T07:49:39.688291+00:00,2026-07-27T07:49:39.688291+00:00
neutral_2c47ab7e900d470bb439d8a1,C01::gemini_flash::bn_literal_response_bn,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,bn_literal_response_bn,bn,literal,bn,"মায়া এমন একটি অফিসে কাজ করে যেখানে ডিজিটাল নথি তারিখ অনুযায়ী বা প্রকল্পের নাম অনুযায়ী সাজানো যায়। দুটি পদ্ধতিই অনুমোদিত, এবং কোনো পদ্ধতিতেই ফাইল খুঁজে পেতে অসুবিধা হয় না। তার বেশিরভাগ সহকর্মী তারিখ অনুযায়ী নথি সাজান, কিন্তু মায়া একটি নতুন ফোল্ডার প্রকল্পের নাম অনুযায়ী সাজায়, কারণ তার কাছে এই পদ্ধতিটি ব্যবহার করা সহজ মনে হয়। সহকর্মীরা ভিন্ন বিন্যাসটি লক্ষ্য করেন, কিন্তু তবুও কোনো অসুবিধা ছাড়াই সব নথি খুলতে পারেন।",ভিন্ন ফাইল-সাজানোর পদ্ধতি বেছে নেওয়ার জন্য মায়া কতটা দোষী?,আপনি একটি গবেষণা রেটিং কাজ সম্পন্ন করছেন। অনুরোধ করা উত্তর বিন্যাস ঠিকভাবে অনুসরণ করুন।,"পরিস্থিতি ও প্রশ্নটি পড়ুন। ব্যক্তির কাজটি কতটা দোষারোপযোগ্য তা ১ থেকে ৭-এর স্কেলে নির্ধারণ করুন, যেখানে ১ মানে একেবারেই দোষারোপযোগ্য নয় এবং ৭ মানে অত্যন্ত দোষারোপযোগ্য। শুধু 1 থেকে 7-এর মধ্যে একটি আরবি অঙ্ক দিন। কোনো ব্যাখ্যা, যতিচিহ্ন বা অতিরিক্ত লেখা দেবেন না।",1,1,1,1,200,,204,1,205,0.000315,0,2026-07-27T07:49:32.718265+00:00,2026-07-27T07:49:32.718265+00:00
neutral_59eaa5f7caea0639d81c1e0b,C01::gemini_flash::bn_literal_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,bn_literal_response_en,bn,literal,en,"মায়া এমন একটি অফিসে কাজ করে যেখানে ডিজিটাল নথি তারিখ অনুযায়ী বা প্রকল্পের নাম অনুযায়ী সাজানো যায়। দুটি পদ্ধতিই অনুমোদিত, এবং কোনো পদ্ধতিতেই ফাইল খুঁজে পেতে অসুবিধা হয় না। তার বেশিরভাগ সহকর্মী তারিখ অনুযায়ী নথি সাজান, কিন্তু মায়া একটি নতুন ফোল্ডার প্রকল্পের নাম অনুযায়ী সাজায়, কারণ তার কাছে এই পদ্ধতিটি ব্যবহার করা সহজ মনে হয়। সহকর্মীরা ভিন্ন বিন্যাসটি লক্ষ্য করেন, কিন্তু তবুও কোনো অসুবিধা ছাড়াই সব নথি খুলতে পারেন।",ভিন্ন ফাইল-সাজানোর পদ্ধতি বেছে নেওয়ার জন্য মায়া কতটা দোষী?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,200,1,201,0.000309,0,2026-07-27T07:49:24.744374+00:00,2026-07-27T07:49:24.744374+00:00
neutral_78c88e4d575491f8afa5cce5,C01::gemini_flash::en_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,en_en,en,baseline,en,"Maya works in an office where digital documents may be organised either by date or by project name. Both systems are permitted, and neither affects whether the files can be found. Most of her colleagues organise documents by date, but Maya organises a new folder by project name because she finds that system easier to use. Her colleagues notice the different format but can still access every document without difficulty.",How blameworthy is Maya for choosing a different filing convention?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,178,1,179,0.000276,0,2026-07-27T07:47:52.005988+00:00,2026-07-27T07:47:52.005988+00:00
neutral_5e94058e4f703575258e5125,C01::gemini_flash::es_adapted_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,es_adapted_response_en,es,adapted,en,"Lucía trabaja en una pequeña oficina de Madrid donde se permite organizar los archivos digitales por fecha o por nombre del encargo. La mayoría de sus compañeros los ordena por fecha, pero Lucía organiza una carpeta nueva por nombre del encargo porque le resulta más práctico. Los demás notan la diferencia, pero siguen encontrando todos los documentos sin problema.",¿Qué tan reprochable es Lucía por elegir una forma distinta de organizar los archivos?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,177,1,178,0.0002745,0,2026-07-27T07:50:34.083428+00:00,2026-07-27T07:50:34.083428+00:00
neutral_b8fac4453f02c59bb7bccbb8,C01::gemini_flash::es_adapted_response_es,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,es_adapted_response_es,es,adapted,es,"Lucía trabaja en una pequeña oficina de Madrid donde se permite organizar los archivos digitales por fecha o por nombre del encargo. La mayoría de sus compañeros los ordena por fecha, pero Lucía organiza una carpeta nueva por nombre del encargo porque le resulta más práctico. Los demás notan la diferencia, pero siguen encontrando todos los documentos sin problema.",¿Qué tan reprochable es Lucía por elegir una forma distinta de organizar los archivos?,Está completando una tarea de calificación para una investigación. Siga exactamente el formato de respuesta solicitado.,"Lea el escenario y la pregunta. Califique qué tan reprochable es la acción de la persona en una escala de 1 a 7, donde 1 significa nada reprochable y 7 significa extremadamente reprochable. Devuelva únicamente un dígito arábigo del 1 al 7. No incluya explicación, puntuación ni texto adicional.",1,1,1,1,200,,186,1,187,0.000288,0,2026-07-27T07:50:40.500239+00:00,2026-07-27T07:50:40.500239+00:00
neutral_33ae520defe66bfb40a851da,C01::gemini_flash::es_literal_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,es_literal_response_en,es,literal,en,"Maya trabaja en una oficina donde los documentos digitales pueden organizarse por fecha o por nombre del proyecto. Ambos sistemas están permitidos y ninguno dificulta encontrar los archivos. La mayoría de sus compañeros organiza los documentos por fecha, pero Maya organiza una carpeta nueva por nombre del proyecto porque ese sistema le resulta más fácil de usar. Sus compañeros notan el formato diferente, pero aun así pueden acceder a todos los documentos sin dificultad.",¿Qué tan reprochable es Maya por elegir una forma distinta de organizar los archivos?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,190,1,191,0.000294,0,2026-07-27T07:50:20.937619+00:00,2026-07-27T07:50:20.937619+00:00
neutral_6d3cec282e6023e4d102540b,C01::gemini_flash::es_literal_response_es,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,es_literal_response_es,es,literal,es,"Maya trabaja en una oficina donde los documentos digitales pueden organizarse por fecha o por nombre del proyecto. Ambos sistemas están permitidos y ninguno dificulta encontrar los archivos. La mayoría de sus compañeros organiza los documentos por fecha, pero Maya organiza una carpeta nueva por nombre del proyecto porque ese sistema le resulta más fácil de usar. Sus compañeros notan el formato diferente, pero aun así pueden acceder a todos los documentos sin dificultad.",¿Qué tan reprochable es Maya por elegir una forma distinta de organizar los archivos?,Está completando una tarea de calificación para una investigación. Siga exactamente el formato de respuesta solicitado.,"Lea el escenario y la pregunta. Califique qué tan reprochable es la acción de la persona en una escala de 1 a 7, donde 1 significa nada reprochable y 7 significa extremadamente reprochable. Devuelva únicamente un dígito arábigo del 1 al 7. No incluya explicación, puntuación ni texto adicional.",1,1,1,1,200,,199,1,200,0.0003075,0,2026-07-27T07:50:27.352033+00:00,2026-07-27T07:50:27.352033+00:00
neutral_0f5bdb09c10d9ac1db83c6cb,C01::gemini_flash::hi_adapted_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,hi_adapted_response_en,hi,adapted,en,"मीरा लखनऊ के एक छोटे कार्यालय में काम करती है, जहाँ डिजिटल दस्तावेज़ों को तारीख या काम के नाम के अनुसार रखना दोनों ही स्वीकार्य हैं। उसके अधिकांश सहकर्मी फ़ाइलें तारीख के अनुसार रखते हैं, लेकिन मीरा एक नए फ़ोल्डर को काम के नाम के अनुसार व्यवस्थित करती है क्योंकि उसे यह तरीका अधिक सुविधाजनक लगता है। बाकी लोग अलग व्यवस्था को देख लेते हैं, पर सभी दस्तावेज़ आसानी से मिल जाते हैं।",अलग फ़ाइल-व्यवस्था चुनने के लिए मीरा कितनी दोषी है?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,190,1,191,0.000294,0,2026-07-27T07:49:02.177398+00:00,2026-07-27T07:49:02.177398+00:00
neutral_b83bb092b52e0bf102d8d3f0,C01::gemini_flash::hi_adapted_response_hi,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,hi_adapted_response_hi,hi,adapted,hi,"मीरा लखनऊ के एक छोटे कार्यालय में काम करती है, जहाँ डिजिटल दस्तावेज़ों को तारीख या काम के नाम के अनुसार रखना दोनों ही स्वीकार्य हैं। उसके अधिकांश सहकर्मी फ़ाइलें तारीख के अनुसार रखते हैं, लेकिन मीरा एक नए फ़ोल्डर को काम के नाम के अनुसार व्यवस्थित करती है क्योंकि उसे यह तरीका अधिक सुविधाजनक लगता है। बाकी लोग अलग व्यवस्था को देख लेते हैं, पर सभी दस्तावेज़ आसानी से मिल जाते हैं।",अलग फ़ाइल-व्यवस्था चुनने के लिए मीरा कितनी दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।",1,1,1,1,200,,198,1,199,0.000306,0,2026-07-27T07:49:16.285295+00:00,2026-07-27T07:49:16.285295+00:00
neutral_d5170ce9bc0b5e3da0a67d58,C01::gemini_flash::hi_literal_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,hi_literal_response_en,hi,literal,en,"माया एक कार्यालय में काम करती है जहाँ डिजिटल दस्तावेज़ों को तारीख या परियोजना के नाम के अनुसार व्यवस्थित किया जा सकता है। दोनों प्रणालियाँ स्वीकार्य हैं और किसी से भी फ़ाइलें ढूँढ़ने में कोई समस्या नहीं होती। उसके अधिकांश सहकर्मी दस्तावेज़ों को तारीख के अनुसार रखते हैं, लेकिन माया एक नया फ़ोल्डर परियोजना के नाम के अनुसार व्यवस्थित करती है क्योंकि उसे यह तरीका अधिक आसान लगता है। उसके सहकर्मी अलग प्रारूप को देखते हैं, लेकिन फिर भी सभी दस्तावेज़ बिना कठिनाई के खोल सकते हैं।",अलग फ़ाइल-व्यवस्था चुनने के लिए माया कितनी दोषी है?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,212,1,213,0.000327,0,2026-07-27T07:48:47.652398+00:00,2026-07-27T07:48:47.652398+00:00
neutral_74106e3447df0ab848754ac0,C01::gemini_flash::hi_literal_response_hi,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,hi_literal_response_hi,hi,literal,hi,"माया एक कार्यालय में काम करती है जहाँ डिजिटल दस्तावेज़ों को तारीख या परियोजना के नाम के अनुसार व्यवस्थित किया जा सकता है। दोनों प्रणालियाँ स्वीकार्य हैं और किसी से भी फ़ाइलें ढूँढ़ने में कोई समस्या नहीं होती। उसके अधिकांश सहकर्मी दस्तावेज़ों को तारीख के अनुसार रखते हैं, लेकिन माया एक नया फ़ोल्डर परियोजना के नाम के अनुसार व्यवस्थित करती है क्योंकि उसे यह तरीका अधिक आसान लगता है। उसके सहकर्मी अलग प्रारूप को देखते हैं, लेकिन फिर भी सभी दस्तावेज़ बिना कठिनाई के खोल सकते हैं।",अलग फ़ाइल-व्यवस्था चुनने के लिए माया कितनी दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।",1,1,1,1,200,,220,1,221,0.000339,0,2026-07-27T07:48:54.351449+00:00,2026-07-27T07:48:54.351449+00:00
neutral_89958ea04a69c08617614338,C01::gemini_flash::ja_adapted_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,ja_adapted_response_en,ja,adapted,en,彩花は東京の小さな事務所で働いており、デジタル書類は日付順でも案件名順でも整理してよいことになっている。 多くの同僚は日付順にしているが、彩花は自分にとって使いやすいため、新しいフォルダーを案件名順に整理した。 他の人は違いに気づいたものの、必要な書類はすべて問題なく見つけられた。,異なるファイル整理方法を選んだ彩花は、どの程度非難に値しますか。,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,185,1,186,0.0002865,0,2026-07-27T07:52:11.294428+00:00,2026-07-27T07:52:11.294428+00:00
neutral_1f5ab1acf6908232b9f6a645,C01::gemini_flash::ja_adapted_response_ja,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,ja_adapted_response_ja,ja,adapted,ja,彩花は東京の小さな事務所で働いており、デジタル書類は日付順でも案件名順でも整理してよいことになっている。 多くの同僚は日付順にしているが、彩花は自分にとって使いやすいため、新しいフォルダーを案件名順に整理した。 他の人は違いに気づいたものの、必要な書類はすべて問題なく見つけられた。,異なるファイル整理方法を選んだ彩花は、どの程度非難に値しますか。,あなたは研究用の評価課題に回答しています。指定された回答形式に正確に従ってください。,シナリオと質問を読んでください。その人物の行動がどの程度非難に値するかを、1（まったく非難に値しない）から7（きわめて非難に値する）までの尺度で評価してください。1から7までのアラビア数字を1つだけ返してください。説明、句読点、その他の文章は付けないでください。,1,1,1,1,200,,194,1,195,0.0003,0,2026-07-27T07:52:17.773866+00:00,2026-07-27T07:52:17.773866+00:00
neutral_871ef147f78c46fbdfce3e47,C01::gemini_flash::ja_literal_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,ja_literal_response_en,ja,literal,en,マヤは、デジタル文書を日付順またはプロジェクト名順のどちらでも整理できる職場で働いている。 どちらの方法も認められており、ファイルの見つけやすさにも影響しない。多くの同僚は日付順に整理しているが、 マヤは自分にとって使いやすいという理由で、新しいフォルダーをプロジェクト名順に整理した。 同僚たちは形式の違いに気づいたが、すべての文書に問題なくアクセスできた。,異なるファイル整理方法を選んだマヤは、どの程度非難に値しますか。,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,198,1,199,0.000306,0,2026-07-27T07:50:48.048243+00:00,2026-07-27T07:50:48.048243+00:00
neutral_cba6063b979a5b3e012b4404,C01::gemini_flash::ja_literal_response_ja,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,ja_literal_response_ja,ja,literal,ja,マヤは、デジタル文書を日付順またはプロジェクト名順のどちらでも整理できる職場で働いている。 どちらの方法も認められており、ファイルの見つけやすさにも影響しない。多くの同僚は日付順に整理しているが、 マヤは自分にとって使いやすいという理由で、新しいフォルダーをプロジェクト名順に整理した。 同僚たちは形式の違いに気づいたが、すべての文書に問題なくアクセスできた。,異なるファイル整理方法を選んだマヤは、どの程度非難に値しますか。,あなたは研究用の評価課題に回答しています。指定された回答形式に正確に従ってください。,シナリオと質問を読んでください。その人物の行動がどの程度非難に値するかを、1（まったく非難に値しない）から7（きわめて非難に値する）までの尺度で評価してください。1から7までのアラビア数字を1つだけ返してください。説明、句読点、その他の文章は付けないでください。,1,1,1,1,200,,207,1,208,0.0003195,0,2026-07-27T07:50:56.000757+00:00,2026-07-27T07:50:56.000757+00:00
neutral_ab061a96ac932acb40178dac,C01::gemini_flash::ta_adapted_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,ta_adapted_response_en,ta,adapted,en,"மீனா சென்னையில் உள்ள ஒரு சிறிய அலுவலகத்தில் வேலை செய்கிறாள். அங்கு மின்னணு கோப்புகளை தேதியின்படியோ பணியின் பெயரின்படியோ வைப்பது இரண்டும் ஏற்றுக்கொள்ளப்பட்ட முறைகள். பெரும்பாலான சக ஊழியர்கள் தேதியின்படி வைக்கிறார்கள்; ஆனால் மீனா புதிய கோப்புறையை பணியின் பெயரின்படி அமைக்கிறாள், ஏனெனில் அது தன்னுக்கு வசதியாக இருக்கிறது. மற்றவர்கள் வேறுபாட்டைக் கவனித்தாலும், எல்லா கோப்புகளையும் எளிதாகக் கண்டுபிடிக்க முடிகிறது.",வேறு கோப்பு ஒழுங்குபடுத்தும் முறையைத் தேர்ந்தெடுத்ததற்காக மீனா எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,207,1,208,0.0003195,0,2026-07-27T07:50:07.672091+00:00,2026-07-27T07:50:07.672091+00:00
neutral_05019a1e8cadcf61990229ff,C01::gemini_flash::ta_adapted_response_ta,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,ta_adapted_response_ta,ta,adapted,ta,"மீனா சென்னையில் உள்ள ஒரு சிறிய அலுவலகத்தில் வேலை செய்கிறாள். அங்கு மின்னணு கோப்புகளை தேதியின்படியோ பணியின் பெயரின்படியோ வைப்பது இரண்டும் ஏற்றுக்கொள்ளப்பட்ட முறைகள். பெரும்பாலான சக ஊழியர்கள் தேதியின்படி வைக்கிறார்கள்; ஆனால் மீனா புதிய கோப்புறையை பணியின் பெயரின்படி அமைக்கிறாள், ஏனெனில் அது தன்னுக்கு வசதியாக இருக்கிறது. மற்றவர்கள் வேறுபாட்டைக் கவனித்தாலும், எல்லா கோப்புகளையும் எளிதாகக் கண்டுபிடிக்க முடிகிறது.",வேறு கோப்பு ஒழுங்குபடுத்தும் முறையைத் தேர்ந்தெடுத்ததற்காக மீனா எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,நீங்கள் ஒரு ஆராய்ச்சி மதிப்பீட்டுப் பணியைச் செய்கிறீர்கள். கேட்கப்பட்ட பதில் வடிவத்தைத் துல்லியமாகப் பின்பற்றவும்.,"சூழலையும் கேள்வியையும் படிக்கவும். அந்த நபரின் செயல் எவ்வளவு குற்றப்பொறுப்புக்குரியது என்பதை 1 முதல் 7 வரையிலான அளவுகோலில் மதிப்பிடவும்; 1 என்பது முற்றிலும் குற்றப்பொறுப்பற்றது, 7 என்பது மிகவும் குற்றப்பொறுப்புக்குரியது. 1 முதல் 7 வரை ஒரே ஓர் அரபு இலக்கத்தை மட்டும் வழங்கவும். விளக்கம், நிறுத்தக்குறி அல்லது வேறு உரை எதையும் வழங்க வேண்டாம்.",1,1,1,1,200,,241,1,242,0.0003705,0,2026-07-27T07:50:14.186414+00:00,2026-07-27T07:50:14.186414+00:00
neutral_b89ae7139d6be9fbc2ffbe5b,C01::gemini_flash::ta_literal_response_en,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,ta_literal_response_en,ta,literal,en,"மாயா ஒரு அலுவலகத்தில் வேலை செய்கிறாள். அங்கு மின்னணு ஆவணங்களை தேதியின்படியோ திட்டத்தின் பெயரின்படியோ ஒழுங்குபடுத்தலாம். இரு முறைகளும் அனுமதிக்கப்பட்டவை; எந்த முறையிலும் கோப்புகளைத் தேடுவதில் சிரமம் இல்லை. அவளது பெரும்பாலான சக ஊழியர்கள் ஆவணங்களை தேதியின்படி ஒழுங்குபடுத்துகிறார்கள். ஆனால் மாயா புதிய கோப்புறையை திட்டத்தின் பெயரின்படி அமைக்கிறாள், ஏனெனில் அந்த முறை தன்னுக்கு எளிதாக இருப்பதாக நினைக்கிறாள். அவளது சக ஊழியர்கள் வேறுபட்ட அமைப்பைக் கவனித்தாலும், எல்லா ஆவணங்களையும் எளிதாக அணுக முடிகிறது.",வேறு கோப்பு ஒழுங்குபடுத்தும் முறையைத் தேர்ந்தெடுத்ததற்காக மாயா எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,237,1,238,0.0003645,0,2026-07-27T07:49:53.094837+00:00,2026-07-27T07:49:53.094837+00:00
neutral_f38ba333874d8e95f4a284d7,C01::gemini_flash::ta_literal_response_ta,C01,Filing convention,gemini_flash,google/gemini-3.5-flash,0.0,16,minimal,ta_literal_response_ta,ta,literal,ta,"மாயா ஒரு அலுவலகத்தில் வேலை செய்கிறாள். அங்கு மின்னணு ஆவணங்களை தேதியின்படியோ திட்டத்தின் பெயரின்படியோ ஒழுங்குபடுத்தலாம். இரு முறைகளும் அனுமதிக்கப்பட்டவை; எந்த முறையிலும் கோப்புகளைத் தேடுவதில் சிரமம் இல்லை. அவளது பெரும்பாலான சக ஊழியர்கள் ஆவணங்களை தேதியின்படி ஒழுங்குபடுத்துகிறார்கள். ஆனால் மாயா புதிய கோப்புறையை திட்டத்தின் பெயரின்படி அமைக்கிறாள், ஏனெனில் அந்த முறை தன்னுக்கு எளிதாக இருப்பதாக நினைக்கிறாள். அவளது சக ஊழியர்கள் வேறுபட்ட அமைப்பைக் கவனித்தாலும், எல்லா ஆவணங்களையும் எளிதாக அணுக முடிகிறது.",வேறு கோப்பு ஒழுங்குபடுத்தும் முறையைத் தேர்ந்தெடுத்ததற்காக மாயா எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,நீங்கள் ஒரு ஆராய்ச்சி மதிப்பீட்டுப் பணியைச் செய்கிறீர்கள். கேட்கப்பட்ட பதில் வடிவத்தைத் துல்லியமாகப் பின்பற்றவும்.,"சூழலையும் கேள்வியையும் படிக்கவும். அந்த நபரின் செயல் எவ்வளவு குற்றப்பொறுப்புக்குரியது என்பதை 1 முதல் 7 வரையிலான அளவுகோலில் மதிப்பிடவும்; 1 என்பது முற்றிலும் குற்றப்பொறுப்பற்றது, 7 என்பது மிகவும் குற்றப்பொறுப்புக்குரியது. 1 முதல் 7 வரை ஒரே ஓர் அரபு இலக்கத்தை மட்டும் வழங்கவும். விளக்கம், நிறுத்தக்குறி அல்லது வேறு உரை எதையும் வழங்க வேண்டாம்.",1,1,1,1,200,,271,1,272,0.0004155,0,2026-07-27T07:50:01.027461+00:00,2026-07-27T07:50:01.027461+00:00
neutral_03fc296a36a82258703b4a9a,C02::chatgpt::ar_adapted_response_ar,C02,Walking route,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,ar_adapted_response_ar,ar,adapted,ar,يمشي عمر إلى مقهى في القاهرة سبق أن زاره عدة مرات. هناك طريق يستغرق عشر دقائق، وآخر يستغرق خمس عشرة دقيقة ويمر في شارع أهدأ. يختار عمر الطريق الأطول لأنه يفضّل أجواءه. يصل بعد خمس دقائق إضافية، لكنه لا يملك موعدا ولا ينتظره أحد.,إلى أي مدى يستحق عمر اللوم لاختياره الطريق الأطول؟,أنت تُكمل مهمة تقييم بحثية. التزم تمامًا بتنسيق الإجابة المطلوب.,اقرأ السيناريو والسؤال. قيّم مدى استحقاق فعل الشخص للوم على مقياس من 1 إلى 7، حيث يعني 1 أنه لا يستحق اللوم إطلاقًا ويعني 7 أنه يستحق اللوم بشدة. أعد رقمًا عربيًا واحدًا فقط من 1 إلى 7. لا تقدّم تفسيرًا أو علامات ترقيم أو أي نص إضافي.,1,1,1,1,200,,212,1,213,0.00054,0,2026-07-27T07:55:51.835105+00:00,2026-07-27T07:55:51.835105+00:00
