work_unit_id,scenario_id,model_key,correct_count_0_4,absolute_rating_shift,jittered_comprehension_score,model_n,total_n
S26__bn__adapted__claude,S26,claude,3,4.0,2.906016511229285,240,720
S26__ta__adapted__chatgpt,S26,chatgpt,2,3.0,1.9654307372587605,240,720
S26__ta__literal__claude,S26,claude,4,4.0,4.052399181953031,240,720
S26__ta__literal__gemini_flash,S26,gemini_flash,4,5.0,4.055393626019908,240,720
S26__es__literal__chatgpt,S26,chatgpt,3,3.0,3.0193225361434597,240,720
S26__ta__adapted__gemini_flash,S26,gemini_flash,4,5.0,3.965241296497774,240,720
S26__ta__adapted__claude,S26,claude,4,4.0,3.986002983137674,240,720
S26__es__adapted__chatgpt,S26,chatgpt,4,3.0,4.032257989052746,240,720
S26__es__literal__gemini_flash,S26,gemini_flash,3,5.0,3.0988335266108895,240,720
S26__bn__adapted__gemini_flash,S26,gemini_flash,4,5.0,3.9606635225476023,240,720
S26__es__literal__claude,S26,claude,4,4.0,3.9671768854255904,240,720
S26__ja__literal__chatgpt,S26,chatgpt,2,3.0,1.9130950575112327,240,720
S26__es__adapted__gemini_flash,S26,gemini_flash,4,5.0,4.086417003356392,240,720
S26__ja__adapted__chatgpt,S26,chatgpt,2,3.0,1.9902110123067254,240,720
S26__es__adapted__claude,S26,claude,4,4.0,3.908994473615711,240,720
S26__ja__literal__gemini_flash,S26,gemini_flash,4,5.0,3.9869120536924636,240,720
S26__ja__adapted__gemini_flash,S26,gemini_flash,4,5.0,4.056958881134536,240,720
S26__ja__literal__claude,S26,claude,4,4.0,4.0864927181040525,240,720
S26__ar__literal__chatgpt,S26,chatgpt,3,3.0,2.908545003900515,240,720
S26__ar__literal__claude,S26,claude,4,4.0,3.9725320617251367,240,720
S26__ar__adapted__chatgpt,S26,chatgpt,3,3.0,3.0680082635124464,240,720
S26__ja__adapted__claude,S26,claude,4,4.0,3.959487471957042,240,720
S26__ar__literal__gemini_flash,S26,gemini_flash,3,5.0,2.9465830323799542,240,720
S28__hi__literal__chatgpt,S28,chatgpt,3,1.0,2.9128135797342773,240,720
S26__ar__adapted__gemini_flash,S26,gemini_flash,3,5.0,2.9317707792849665,240,720
S28__hi__literal__gemini_flash,S28,gemini_flash,3,2.0,2.922982667481031,240,720
S28__hi__adapted__chatgpt,S28,chatgpt,4,1.0,4.054810102006517,240,720
S26__ar__adapted__claude,S26,claude,4,4.0,4.044604795404069,240,720
S28__hi__adapted__gemini_flash,S28,gemini_flash,3,2.0,2.9343515993065483,240,720
S28__bn__literal__chatgpt,S28,chatgpt,3,1.0,3.064474361398902,240,720
S28__bn__adapted__chatgpt,S28,chatgpt,3,1.0,3.0861897584716647,240,720
S28__bn__literal__gemini_flash,S28,gemini_flash,3,3.0,3.082927928890612,240,720
S28__hi__adapted__claude,S28,claude,4,2.0,3.9285128232436537,240,720
S28__hi__literal__claude,S28,claude,3,2.0,2.9230199307177513,240,720
S28__bn__literal__claude,S28,claude,3,1.0,3.094101021530373,240,720
S28__bn__adapted__gemini_flash,S28,gemini_flash,3,2.0,2.9774073026233494,240,720
S28__ta__literal__chatgpt,S28,chatgpt,3,1.0,2.938196631638808,240,720
S28__bn__adapted__claude,S28,claude,4,2.0,3.9619764642391946,240,720
S28__ta__literal__gemini_flash,S28,gemini_flash,3,2.0,2.9136325694188066,240,720
S28__ta__adapted__chatgpt,S28,chatgpt,3,3.0,3.0548886709786203,240,720
S28__ta__literal__claude,S28,claude,3,1.0,3.0378017789573306,240,720
S28__ta__adapted__claude,S28,claude,4,2.0,3.9622935887190867,240,720
S28__es__literal__chatgpt,S28,chatgpt,3,2.0,2.9639892148529814,240,720
S28__ta__adapted__gemini_flash,S28,gemini_flash,4,3.0,4.035321699282093,240,720
S28__es__literal__gemini_flash,S28,gemini_flash,3,2.0,2.9057518312915867,240,720
S28__es__adapted__chatgpt,S28,chatgpt,3,1.0,3.012440460649289,240,720
S28__es__literal__claude,S28,claude,3,2.0,2.949630764010786,240,720
S28__es__adapted__claude,S28,claude,3,2.0,3.0803714862295406,240,720
S28__es__adapted__gemini_flash,S28,gemini_flash,3,2.0,2.958442515866122,240,720
S28__ja__literal__chatgpt,S28,chatgpt,3,1.0,3.0669373268936937,240,720
S28__ja__adapted__chatgpt,S28,chatgpt,4,1.0,3.954750465404357,240,720
S28__ja__literal__gemini_flash,S28,gemini_flash,3,2.0,3.029937613193384,240,720
S28__ja__literal__claude,S28,claude,3,2.0,2.9268132496449812,240,720
S28__ja__adapted__claude,S28,claude,4,0.0,4.0154770948988325,240,720
S28__ar__literal__chatgpt,S28,chatgpt,3,1.0,3.0578197936135054,240,720
S28__ja__adapted__gemini_flash,S28,gemini_flash,4,2.0,4.004895400126495,240,720
S28__ar__adapted__chatgpt,S28,chatgpt,3,1.0,2.945406015324799,240,720
S28__ar__literal__gemini_flash,S28,gemini_flash,3,2.0,2.9992282588872663,240,720
S28__ar__literal__claude,S28,claude,3,4.0,3.0535209894526054,240,720
S28__ar__adapted__gemini_flash,S28,gemini_flash,4,2.0,4.018577594880224,240,720
S33__hi__literal__chatgpt,S33,chatgpt,4,1.0,3.994615476429314,240,720
S33__hi__adapted__chatgpt,S33,chatgpt,4,3.0,3.9016237955564526,240,720
S33__hi__literal__gemini_flash,S33,gemini_flash,4,1.0,3.9849531965400673,240,720
S33__hi__literal__claude,S33,claude,4,0.0,3.940321860700643,240,720
S33__bn__literal__chatgpt,S33,chatgpt,3,0.0,3.057350049929571,240,720
S28__ar__adapted__claude,S28,claude,3,0.0,3.049587726782203,240,720
S33__hi__adapted__gemini_flash,S33,gemini_flash,4,2.0,3.917895829325653,240,720
S33__bn__adapted__chatgpt,S33,chatgpt,4,2.0,4.016678419109357,240,720
S33__bn__literal__gemini_flash,S33,gemini_flash,4,1.0,4.066668088867012,240,720
S33__hi__adapted__claude,S33,claude,4,1.0,4.044874324059897,240,720
S33__bn__adapted__gemini_flash,S33,gemini_flash,4,0.0,3.9889846161606064,240,720
S33__ta__literal__chatgpt,S33,chatgpt,4,0.0,4.0962428297913425,240,720
S33__ta__adapted__chatgpt,S33,chatgpt,4,1.0,3.969103692891557,240,720
S33__bn__literal__claude,S33,claude,3,0.0,3.016855918312589,240,720
S33__ta__literal__gemini_flash,S33,gemini_flash,4,1.0,3.957327287203423,240,720
S33__bn__adapted__claude,S33,claude,4,1.0,3.9468453126841827,240,720
S33__es__literal__chatgpt,S33,chatgpt,4,1.0,3.9925918193469356,240,720
S33__ta__adapted__gemini_flash,S33,gemini_flash,4,2.0,3.956783066493566,240,720
S33__ta__literal__claude,S33,claude,3,1.0,3.0179546533800368,240,720
S33__es__literal__gemini_flash,S33,gemini_flash,4,1.0,3.9755809277253467,240,720
S33__ta__adapted__claude,S33,claude,4,1.0,4.099270956667403,240,720
S33__es__literal__claude,S33,claude,4,0.0,4.057455287991837,240,720
S33__es__adapted__gemini_flash,S33,gemini_flash,4,1.0,3.9178208694924046,240,720
S33__ja__literal__chatgpt,S33,chatgpt,4,0.0,4.061107365386013,240,720
S33__es__adapted__chatgpt,S33,chatgpt,4,2.0,3.922547498672448,240,720
S33__ja__adapted__chatgpt,S33,chatgpt,4,1.0,4.043591182947433,240,720
S33__ja__literal__gemini_flash,S33,gemini_flash,4,0.0,3.948802517319854,240,720
S33__es__adapted__claude,S33,claude,4,1.0,4.018549312292319,240,720
S33__ja__adapted__gemini_flash,S33,gemini_flash,4,1.0,3.935963014190285,240,720
S33__ja__literal__claude,S33,claude,4,1.0,3.955829732006463,240,720
S33__ar__literal__chatgpt,S33,chatgpt,4,2.0,4.069596579396098,240,720
S33__ar__adapted__chatgpt,S33,chatgpt,4,1.0,3.9812332602480627,240,720
S33__ar__literal__gemini_flash,S33,gemini_flash,4,1.0,4.001904674256947,240,720
S33__ar__literal__claude,S33,claude,4,0.0,4.060586138546664,240,720
S33__ja__adapted__claude,S33,claude,4,1.0,4.055541619805553,240,720
S36__hi__literal__chatgpt,S36,chatgpt,4,0.0,4.093245816553186,240,720
S33__ar__adapted__gemini_flash,S33,gemini_flash,4,1.0,3.9154517971388376,240,720
S36__hi__literal__gemini_flash,S36,gemini_flash,4,0.0,4.028005120017543,240,720
S36__hi__adapted__chatgpt,S36,chatgpt,4,0.0,4.009856003435171,240,720
S33__ar__adapted__claude,S33,claude,4,0.0,4.0909622721706524,240,720
S36__hi__literal__claude,S36,claude,4,0.0,4.0228684744027525,240,720
S36__hi__adapted__gemini_flash,S36,gemini_flash,4,1.0,3.9535941543761455,240,720
S36__bn__literal__chatgpt,S36,chatgpt,4,0.0,3.9597858883179944,240,720
S36__hi__adapted__claude,S36,claude,4,0.0,3.9949143828599203,240,720
S36__bn__literal__gemini_flash,S36,gemini_flash,4,0.0,3.984234437296845,240,720
S36__bn__adapted__chatgpt,S36,chatgpt,4,0.0,3.9326983603773815,240,720
S36__bn__literal__claude,S36,claude,4,0.0,3.9014368393694983,240,720
S36__bn__adapted__gemini_flash,S36,gemini_flash,4,0.0,3.9817819286218654,240,720
S36__ta__literal__chatgpt,S36,chatgpt,4,0.0,3.9658986655349002,240,720
S36__ta__literal__claude,S36,claude,4,0.0,3.971905965360615,240,720
S36__bn__adapted__claude,S36,claude,4,0.0,3.9863414679183915,240,720
S36__ta__literal__gemini_flash,S36,gemini_flash,4,0.0,3.974190067013634,240,720
S36__ta__adapted__chatgpt,S36,chatgpt,4,0.0,4.0384363524393505,240,720
S36__es__literal__chatgpt,S36,chatgpt,4,0.0,3.919942293862954,240,720
S36__ta__adapted__gemini_flash,S36,gemini_flash,4,0.0,4.081996347731802,240,720
S36__ta__adapted__claude,S36,claude,4,0.0,3.9773800581719194,240,720
S36__es__adapted__chatgpt,S36,chatgpt,4,0.0,3.9912034413198136,240,720
S36__es__literal__gemini_flash,S36,gemini_flash,4,0.0,4.007027798030673,240,720
S36__ja__literal__chatgpt,S36,chatgpt,4,0.0,3.9995993364293527,240,720
S36__es__adapted__gemini_flash,S36,gemini_flash,4,0.0,3.9666433227233977,240,720
S36__es__literal__claude,S36,claude,4,0.0,3.9983380130420554,240,720
S36__es__adapted__claude,S36,claude,4,0.0,4.096511355782466,240,720
S36__ja__literal__gemini_flash,S36,gemini_flash,4,1.0,4.080600703369456,240,720
S36__ja__adapted__chatgpt,S36,chatgpt,4,0.0,4.019774534552385,240,720
S36__ar__literal__chatgpt,S36,chatgpt,4,0.0,4.018120513438536,240,720
S36__ja__adapted__gemini_flash,S36,gemini_flash,4,0.0,4.0605584915564625,240,720
S36__ja__literal__claude,S36,claude,4,0.0,3.968326646278949,240,720
S36__ar__literal__claude,S36,claude,4,0.0,4.087837165355596,240,720
S36__ja__adapted__claude,S36,claude,4,0.0,4.033992562663167,240,720
S36__ar__literal__gemini_flash,S36,gemini_flash,4,1.0,4.0504187294339395,240,720
S37__hi__literal__chatgpt,S37,chatgpt,4,3.0,4.050346647515335,240,720
S36__ar__adapted__chatgpt,S36,chatgpt,4,0.0,3.981582948044811,240,720
S36__ar__adapted__gemini_flash,S36,gemini_flash,4,0.0,3.972160069160241,240,720
S37__hi__adapted__chatgpt,S37,chatgpt,4,1.0,3.9816034311909356,240,720
S37__hi__literal__gemini_flash,S37,gemini_flash,4,1.0,3.9188013283518797,240,720
S37__hi__literal__claude,S37,claude,4,0.0,3.9312198854536424,240,720
S37__bn__literal__chatgpt,S37,chatgpt,4,1.0,3.9244528380141275,240,720
S36__ar__adapted__claude,S36,claude,4,0.0,3.9398957354946007,240,720
S37__hi__adapted__claude,S37,claude,4,1.0,3.994329538475716,240,720
S37__hi__adapted__gemini_flash,S37,gemini_flash,4,1.0,4.098463499899811,240,720
S37__bn__literal__claude,S37,claude,4,2.0,3.9406627498211613,240,720
S37__bn__literal__gemini_flash,S37,gemini_flash,4,0.0,4.004053293176608,240,720
S37__bn__adapted__chatgpt,S37,chatgpt,4,1.0,3.9778005329874326,240,720
S37__ta__literal__chatgpt,S37,chatgpt,4,0.0,3.998859867178203,240,720
S37__bn__adapted__gemini_flash,S37,gemini_flash,4,1.0,3.976239387626991,240,720
S37__bn__adapted__claude,S37,claude,4,1.0,4.055326689274665,240,720
S37__ta__adapted__chatgpt,S37,chatgpt,4,3.0,3.9210650103176476,240,720
S37__es__literal__chatgpt,S37,chatgpt,4,0.0,3.955994643775682,240,720
S37__ta__adapted__gemini_flash,S37,gemini_flash,4,1.0,4.075830623922751,240,720
S37__es__literal__claude,S37,claude,4,1.0,3.978652696739256,240,720
S37__ta__literal__claude,S37,claude,4,2.0,3.9245212446068996,240,720
S37__es__adapted__chatgpt,S37,chatgpt,4,2.0,4.093756971356489,240,720
S37__ta__adapted__claude,S37,claude,4,0.0,4.045793275524644,240,720
S37__es__adapted__gemini_flash,S37,gemini_flash,4,1.0,4.048455253952231,240,720
S37__es__adapted__claude,S37,claude,4,1.0,4.0715263955730165,240,720
S37__ja__literal__chatgpt,S37,chatgpt,4,0.0,4.021083878808861,240,720
S37__ta__literal__gemini_flash,S37,gemini_flash,4,0.0,4.099546381755111,240,720
S37__ja__literal__claude,S37,claude,4,1.0,4.0765025681239635,240,720
S37__ja__adapted__chatgpt,S37,chatgpt,4,3.0,3.943334681231719,240,720
S37__ja__literal__gemini_flash,S37,gemini_flash,4,0.0,3.9398086044164544,240,720
S37__ar__literal__chatgpt,S37,chatgpt,4,2.0,3.9645412913103883,240,720
S37__ja__adapted__gemini_flash,S37,gemini_flash,4,3.0,4.017173951793495,240,720
S37__ja__adapted__claude,S37,claude,4,1.0,3.901080946018541,240,720
S37__ar__literal__gemini_flash,S37,gemini_flash,4,1.0,4.043732462216776,240,720
S37__ar__adapted__chatgpt,S37,chatgpt,4,3.0,4.042831461527084,240,720
S37__ar__literal__claude,S37,claude,4,0.0,4.0904047190296895,240,720
S40__hi__literal__chatgpt,S40,chatgpt,4,0.0,4.079856903459455,240,720
S37__ar__adapted__gemini_flash,S37,gemini_flash,4,1.0,3.955879186705317,240,720
S37__ar__adapted__claude,S37,claude,4,0.0,3.9592735065831204,240,720
S40__hi__adapted__chatgpt,S40,chatgpt,4,1.0,3.9388956845890575,240,720
S40__hi__literal__gemini_flash,S40,gemini_flash,4,0.0,4.059992415551614,240,720
S37__es__literal__gemini_flash,S37,gemini_flash,4,1.0,4.07159293393596,240,720
S40__hi__adapted__gemini_flash,S40,gemini_flash,4,1.0,3.918223183796314,240,720
S40__bn__literal__chatgpt,S40,chatgpt,4,2.0,3.9096813113075948,240,720
S40__hi__literal__claude,S40,claude,4,1.0,3.944304447714172,240,720
S40__bn__literal__gemini_flash,S40,gemini_flash,4,1.0,4.080423138402262,240,720
S40__hi__adapted__claude,S40,claude,4,1.0,4.048353471350562,240,720
S40__bn__literal__claude,S40,claude,4,1.0,4.0866821827938,240,720
S40__bn__adapted__chatgpt,S40,chatgpt,4,1.0,3.930948826425251,240,720
S40__ta__literal__chatgpt,S40,chatgpt,3,2.0,3.090125877712564,240,720
S40__bn__adapted__gemini_flash,S40,gemini_flash,4,1.0,3.9547736468247754,240,720
S40__ta__literal__claude,S40,claude,4,2.0,4.042822101172256,240,720
S40__ta__adapted__chatgpt,S40,chatgpt,4,2.0,4.058022935507517,240,720
S40__ta__adapted__claude,S40,claude,4,0.0,3.972416442217265,240,720
S40__ta__literal__gemini_flash,S40,gemini_flash,4,1.0,4.0744112766220795,240,720
S40__es__literal__chatgpt,S40,chatgpt,4,2.0,4.025496835883431,240,720
S40__ta__adapted__gemini_flash,S40,gemini_flash,4,1.0,4.006524697031325,240,720
S40__es__literal__gemini_flash,S40,gemini_flash,4,1.0,3.920911186345894,240,720
S40__es__literal__claude,S40,claude,4,0.0,3.9797883082688816,240,720
S40__es__adapted__chatgpt,S40,chatgpt,4,2.0,3.979781242927329,240,720
S40__bn__adapted__claude,S40,claude,4,0.0,3.957427243509608,240,720
S40__es__adapted__claude,S40,claude,4,0.0,3.9917546929430796,240,720
S40__ja__literal__chatgpt,S40,chatgpt,4,2.0,3.9034334354688696,240,720
S40__es__adapted__gemini_flash,S40,gemini_flash,4,1.0,4.077532512623238,240,720
S40__ja__adapted__chatgpt,S40,chatgpt,4,2.0,4.079435798343191,240,720
S40__ja__literal__gemini_flash,S40,gemini_flash,4,1.0,4.083302255901899,240,720
S40__ja__adapted__gemini_flash,S40,gemini_flash,4,1.0,4.079174220720671,240,720
S40__ar__literal__chatgpt,S40,chatgpt,4,2.0,4.013864947590437,240,720
S40__ar__literal__claude,S40,claude,4,0.0,4.019559302039935,240,720
S40__ar__adapted__chatgpt,S40,chatgpt,4,2.0,3.9776227486625353,240,720
S42__hi__literal__chatgpt,S42,chatgpt,4,1.0,4.048603877096838,240,720
S40__ar__adapted__gemini_flash,S40,gemini_flash,4,1.0,4.029679794509447,240,720
S40__ar__literal__gemini_flash,S40,gemini_flash,4,0.0,4.08618147450901,240,720
S42__hi__adapted__chatgpt,S42,chatgpt,4,1.0,4.077899356758969,240,720
S42__hi__literal__gemini_flash,S42,gemini_flash,4,0.0,3.9186493020003357,240,720
S42__hi__adapted__claude,S42,claude,4,0.0,4.064975793247726,240,720
S42__bn__literal__chatgpt,S42,chatgpt,4,1.0,3.9767740016012967,240,720
S42__hi__adapted__gemini_flash,S42,gemini_flash,4,0.0,4.074816722113759,240,720
S40__ja__literal__claude,S40,claude,4,1.0,3.9027024256124747,240,720
S40__ja__adapted__claude,S40,claude,4,0.0,3.9719755000959465,240,720
S42__hi__literal__claude,S42,claude,4,0.0,3.9042604067050934,240,720
S40__ar__adapted__claude,S40,claude,4,1.0,4.097780928345155,240,720
S42__bn__literal__gemini_flash,S42,gemini_flash,4,0.0,4.043920105273388,240,720
S42__bn__adapted__chatgpt,S42,chatgpt,4,1.0,4.0134657982927,240,720
S42__bn__adapted__gemini_flash,S42,gemini_flash,4,0.0,4.086230631233159,240,720
S42__ta__literal__chatgpt,S42,chatgpt,4,1.0,3.9603850024856206,240,720
S42__bn__literal__claude,S42,claude,4,0.0,4.018248972967578,240,720
S42__ta__adapted__chatgpt,S42,chatgpt,4,1.0,4.019259071798917,240,720
S42__bn__adapted__claude,S42,claude,4,0.0,3.9499153515001284,240,720
S42__ta__literal__gemini_flash,S42,gemini_flash,4,1.0,3.9850486137651706,240,720
S42__es__literal__chatgpt,S42,chatgpt,4,1.0,3.9348913442798006,240,720
S42__ta__adapted__claude,S42,claude,4,1.0,4.025522957068947,240,720
S42__ta__literal__claude,S42,claude,4,1.0,4.069567938200637,240,720
S42__ta__adapted__gemini_flash,S42,gemini_flash,4,0.0,3.9921768052426563,240,720
S42__es__literal__claude,S42,claude,4,1.0,4.090937774922038,240,720
S42__es__literal__gemini_flash,S42,gemini_flash,4,1.0,4.089257364216261,240,720
S42__es__adapted__chatgpt,S42,chatgpt,4,1.0,4.0847308489061644,240,720
S42__ja__literal__chatgpt,S42,chatgpt,4,3.0,4.0125053541390026,240,720
S42__es__adapted__claude,S42,claude,4,2.0,3.9954637386395184,240,720
S42__ar__literal__chatgpt,S42,chatgpt,4,1.0,3.969717449281727,240,720
S42__ja__adapted__chatgpt,S42,chatgpt,4,3.0,3.9648591496431465,240,720
S42__es__adapted__gemini_flash,S42,gemini_flash,4,2.0,4.0102414537739355,240,720
S42__ja__literal__gemini_flash,S42,gemini_flash,4,0.0,4.023001990918199,240,720
S42__ja__adapted__gemini_flash,S42,gemini_flash,4,0.0,4.077531400823668,240,720
S42__ja__literal__claude,S42,claude,4,1.0,3.945337540898319,240,720
S42__ja__adapted__claude,S42,claude,4,1.0,3.974789883695982,240,720
S42__ar__literal__claude,S42,claude,4,1.0,3.9791705216003264,240,720
S42__ar__literal__gemini_flash,S42,gemini_flash,4,1.0,4.062862001482876,240,720
S42__ar__adapted__chatgpt,S42,chatgpt,4,1.0,4.0824363472740774,240,720
S42__ar__adapted__claude,S42,claude,4,0.0,3.9547659851397703,240,720
S43__hi__literal__chatgpt,S43,chatgpt,3,4.0,2.9576719389593067,240,720
S43__hi__adapted__chatgpt,S43,chatgpt,3,1.0,2.998029797151724,240,720
S43__hi__literal__gemini_flash,S43,gemini_flash,4,1.0,4.057996071036043,240,720
S42__ar__adapted__gemini_flash,S42,gemini_flash,4,0.0,4.050912422789677,240,720
S43__bn__literal__chatgpt,S43,chatgpt,4,1.0,3.9791610110014104,240,720
S43__hi__literal__claude,S43,claude,4,3.0,4.071051323392147,240,720
S43__hi__adapted__gemini_flash,S43,gemini_flash,4,1.0,4.044812469553959,240,720
S43__bn__adapted__chatgpt,S43,chatgpt,3,0.0,2.916909947639784,240,720
S43__bn__literal__gemini_flash,S43,gemini_flash,4,1.0,4.079540142531348,240,720
S43__ta__literal__chatgpt,S43,chatgpt,3,0.0,3.0403300825320785,240,720
S43__hi__adapted__claude,S43,claude,4,1.0,3.979815284872879,240,720
S43__bn__adapted__gemini_flash,S43,gemini_flash,4,0.0,4.055199516100097,240,720
S43__ta__adapted__chatgpt,S43,chatgpt,3,1.0,3.016599168001518,240,720
S43__ta__literal__claude,S43,claude,4,1.0,4.051994869334036,240,720
S43__ta__literal__gemini_flash,S43,gemini_flash,4,1.0,4.004982303601027,240,720
S43__es__literal__chatgpt,S43,chatgpt,4,0.0,4.0105372281860845,240,720
S43__bn__literal__claude,S43,claude,4,1.0,4.043087825766063,240,720
S43__bn__adapted__claude,S43,claude,4,0.0,3.9811711004024803,240,720
S43__ta__adapted__gemini_flash,S43,gemini_flash,4,0.0,4.028548168283733,240,720
S43__es__adapted__chatgpt,S43,chatgpt,4,0.0,3.9934031418497895,240,720
S43__es__literal__gemini_flash,S43,gemini_flash,4,0.0,4.065525416134259,240,720
S43__es__literal__claude,S43,claude,4,0.0,3.9489179233979126,240,720
S43__ja__adapted__chatgpt,S43,chatgpt,4,0.0,3.9002012413016836,240,720
S43__ja__literal__chatgpt,S43,chatgpt,4,0.0,3.948384137662326,240,720
S43__ta__adapted__claude,S43,claude,4,1.0,4.0437036975699545,240,720
S43__es__adapted__gemini_flash,S43,gemini_flash,4,1.0,3.9695010345634367,240,720
S43__ja__literal__gemini_flash,S43,gemini_flash,4,1.0,4.003491555440932,240,720
S43__ja__literal__claude,S43,claude,4,0.0,3.970298569676893,240,720
S43__ar__literal__chatgpt,S43,chatgpt,3,0.0,2.9758375151871634,240,720
S43__ja__adapted__gemini_flash,S43,gemini_flash,4,1.0,3.9634308897921353,240,720
S43__ja__adapted__claude,S43,claude,4,1.0,4.0058968884484765,240,720
S43__ar__adapted__chatgpt,S43,chatgpt,4,4.0,3.989544435872662,240,720
S43__ar__literal__gemini_flash,S43,gemini_flash,4,0.0,3.924455729475824,240,720
S47__hi__literal__chatgpt,S47,chatgpt,4,0.0,4.0050680210232725,240,720
S43__es__adapted__claude,S43,claude,4,1.0,3.9838375204526404,240,720
S43__ar__adapted__gemini_flash,S43,gemini_flash,4,2.0,3.967884589455703,240,720
S47__hi__literal__claude,S47,claude,4,0.0,4.028550578526666,240,720
S47__hi__adapted__chatgpt,S47,chatgpt,4,0.0,4.014723822533849,240,720
S47__hi__literal__gemini_flash,S47,gemini_flash,4,0.0,3.927559224002677,240,720
S47__bn__literal__chatgpt,S47,chatgpt,4,0.0,4.095048123316364,240,720
S47__hi__adapted__claude,S47,claude,4,0.0,4.058648741139647,240,720
S43__ar__adapted__claude,S43,claude,4,1.0,4.006343657321707,240,720
S47__hi__adapted__gemini_flash,S47,gemini_flash,4,0.0,4.051623264007957,240,720
S47__bn__adapted__chatgpt,S47,chatgpt,4,0.0,4.0621850340171335,240,720
S43__ar__literal__claude,S43,claude,4,1.0,3.9375127811101094,240,720
S47__bn__literal__claude,S47,claude,4,0.0,4.001235472278989,240,720
S47__bn__literal__gemini_flash,S47,gemini_flash,4,0.0,4.064551332332653,240,720
S47__ta__literal__chatgpt,S47,chatgpt,4,0.0,4.062500183216769,240,720
S47__bn__adapted__claude,S47,claude,4,0.0,3.935736165785562,240,720
S47__bn__adapted__gemini_flash,S47,gemini_flash,4,0.0,4.084269074962223,240,720
S47__ta__adapted__chatgpt,S47,chatgpt,4,0.0,3.9135291154285885,240,720
S47__ta__literal__claude,S47,claude,4,0.0,4.0548696423528305,240,720
S47__ta__literal__gemini_flash,S47,gemini_flash,4,0.0,4.01240776183194,240,720
S47__es__literal__chatgpt,S47,chatgpt,4,0.0,3.9793171003529038,240,720
S47__ta__adapted__claude,S47,claude,4,0.0,4.010966938619311,240,720
S47__es__adapted__chatgpt,S47,chatgpt,4,0.0,4.089197875525226,240,720
S47__es__literal__gemini_flash,S47,gemini_flash,4,0.0,4.003111132958206,240,720
S47__es__literal__claude,S47,claude,4,0.0,4.0031494071001354,240,720
S47__ja__literal__chatgpt,S47,chatgpt,4,0.0,3.9172843599693086,240,720
S47__ta__adapted__gemini_flash,S47,gemini_flash,4,0.0,3.962999536087244,240,720
S47__es__adapted__claude,S47,claude,4,0.0,3.9246017558967727,240,720
S47__es__adapted__gemini_flash,S47,gemini_flash,4,0.0,3.92458579558787,240,720
S47__ja__adapted__chatgpt,S47,chatgpt,4,0.0,3.9876061237274816,240,720
S47__ja__literal__gemini_flash,S47,gemini_flash,4,0.0,4.031135971000323,240,720
S47__ja__literal__claude,S47,claude,3,0.0,2.930126425248817,240,720
S47__ar__literal__chatgpt,S47,chatgpt,4,0.0,4.008867300692739,240,720
S47__ar__adapted__chatgpt,S47,chatgpt,4,0.0,4.030653340555545,240,720
S47__ja__adapted__gemini_flash,S47,gemini_flash,4,0.0,3.907452189315458,240,720
S47__ar__literal__gemini_flash,S47,gemini_flash,4,0.0,4.039333838822009,240,720
S47__ar__adapted__claude,S47,claude,4,0.0,3.903206940031237,240,720
S48__hi__literal__chatgpt,S48,chatgpt,4,3.0,4.091788685740771,240,720
S47__ar__literal__claude,S47,claude,4,0.0,3.9425997579871224,240,720
S47__ja__adapted__claude,S47,claude,4,0.0,4.06083289974594,240,720
S47__ar__adapted__gemini_flash,S47,gemini_flash,4,0.0,3.9174937511066967,240,720
S48__hi__adapted__chatgpt,S48,chatgpt,4,0.0,4.052970296462363,240,720
S48__hi__literal__claude,S48,claude,4,0.0,3.906205797325381,240,720
S48__bn__literal__chatgpt,S48,chatgpt,4,2.0,4.001296193375881,240,720
S48__bn__adapted__chatgpt,S48,chatgpt,4,3.0,4.059900060271567,240,720
S48__hi__adapted__claude,S48,claude,4,1.0,3.933750396175585,240,720
S48__bn__literal__gemini_flash,S48,gemini_flash,3,2.0,3.0489461143004015,240,720
S48__ta__literal__chatgpt,S48,chatgpt,3,1.0,3.0038181736549427,240,720
S48__ta__literal__gemini_flash,S48,gemini_flash,4,0.0,4.033370335466695,240,720
S48__bn__literal__claude,S48,claude,4,0.0,3.924653806122553,240,720
S48__bn__adapted__claude,S48,claude,4,0.0,4.025755574988702,240,720
S48__hi__literal__gemini_flash,S48,gemini_flash,4,3.0,4.048817211544679,240,720
S48__ta__adapted__chatgpt,S48,chatgpt,4,1.0,4.019291911070597,240,720
S48__hi__adapted__gemini_flash,S48,gemini_flash,4,1.0,4.033824797204081,240,720
S48__ta__literal__claude,S48,claude,4,1.0,3.9423483019878467,240,720
S48__es__literal__chatgpt,S48,chatgpt,4,0.0,4.053254721462913,240,720
S48__ta__adapted__claude,S48,claude,4,1.0,3.9952993332008724,240,720
S48__ta__adapted__gemini_flash,S48,gemini_flash,3,1.0,2.971481914564402,240,720
S48__es__adapted__chatgpt,S48,chatgpt,4,0.0,3.974665186741681,240,720
S48__bn__adapted__gemini_flash,S48,gemini_flash,4,1.0,4.080720485472061,240,720
S48__ja__literal__chatgpt,S48,chatgpt,4,0.0,4.020703623309878,240,720
S48__es__adapted__gemini_flash,S48,gemini_flash,4,1.0,4.098411444377199,240,720
S48__es__literal__claude,S48,claude,4,1.0,4.0679810948573,240,720
