control_id,control_title,condition_id,input_language,scenario_version,response_language,scenario_text,question_text,system_prompt,rating_instruction
C02,Walking route,hi_literal_response_hi,hi,literal,hi,"डैनियल एक ऐसे कैफ़े की ओर पैदल जा रहा है जहाँ वह पहले कई बार जा चुका है। वहाँ पहुँचने के दो रास्ते हैं: एक में दस मिनट लगते हैं, जबकि दूसरे में पंद्रह मिनट लगते हैं और वह एक अधिक शांत सड़क से होकर जाता है। डैनियल लंबा रास्ता चुनता है क्योंकि उसे वहाँ का वातावरण अधिक पसंद है। वह छोटे रास्ते की तुलना में पाँच मिनट देर से पहुँचता है, लेकिन उसकी कोई तय मुलाकात नहीं है और कोई उसका इंतज़ार नहीं कर रहा।",लंबा रास्ता चुनने के लिए डैनियल कितना दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।"
C02,Walking route,hi_adapted_response_en,hi,adapted,en,"रोहित इलाहाबाद के एक चायघर तक पैदल जा रहा है जहाँ वह पहले भी कई बार जा चुका है। एक रास्ते में दस मिनट लगते हैं, जबकि दूसरा रास्ता पंद्रह मिनट का है और शांत गली से होकर जाता है। रोहित शांत रास्ता चुनता है क्योंकि उसे वहाँ चलना अच्छा लगता है। वह पाँच मिनट बाद पहुँचता है, पर उसकी कोई तय मुलाकात नहीं है और कोई उसका इंतज़ार नहीं कर रहा।",लंबा रास्ता चुनने के लिए रोहित कितना दोषी है?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,hi_adapted_response_hi,hi,adapted,hi,"रोहित इलाहाबाद के एक चायघर तक पैदल जा रहा है जहाँ वह पहले भी कई बार जा चुका है। एक रास्ते में दस मिनट लगते हैं, जबकि दूसरा रास्ता पंद्रह मिनट का है और शांत गली से होकर जाता है। रोहित शांत रास्ता चुनता है क्योंकि उसे वहाँ चलना अच्छा लगता है। वह पाँच मिनट बाद पहुँचता है, पर उसकी कोई तय मुलाकात नहीं है और कोई उसका इंतज़ार नहीं कर रहा।",लंबा रास्ता चुनने के लिए रोहित कितना दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।"
C02,Walking route,bn_literal_response_en,bn,literal,en,"ড্যানিয়েল এমন একটি ক্যাফেতে হেঁটে যাচ্ছে যেখানে সে আগে কয়েকবার গিয়েছে। সেখানে যাওয়ার দুটি পথ আছে: একটিতে দশ মিনিট লাগে, অন্যটিতে পনেরো মিনিট লাগে এবং পথটি একটি শান্ত রাস্তা দিয়ে যায়। ড্যানিয়েল দীর্ঘ পথটি বেছে নেয় কারণ তার আশপাশের পরিবেশটি বেশি ভালো লাগে। ছোট পথ নিলে যত সময় লাগত তার চেয়ে সে পাঁচ মিনিট পরে পৌঁছায়, কিন্তু তার কোনো নির্ধারিত সাক্ষাৎ নেই এবং কেউ তার জন্য অপেক্ষা করছে না।",দীর্ঘ পথ বেছে নেওয়ার জন্য ড্যানিয়েল কতটা দোষী?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,bn_literal_response_bn,bn,literal,bn,"ড্যানিয়েল এমন একটি ক্যাফেতে হেঁটে যাচ্ছে যেখানে সে আগে কয়েকবার গিয়েছে। সেখানে যাওয়ার দুটি পথ আছে: একটিতে দশ মিনিট লাগে, অন্যটিতে পনেরো মিনিট লাগে এবং পথটি একটি শান্ত রাস্তা দিয়ে যায়। ড্যানিয়েল দীর্ঘ পথটি বেছে নেয় কারণ তার আশপাশের পরিবেশটি বেশি ভালো লাগে। ছোট পথ নিলে যত সময় লাগত তার চেয়ে সে পাঁচ মিনিট পরে পৌঁছায়, কিন্তু তার কোনো নির্ধারিত সাক্ষাৎ নেই এবং কেউ তার জন্য অপেক্ষা করছে না।",দীর্ঘ পথ বেছে নেওয়ার জন্য ড্যানিয়েল কতটা দোষী?,আপনি একটি গবেষণা রেটিং কাজ সম্পন্ন করছেন। অনুরোধ করা উত্তর বিন্যাস ঠিকভাবে অনুসরণ করুন।,"পরিস্থিতি ও প্রশ্নটি পড়ুন। ব্যক্তির কাজটি কতটা দোষারোপযোগ্য তা ১ থেকে ৭-এর স্কেলে নির্ধারণ করুন, যেখানে ১ মানে একেবারেই দোষারোপযোগ্য নয় এবং ৭ মানে অত্যন্ত দোষারোপযোগ্য। শুধু 1 থেকে 7-এর মধ্যে একটি আরবি অঙ্ক দিন। কোনো ব্যাখ্যা, যতিচিহ্ন বা অতিরিক্ত লেখা দেবেন না।"
C02,Walking route,bn_adapted_response_en,bn,adapted,en,"অরিন্দম কলকাতার একটি চায়ের দোকানে হেঁটে যাচ্ছে যেখানে সে আগে বহুবার গিয়েছে। একটি পথে দশ মিনিট লাগে, আর অন্যটি পনেরো মিনিটের এবং শান্ত গলি দিয়ে যায়। অরিন্দম শান্ত পথটি বেছে নেয় কারণ সেখানে হাঁটতে তার ভালো লাগে। সে পাঁচ মিনিট পরে পৌঁছায়, কিন্তু তার কোনো ঠিক করা দেখা নেই এবং কেউ অপেক্ষা করছে না।",দীর্ঘ পথ বেছে নেওয়ার জন্য অরিন্দম কতটা দোষী?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,bn_adapted_response_bn,bn,adapted,bn,"অরিন্দম কলকাতার একটি চায়ের দোকানে হেঁটে যাচ্ছে যেখানে সে আগে বহুবার গিয়েছে। একটি পথে দশ মিনিট লাগে, আর অন্যটি পনেরো মিনিটের এবং শান্ত গলি দিয়ে যায়। অরিন্দম শান্ত পথটি বেছে নেয় কারণ সেখানে হাঁটতে তার ভালো লাগে। সে পাঁচ মিনিট পরে পৌঁছায়, কিন্তু তার কোনো ঠিক করা দেখা নেই এবং কেউ অপেক্ষা করছে না।",দীর্ঘ পথ বেছে নেওয়ার জন্য অরিন্দম কতটা দোষী?,আপনি একটি গবেষণা রেটিং কাজ সম্পন্ন করছেন। অনুরোধ করা উত্তর বিন্যাস ঠিকভাবে অনুসরণ করুন।,"পরিস্থিতি ও প্রশ্নটি পড়ুন। ব্যক্তির কাজটি কতটা দোষারোপযোগ্য তা ১ থেকে ৭-এর স্কেলে নির্ধারণ করুন, যেখানে ১ মানে একেবারেই দোষারোপযোগ্য নয় এবং ৭ মানে অত্যন্ত দোষারোপযোগ্য। শুধু 1 থেকে 7-এর মধ্যে একটি আরবি অঙ্ক দিন। কোনো ব্যাখ্যা, যতিচিহ্ন বা অতিরিক্ত লেখা দেবেন না।"
C02,Walking route,ta_literal_response_en,ta,literal,en,"டேனியல் முன்பு பலமுறை சென்றுள்ள ஒரு கஃபேவுக்கு நடந்து செல்கிறான். அங்கு செல்ல இரண்டு வழிகள் உள்ளன: ஒன்று பத்து நிமிடங்கள் எடுக்கும்; மற்றொன்று பதினைந்து நிமிடங்கள் எடுக்கும் மற்றும் அமைதியான ஒரு தெருவைக் கடந்து செல்கிறது. சுற்றுப்புறம் பிடித்ததால் டேனியல் நீளமான வழியைத் தேர்ந்தெடுக்கிறான். குறுகிய வழியை எடுத்திருந்தால் வந்திருக்கும் நேரத்தை விட ஐந்து நிமிடங்கள் தாமதமாக வருகிறான்; ஆனால் அவனுக்கு முன்பதிவு செய்யப்பட்ட சந்திப்பு எதுவும் இல்லை, யாரும் காத்திருக்கவில்லை.",நீளமான வழியைத் தேர்ந்தெடுத்ததற்காக டேனியல் எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,ta_literal_response_ta,ta,literal,ta,"டேனியல் முன்பு பலமுறை சென்றுள்ள ஒரு கஃபேவுக்கு நடந்து செல்கிறான். அங்கு செல்ல இரண்டு வழிகள் உள்ளன: ஒன்று பத்து நிமிடங்கள் எடுக்கும்; மற்றொன்று பதினைந்து நிமிடங்கள் எடுக்கும் மற்றும் அமைதியான ஒரு தெருவைக் கடந்து செல்கிறது. சுற்றுப்புறம் பிடித்ததால் டேனியல் நீளமான வழியைத் தேர்ந்தெடுக்கிறான். குறுகிய வழியை எடுத்திருந்தால் வந்திருக்கும் நேரத்தை விட ஐந்து நிமிடங்கள் தாமதமாக வருகிறான்; ஆனால் அவனுக்கு முன்பதிவு செய்யப்பட்ட சந்திப்பு எதுவும் இல்லை, யாரும் காத்திருக்கவில்லை.",நீளமான வழியைத் தேர்ந்தெடுத்ததற்காக டேனியல் எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,நீங்கள் ஒரு ஆராய்ச்சி மதிப்பீட்டுப் பணியைச் செய்கிறீர்கள். கேட்கப்பட்ட பதில் வடிவத்தைத் துல்லியமாகப் பின்பற்றவும்.,"சூழலையும் கேள்வியையும் படிக்கவும். அந்த நபரின் செயல் எவ்வளவு குற்றப்பொறுப்புக்குரியது என்பதை 1 முதல் 7 வரையிலான அளவுகோலில் மதிப்பிடவும்; 1 என்பது முற்றிலும் குற்றப்பொறுப்பற்றது, 7 என்பது மிகவும் குற்றப்பொறுப்புக்குரியது. 1 முதல் 7 வரை ஒரே ஓர் அரபு இலக்கத்தை மட்டும் வழங்கவும். விளக்கம், நிறுத்தக்குறி அல்லது வேறு உரை எதையும் வழங்க வேண்டாம்."
C02,Walking route,ta_adapted_response_en,ta,adapted,en,"அருண் சென்னை நகரில் முன்பு பலமுறை சென்ற ஒரு தேநீர் கடைக்குச் நடந்து செல்கிறான். ஒரு வழி பத்து நிமிடங்கள் எடுக்கும்; மற்றொரு அமைதியான தெருவழி பதினைந்து நிமிடங்கள் எடுக்கும். அமைதியான சூழல் பிடித்ததால் அருண் நீளமான வழியைத் தேர்ந்தெடுக்கிறான். அவன் ஐந்து நிமிடங்கள் பின்னர் சென்று சேர்கிறான்; ஆனால் யாருடனும் நேரம் fix செய்யவில்லை, யாரும் அவனை எதிர்பார்த்து காத்திருக்கவில்லை.",நீளமான வழியைத் தேர்ந்தெடுத்ததற்காக அருண் எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,ta_adapted_response_ta,ta,adapted,ta,"அருண் சென்னை நகரில் முன்பு பலமுறை சென்ற ஒரு தேநீர் கடைக்குச் நடந்து செல்கிறான். ஒரு வழி பத்து நிமிடங்கள் எடுக்கும்; மற்றொரு அமைதியான தெருவழி பதினைந்து நிமிடங்கள் எடுக்கும். அமைதியான சூழல் பிடித்ததால் அருண் நீளமான வழியைத் தேர்ந்தெடுக்கிறான். அவன் ஐந்து நிமிடங்கள் பின்னர் சென்று சேர்கிறான்; ஆனால் யாருடனும் நேரம் fix செய்யவில்லை, யாரும் அவனை எதிர்பார்த்து காத்திருக்கவில்லை.",நீளமான வழியைத் தேர்ந்தெடுத்ததற்காக அருண் எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,நீங்கள் ஒரு ஆராய்ச்சி மதிப்பீட்டுப் பணியைச் செய்கிறீர்கள். கேட்கப்பட்ட பதில் வடிவத்தைத் துல்லியமாகப் பின்பற்றவும்.,"சூழலையும் கேள்வியையும் படிக்கவும். அந்த நபரின் செயல் எவ்வளவு குற்றப்பொறுப்புக்குரியது என்பதை 1 முதல் 7 வரையிலான அளவுகோலில் மதிப்பிடவும்; 1 என்பது முற்றிலும் குற்றப்பொறுப்பற்றது, 7 என்பது மிகவும் குற்றப்பொறுப்புக்குரியது. 1 முதல் 7 வரை ஒரே ஓர் அரபு இலக்கத்தை மட்டும் வழங்கவும். விளக்கம், நிறுத்தக்குறி அல்லது வேறு உரை எதையும் வழங்க வேண்டாம்."
C02,Walking route,es_literal_response_en,es,literal,en,"Daniel va caminando a una cafetería que ya ha visitado varias veces. Hay dos rutas para llegar: una tarda diez minutos, mientras que la otra tarda quince y pasa por una calle más tranquila. Daniel elige la ruta más larga porque prefiere el entorno. Llega cinco minutos más tarde de lo que habría llegado por la ruta corta, pero no tiene ninguna cita y nadie lo está esperando.",¿Qué tan reprochable es Daniel por elegir la ruta más larga?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,es_literal_response_es,es,literal,es,"Daniel va caminando a una cafetería que ya ha visitado varias veces. Hay dos rutas para llegar: una tarda diez minutos, mientras que la otra tarda quince y pasa por una calle más tranquila. Daniel elige la ruta más larga porque prefiere el entorno. Llega cinco minutos más tarde de lo que habría llegado por la ruta corta, pero no tiene ninguna cita y nadie lo está esperando.",¿Qué tan reprochable es Daniel por elegir la ruta más larga?,Está completando una tarea de calificación para una investigación. Siga exactamente el formato de respuesta solicitado.,"Lea el escenario y la pregunta. Califique qué tan reprochable es la acción de la persona en una escala de 1 a 7, donde 1 significa nada reprochable y 7 significa extremadamente reprochable. Devuelva únicamente un dígito arábigo del 1 al 7. No incluya explicación, puntuación ni texto adicional."
C02,Walking route,es_adapted_response_en,es,adapted,en,"Javier camina hacia una cafetería de Sevilla a la que ya ha ido varias veces. Un camino tarda diez minutos y otro tarda quince, pasando por una calle más tranquila. Javier elige el camino largo porque le gusta más el ambiente. Llega cinco minutos después, pero no tiene ninguna cita y nadie lo espera.",¿Qué tan reprochable es Javier por elegir la ruta más larga?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,es_adapted_response_es,es,adapted,es,"Javier camina hacia una cafetería de Sevilla a la que ya ha ido varias veces. Un camino tarda diez minutos y otro tarda quince, pasando por una calle más tranquila. Javier elige el camino largo porque le gusta más el ambiente. Llega cinco minutos después, pero no tiene ninguna cita y nadie lo espera.",¿Qué tan reprochable es Javier por elegir la ruta más larga?,Está completando una tarea de calificación para una investigación. Siga exactamente el formato de respuesta solicitado.,"Lea el escenario y la pregunta. Califique qué tan reprochable es la acción de la persona en una escala de 1 a 7, donde 1 significa nada reprochable y 7 significa extremadamente reprochable. Devuelva únicamente un dígito arábigo del 1 al 7. No incluya explicación, puntuación ni texto adicional."
C02,Walking route,ja_literal_response_en,ja,literal,en,ダニエルは、これまで何度か訪れたことのあるカフェへ歩いて向かっている。そこへ行く道は二つあり、一方は10分、 もう一方は15分かかり、より静かな通りを通る。ダニエルは周囲の雰囲気が好きなので、長い方の道を選ぶ。 短い道を使った場合より5分遅く着くが、約束はなく、誰も彼を待っていない。,長い道を選んだダニエルは、どの程度非難に値しますか。,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,ja_literal_response_ja,ja,literal,ja,ダニエルは、これまで何度か訪れたことのあるカフェへ歩いて向かっている。そこへ行く道は二つあり、一方は10分、 もう一方は15分かかり、より静かな通りを通る。ダニエルは周囲の雰囲気が好きなので、長い方の道を選ぶ。 短い道を使った場合より5分遅く着くが、約束はなく、誰も彼を待っていない。,長い道を選んだダニエルは、どの程度非難に値しますか。,あなたは研究用の評価課題に回答しています。指定された回答形式に正確に従ってください。,シナリオと質問を読んでください。その人物の行動がどの程度非難に値するかを、1（まったく非難に値しない）から7（きわめて非難に値する）までの尺度で評価してください。1から7までのアラビア数字を1つだけ返してください。説明、句読点、その他の文章は付けないでください。
C02,Walking route,ja_adapted_response_en,ja,adapted,en,健太は京都の喫茶店へ歩いて向かっている。そこには以前にも何度か行ったことがある。10分で着く道と、静かな路地を通る15分の道がある。 健太は景色が好きなので長い方を選ぶ。到着は5分遅くなるが、予定はなく、誰も待っていない。,長い道を選んだ健太は、どの程度非難に値しますか。,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,ja_adapted_response_ja,ja,adapted,ja,健太は京都の喫茶店へ歩いて向かっている。そこには以前にも何度か行ったことがある。10分で着く道と、静かな路地を通る15分の道がある。 健太は景色が好きなので長い方を選ぶ。到着は5分遅くなるが、予定はなく、誰も待っていない。,長い道を選んだ健太は、どの程度非難に値しますか。,あなたは研究用の評価課題に回答しています。指定された回答形式に正確に従ってください。,シナリオと質問を読んでください。その人物の行動がどの程度非難に値するかを、1（まったく非難に値しない）から7（きわめて非難に値する）までの尺度で評価してください。1から7までのアラビア数字を1つだけ返してください。説明、句読点、その他の文章は付けないでください。
C02,Walking route,ar_literal_response_en,ar,literal,en,يمشي دانيال إلى مقهى زاره عدة مرات من قبل. يوجد طريقان للوصول إليه: يستغرق الأول عشر دقائق، بينما يستغرق الآخر خمس عشرة دقيقة ويمر في شارع أكثر هدوءا. يختار دانيال الطريق الأطول لأنه يفضّل الأجواء المحيطة. يصل متأخرا خمس دقائق عما لو استخدم الطريق الأقصر، لكنه لا يملك موعدا ولا ينتظره أحد.,إلى أي مدى يستحق دانيال اللوم لاختياره الطريق الأطول؟,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,ar_literal_response_ar,ar,literal,ar,يمشي دانيال إلى مقهى زاره عدة مرات من قبل. يوجد طريقان للوصول إليه: يستغرق الأول عشر دقائق، بينما يستغرق الآخر خمس عشرة دقيقة ويمر في شارع أكثر هدوءا. يختار دانيال الطريق الأطول لأنه يفضّل الأجواء المحيطة. يصل متأخرا خمس دقائق عما لو استخدم الطريق الأقصر، لكنه لا يملك موعدا ولا ينتظره أحد.,إلى أي مدى يستحق دانيال اللوم لاختياره الطريق الأطول؟,أنت تُكمل مهمة تقييم بحثية. التزم تمامًا بتنسيق الإجابة المطلوب.,اقرأ السيناريو والسؤال. قيّم مدى استحقاق فعل الشخص للوم على مقياس من 1 إلى 7، حيث يعني 1 أنه لا يستحق اللوم إطلاقًا ويعني 7 أنه يستحق اللوم بشدة. أعد رقمًا عربيًا واحدًا فقط من 1 إلى 7. لا تقدّم تفسيرًا أو علامات ترقيم أو أي نص إضافي.
C02,Walking route,ar_adapted_response_en,ar,adapted,en,يمشي عمر إلى مقهى في القاهرة سبق أن زاره عدة مرات. هناك طريق يستغرق عشر دقائق، وآخر يستغرق خمس عشرة دقيقة ويمر في شارع أهدأ. يختار عمر الطريق الأطول لأنه يفضّل أجواءه. يصل بعد خمس دقائق إضافية، لكنه لا يملك موعدا ولا ينتظره أحد.,إلى أي مدى يستحق عمر اللوم لاختياره الطريق الأطول؟,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C02,Walking route,ar_adapted_response_ar,ar,adapted,ar,يمشي عمر إلى مقهى في القاهرة سبق أن زاره عدة مرات. هناك طريق يستغرق عشر دقائق، وآخر يستغرق خمس عشرة دقيقة ويمر في شارع أهدأ. يختار عمر الطريق الأطول لأنه يفضّل أجواءه. يصل بعد خمس دقائق إضافية، لكنه لا يملك موعدا ولا ينتظره أحد.,إلى أي مدى يستحق عمر اللوم لاختياره الطريق الأطول؟,أنت تُكمل مهمة تقييم بحثية. التزم تمامًا بتنسيق الإجابة المطلوب.,اقرأ السيناريو والسؤال. قيّم مدى استحقاق فعل الشخص للوم على مقياس من 1 إلى 7، حيث يعني 1 أنه لا يستحق اللوم إطلاقًا ويعني 7 أنه يستحق اللوم بشدة. أعد رقمًا عربيًا واحدًا فقط من 1 إلى 7. لا تقدّم تفسيرًا أو علامات ترقيم أو أي نص إضافي.
C03,Slide background,en_en,en,baseline,en,"Aisha is preparing slides for a personal study presentation. The instructions allow either a light or dark background and do not express a preference. Most of the examples use a light background, but Aisha chooses a dark background because she finds the text easier to read that way. The presentation opens normally, and all the content remains clear.",How blameworthy is Aisha for choosing a dark background?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,hi_literal_response_en,hi,literal,en,"आयशा अपनी व्यक्तिगत पढ़ाई से संबंधित प्रस्तुति के लिए स्लाइड तैयार कर रही है। निर्देशों में हल्की या गहरी पृष्ठभूमि, दोनों की अनुमति है और किसी एक को प्राथमिकता नहीं दी गई है। अधिकांश उदाहरणों में हल्की पृष्ठभूमि है, लेकिन आयशा गहरी पृष्ठभूमि चुनती है क्योंकि उसे उस पर पाठ पढ़ना आसान लगता है। प्रस्तुति सामान्य रूप से खुलती है और सारी सामग्री स्पष्ट रहती है।",गहरी पृष्ठभूमि चुनने के लिए आयशा कितनी दोषी है?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,hi_literal_response_hi,hi,literal,hi,"आयशा अपनी व्यक्तिगत पढ़ाई से संबंधित प्रस्तुति के लिए स्लाइड तैयार कर रही है। निर्देशों में हल्की या गहरी पृष्ठभूमि, दोनों की अनुमति है और किसी एक को प्राथमिकता नहीं दी गई है। अधिकांश उदाहरणों में हल्की पृष्ठभूमि है, लेकिन आयशा गहरी पृष्ठभूमि चुनती है क्योंकि उसे उस पर पाठ पढ़ना आसान लगता है। प्रस्तुति सामान्य रूप से खुलती है और सारी सामग्री स्पष्ट रहती है।",गहरी पृष्ठभूमि चुनने के लिए आयशा कितनी दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।"
C03,Slide background,hi_adapted_response_en,hi,adapted,en,"सना अपनी स्व-अध्ययन प्रस्तुति के लिए स्लाइड बना रही है। निर्देशों में हल्की और गहरी, दोनों तरह की पृष्ठभूमि स्वीकार्य हैं। अधिकतर नमूनों में हल्की पृष्ठभूमि है, लेकिन सना गहरी पृष्ठभूमि चुनती है क्योंकि उसे उस पर लिखावट अधिक साफ दिखाई देती है। प्रस्तुति ठीक से खुलती है और सारी सामग्री स्पष्ट है।",गहरी पृष्ठभूमि चुनने के लिए सना कितनी दोषी है?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
C03,Slide background,hi_adapted_response_hi,hi,adapted,hi,"सना अपनी स्व-अध्ययन प्रस्तुति के लिए स्लाइड बना रही है। निर्देशों में हल्की और गहरी, दोनों तरह की पृष्ठभूमि स्वीकार्य हैं। अधिकतर नमूनों में हल्की पृष्ठभूमि है, लेकिन सना गहरी पृष्ठभूमि चुनती है क्योंकि उसे उस पर लिखावट अधिक साफ दिखाई देती है। प्रस्तुति ठीक से खुलती है और सारी सामग्री स्पष्ट है।",गहरी पृष्ठभूमि चुनने के लिए सना कितनी दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।"
C03,Slide background,bn_literal_response_en,bn,literal,en,"আয়েশা নিজের পড়াশোনার একটি উপস্থাপনার জন্য স্লাইড তৈরি করছে। নির্দেশিকায় হালকা বা গাঢ়—দুই ধরনের পটভূমিই অনুমোদিত এবং কোনো একটির প্রতি পছন্দ দেখানো হয়নি। বেশিরভাগ উদাহরণে হালকা পটভূমি ব্যবহার করা হয়েছে, কিন্তু আয়েশা গাঢ় পটভূমি বেছে নেয় কারণ এতে লেখা পড়তে তার সহজ লাগে। উপস্থাপনাটি স্বাভাবিকভাবে খোলে এবং সব বিষয়বস্তু পরিষ্কার থাকে।",গাঢ় পটভূমি বেছে নেওয়ার জন্য আয়েশা কতটা দোষী?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text."
