scenario_id,language,model,normalized_character_edit_rate,absolute_adaptation_effect,signed_adaptation_effect,total_n,model_n
S20,Bengali,Claude Sonnet 4.6,0.46628407460545196,0.0,0.0,900,300
S20,Bengali,Gemini 3.5 Flash,0.46628407460545196,0.0,0.0,900,300
S20,Tamil,GPT-4o,0.07674144037780402,1.0,-1.0,900,300
S20,Tamil,Claude Sonnet 4.6,0.07674144037780402,0.0,0.0,900,300
S20,Tamil,Gemini 3.5 Flash,0.07674144037780402,0.0,0.0,900,300
S20,Spanish,GPT-4o,0.5884892086330935,0.0,0.0,900,300
S20,Spanish,Claude Sonnet 4.6,0.5884892086330935,0.0,0.0,900,300
S20,Spanish,Gemini 3.5 Flash,0.5884892086330935,0.0,0.0,900,300
S20,Japanese,GPT-4o,0.49645390070921985,0.0,0.0,900,300
S20,Japanese,Claude Sonnet 4.6,0.49645390070921985,1.0,-1.0,900,300
S20,Japanese,Gemini 3.5 Flash,0.49645390070921985,1.0,-1.0,900,300
S20,Arabic,GPT-4o,0.7662337662337663,1.0,-1.0,900,300
S20,Arabic,Claude Sonnet 4.6,0.7662337662337663,2.0,-2.0,900,300
S20,Arabic,Gemini 3.5 Flash,0.7662337662337663,1.0,-1.0,900,300
S21,Hindi,GPT-4o,0.2754491017964072,0.0,0.0,900,300
S21,Hindi,Claude Sonnet 4.6,0.2754491017964072,0.0,0.0,900,300
S21,Hindi,Gemini 3.5 Flash,0.2754491017964072,0.0,0.0,900,300
S21,Bengali,GPT-4o,0.5973053892215568,1.0,-1.0,900,300
S21,Bengali,Claude Sonnet 4.6,0.5973053892215568,1.0,-1.0,900,300
S21,Bengali,Gemini 3.5 Flash,0.5973053892215568,1.0,-1.0,900,300
S21,Tamil,GPT-4o,0.3350582147477361,0.0,0.0,900,300
S21,Tamil,Claude Sonnet 4.6,0.3350582147477361,0.0,0.0,900,300
S21,Tamil,Gemini 3.5 Flash,0.3350582147477361,0.0,0.0,900,300
S21,Spanish,GPT-4o,0.5496062992125984,1.0,-1.0,900,300
S21,Spanish,Claude Sonnet 4.6,0.5496062992125984,1.0,-1.0,900,300
S21,Spanish,Gemini 3.5 Flash,0.5496062992125984,2.0,-2.0,900,300
S21,Japanese,GPT-4o,0.5822784810126582,1.0,-1.0,900,300
S21,Japanese,Claude Sonnet 4.6,0.5822784810126582,0.0,0.0,900,300
S21,Japanese,Gemini 3.5 Flash,0.5822784810126582,0.0,0.0,900,300
S21,Arabic,GPT-4o,0.7987421383647799,0.0,0.0,900,300
S21,Arabic,Claude Sonnet 4.6,0.7987421383647799,1.0,1.0,900,300
S21,Arabic,Gemini 3.5 Flash,0.7987421383647799,1.0,-1.0,900,300
S22,Hindi,GPT-4o,0.3190921228304406,1.0,-1.0,900,300
S22,Hindi,Claude Sonnet 4.6,0.3190921228304406,0.0,0.0,900,300
S22,Hindi,Gemini 3.5 Flash,0.3190921228304406,0.0,0.0,900,300
S22,Bengali,GPT-4o,0.5141643059490085,1.0,-1.0,900,300
S22,Bengali,Claude Sonnet 4.6,0.5141643059490085,1.0,-1.0,900,300
S22,Bengali,Gemini 3.5 Flash,0.5141643059490085,1.0,-1.0,900,300
S22,Tamil,GPT-4o,0.1345496009122007,1.0,-1.0,900,300
S22,Tamil,Claude Sonnet 4.6,0.1345496009122007,1.0,1.0,900,300
S22,Tamil,Gemini 3.5 Flash,0.1345496009122007,1.0,-1.0,900,300
S22,Spanish,GPT-4o,0.5712383488681758,0.0,0.0,900,300
S22,Spanish,Claude Sonnet 4.6,0.5712383488681758,1.0,-1.0,900,300
S22,Spanish,Gemini 3.5 Flash,0.5712383488681758,0.0,0.0,900,300
S22,Japanese,GPT-4o,0.5567375886524822,0.0,0.0,900,300
S22,Japanese,Claude Sonnet 4.6,0.5567375886524822,1.0,-1.0,900,300
S22,Japanese,Gemini 3.5 Flash,0.5567375886524822,0.0,0.0,900,300
S22,Arabic,GPT-4o,0.8011869436201781,2.0,-2.0,900,300
S22,Arabic,Claude Sonnet 4.6,0.8011869436201781,1.0,-1.0,900,300
S22,Arabic,Gemini 3.5 Flash,0.8011869436201781,1.0,-1.0,900,300
S23,Hindi,GPT-4o,0.35724331926863573,0.0,0.0,900,300
S23,Hindi,Claude Sonnet 4.6,0.35724331926863573,0.0,0.0,900,300
S23,Hindi,Gemini 3.5 Flash,0.35724331926863573,0.0,0.0,900,300
S23,Bengali,GPT-4o,0.6342780026990553,0.0,0.0,900,300
S23,Bengali,Claude Sonnet 4.6,0.6342780026990553,0.0,0.0,900,300
S23,Bengali,Gemini 3.5 Flash,0.6342780026990553,0.0,0.0,900,300
S23,Tamil,GPT-4o,0.10476190476190476,1.0,-1.0,900,300
S23,Tamil,Claude Sonnet 4.6,0.10476190476190476,0.0,0.0,900,300
S23,Tamil,Gemini 3.5 Flash,0.10476190476190476,0.0,0.0,900,300
S23,Spanish,GPT-4o,0.6187150837988827,2.0,-2.0,900,300
S23,Spanish,Claude Sonnet 4.6,0.6187150837988827,2.0,-2.0,900,300
S23,Spanish,Gemini 3.5 Flash,0.6187150837988827,1.0,-1.0,900,300
S23,Japanese,GPT-4o,0.5607142857142857,1.0,-1.0,900,300
S23,Japanese,Claude Sonnet 4.6,0.5607142857142857,0.0,0.0,900,300
S23,Japanese,Gemini 3.5 Flash,0.5607142857142857,1.0,-1.0,900,300
S23,Arabic,GPT-4o,0.7636363636363637,2.0,-2.0,900,300
S23,Arabic,Claude Sonnet 4.6,0.7636363636363637,2.0,-2.0,900,300
S23,Arabic,Gemini 3.5 Flash,0.7636363636363637,3.0,-3.0,900,300
S24,Hindi,GPT-4o,0.34829931972789113,1.0,-1.0,900,300
S24,Hindi,Claude Sonnet 4.6,0.34829931972789113,0.0,0.0,900,300
S24,Hindi,Gemini 3.5 Flash,0.34829931972789113,1.0,1.0,900,300
S24,Bengali,GPT-4o,0.6118598382749326,0.0,0.0,900,300
S24,Bengali,Claude Sonnet 4.6,0.6118598382749326,0.0,0.0,900,300
S24,Bengali,Gemini 3.5 Flash,0.6118598382749326,1.0,-1.0,900,300
S24,Tamil,GPT-4o,0.0970231532524807,0.0,0.0,900,300
S24,Tamil,Claude Sonnet 4.6,0.0970231532524807,0.0,0.0,900,300
S24,Tamil,Gemini 3.5 Flash,0.0970231532524807,0.0,0.0,900,300
S24,Spanish,GPT-4o,0.6241610738255033,0.0,0.0,900,300
S24,Spanish,Claude Sonnet 4.6,0.6241610738255033,0.0,0.0,900,300
S24,Spanish,Gemini 3.5 Flash,0.6241610738255033,1.0,-1.0,900,300
S24,Japanese,GPT-4o,0.6720257234726688,0.0,0.0,900,300
S24,Japanese,Claude Sonnet 4.6,0.6720257234726688,0.0,0.0,900,300
S24,Japanese,Gemini 3.5 Flash,0.6720257234726688,0.0,0.0,900,300
S24,Arabic,GPT-4o,0.7738853503184714,0.0,0.0,900,300
S24,Arabic,Claude Sonnet 4.6,0.7738853503184714,0.0,0.0,900,300
S24,Arabic,Gemini 3.5 Flash,0.7738853503184714,0.0,0.0,900,300
S25,Hindi,GPT-4o,0.5371577574967406,1.0,1.0,900,300
S25,Hindi,Claude Sonnet 4.6,0.5371577574967406,0.0,0.0,900,300
S25,Hindi,Gemini 3.5 Flash,0.5371577574967406,2.0,2.0,900,300
S25,Bengali,GPT-4o,0.5597014925373134,1.0,1.0,900,300
S25,Bengali,Claude Sonnet 4.6,0.5597014925373134,0.0,0.0,900,300
S25,Bengali,Gemini 3.5 Flash,0.5597014925373134,1.0,1.0,900,300
S25,Tamil,GPT-4o,0.08919722497522299,0.0,0.0,900,300
S25,Tamil,Claude Sonnet 4.6,0.08919722497522299,0.0,0.0,900,300
S25,Tamil,Gemini 3.5 Flash,0.08919722497522299,0.0,0.0,900,300
S25,Spanish,GPT-4o,0.6985854189336235,0.0,0.0,900,300
S25,Spanish,Claude Sonnet 4.6,0.6985854189336235,1.0,-1.0,900,300
S25,Spanish,Gemini 3.5 Flash,0.6985854189336235,1.0,-1.0,900,300
S25,Japanese,GPT-4o,0.5761589403973509,0.0,0.0,900,300
S25,Japanese,Claude Sonnet 4.6,0.5761589403973509,0.0,0.0,900,300
S25,Japanese,Gemini 3.5 Flash,0.5761589403973509,1.0,1.0,900,300
S25,Arabic,GPT-4o,0.8084507042253521,0.0,0.0,900,300
S25,Arabic,Claude Sonnet 4.6,0.8084507042253521,1.0,-1.0,900,300
S25,Arabic,Gemini 3.5 Flash,0.8084507042253521,1.0,-1.0,900,300
S26,Hindi,GPT-4o,0.5849462365591398,0.0,0.0,900,300
S26,Hindi,Claude Sonnet 4.6,0.5849462365591398,1.0,-1.0,900,300
S26,Hindi,Gemini 3.5 Flash,0.5849462365591398,2.0,-2.0,900,300
S26,Bengali,GPT-4o,0.48,0.0,0.0,900,300
S26,Bengali,Claude Sonnet 4.6,0.48,0.0,0.0,900,300
S26,Bengali,Gemini 3.5 Flash,0.48,0.0,0.0,900,300
S26,Tamil,GPT-4o,0.4723926380368098,0.0,0.0,900,300
S26,Tamil,Claude Sonnet 4.6,0.4723926380368098,0.0,0.0,900,300
S26,Tamil,Gemini 3.5 Flash,0.4723926380368098,0.0,0.0,900,300
S26,Spanish,GPT-4o,0.4676258992805755,0.0,0.0,900,300
S26,Spanish,Claude Sonnet 4.6,0.4676258992805755,0.0,0.0,900,300
S26,Spanish,Gemini 3.5 Flash,0.4676258992805755,0.0,0.0,900,300
S26,Japanese,GPT-4o,0.5,0.0,0.0,900,300
S26,Japanese,Claude Sonnet 4.6,0.5,0.0,0.0,900,300
S26,Japanese,Gemini 3.5 Flash,0.5,0.0,0.0,900,300
S26,Arabic,GPT-4o,0.6708860759493671,0.0,0.0,900,300
S26,Arabic,Claude Sonnet 4.6,0.6708860759493671,0.0,0.0,900,300
S26,Arabic,Gemini 3.5 Flash,0.6708860759493671,0.0,0.0,900,300
S27,Hindi,GPT-4o,0.6547619047619048,1.0,1.0,900,300
S27,Hindi,Claude Sonnet 4.6,0.6547619047619048,0.0,0.0,900,300
S27,Hindi,Gemini 3.5 Flash,0.6547619047619048,0.0,0.0,900,300
S27,Bengali,GPT-4o,0.7303370786516854,1.0,1.0,900,300
S27,Bengali,Claude Sonnet 4.6,0.7303370786516854,0.0,0.0,900,300
S27,Bengali,Gemini 3.5 Flash,0.7303370786516854,0.0,0.0,900,300
S27,Tamil,GPT-4o,0.6309523809523809,2.0,-2.0,900,300
S27,Tamil,Claude Sonnet 4.6,0.6309523809523809,1.0,-1.0,900,300
S27,Tamil,Gemini 3.5 Flash,0.6309523809523809,1.0,-1.0,900,300
S27,Spanish,GPT-4o,0.5802469135802469,3.0,-3.0,900,300
S27,Spanish,Claude Sonnet 4.6,0.5802469135802469,1.0,-1.0,900,300
S27,Spanish,Gemini 3.5 Flash,0.5802469135802469,1.0,-1.0,900,300
S27,Japanese,GPT-4o,0.5769230769230769,1.0,1.0,900,300
S27,Japanese,Claude Sonnet 4.6,0.5769230769230769,1.0,1.0,900,300
S27,Japanese,Gemini 3.5 Flash,0.5769230769230769,2.0,2.0,900,300
S27,Arabic,GPT-4o,0.5507246376811594,2.0,-2.0,900,300
S27,Arabic,Claude Sonnet 4.6,0.5507246376811594,1.0,-1.0,900,300
S27,Arabic,Gemini 3.5 Flash,0.5507246376811594,0.0,0.0,900,300
S28,Hindi,GPT-4o,0.5066666666666667,2.0,-2.0,900,300
S28,Hindi,Claude Sonnet 4.6,0.5066666666666667,0.0,0.0,900,300
S28,Hindi,Gemini 3.5 Flash,0.5066666666666667,0.0,0.0,900,300
S28,Bengali,GPT-4o,0.7166666666666667,2.0,-2.0,900,300
S28,Bengali,Claude Sonnet 4.6,0.7166666666666667,1.0,-1.0,900,300
S28,Bengali,Gemini 3.5 Flash,0.7166666666666667,1.0,-1.0,900,300
S28,Tamil,GPT-4o,0.4883720930232558,4.0,-4.0,900,300
S28,Tamil,Claude Sonnet 4.6,0.4883720930232558,1.0,-1.0,900,300
S28,Tamil,Gemini 3.5 Flash,0.4883720930232558,1.0,1.0,900,300
S28,Spanish,GPT-4o,0.4838709677419355,3.0,-3.0,900,300
S28,Spanish,Claude Sonnet 4.6,0.4838709677419355,0.0,0.0,900,300
S28,Spanish,Gemini 3.5 Flash,0.4838709677419355,0.0,0.0,900,300
S28,Japanese,GPT-4o,0.88,2.0,2.0,900,300
S28,Japanese,Claude Sonnet 4.6,0.88,2.0,2.0,900,300
S28,Japanese,Gemini 3.5 Flash,0.88,0.0,0.0,900,300
S28,Arabic,GPT-4o,0.7068965517241379,0.0,0.0,900,300
S28,Arabic,Claude Sonnet 4.6,0.7068965517241379,4.0,4.0,900,300
S28,Arabic,Gemini 3.5 Flash,0.7068965517241379,0.0,0.0,900,300
S29,Hindi,GPT-4o,0.45588235294117646,0.0,0.0,900,300
S29,Hindi,Claude Sonnet 4.6,0.45588235294117646,1.0,-1.0,900,300
S29,Hindi,Gemini 3.5 Flash,0.45588235294117646,1.0,-1.0,900,300
S29,Bengali,GPT-4o,0.6031746031746031,0.0,0.0,900,300
S29,Bengali,Claude Sonnet 4.6,0.6031746031746031,0.0,0.0,900,300
S29,Bengali,Gemini 3.5 Flash,0.6031746031746031,0.0,0.0,900,300
S29,Tamil,GPT-4o,0.45714285714285713,0.0,0.0,900,300
S29,Tamil,Claude Sonnet 4.6,0.45714285714285713,0.0,0.0,900,300
S29,Tamil,Gemini 3.5 Flash,0.45714285714285713,0.0,0.0,900,300
S29,Spanish,GPT-4o,0.463768115942029,0.0,0.0,900,300
S29,Spanish,Claude Sonnet 4.6,0.463768115942029,0.0,0.0,900,300
S29,Spanish,Gemini 3.5 Flash,0.463768115942029,0.0,0.0,900,300
S29,Japanese,GPT-4o,0.3103448275862069,0.0,0.0,900,300
S29,Japanese,Claude Sonnet 4.6,0.3103448275862069,0.0,0.0,900,300
S29,Japanese,Gemini 3.5 Flash,0.3103448275862069,0.0,0.0,900,300
S29,Arabic,GPT-4o,0.4358974358974359,0.0,0.0,900,300
S29,Arabic,Claude Sonnet 4.6,0.4358974358974359,1.0,1.0,900,300
S29,Arabic,Gemini 3.5 Flash,0.4358974358974359,0.0,0.0,900,300
S30,Hindi,GPT-4o,0.6091954022988506,1.0,-1.0,900,300
S30,Hindi,Claude Sonnet 4.6,0.6091954022988506,1.0,-1.0,900,300
S30,Hindi,Gemini 3.5 Flash,0.6091954022988506,1.0,1.0,900,300
S30,Bengali,GPT-4o,0.65625,0.0,0.0,900,300
S30,Bengali,Claude Sonnet 4.6,0.65625,1.0,-1.0,900,300
S30,Bengali,Gemini 3.5 Flash,0.65625,0.0,0.0,900,300
S30,Tamil,GPT-4o,0.5641025641025641,1.0,-1.0,900,300
S30,Tamil,Claude Sonnet 4.6,0.5641025641025641,1.0,-1.0,900,300
S30,Tamil,Gemini 3.5 Flash,0.5641025641025641,0.0,0.0,900,300
S30,Spanish,GPT-4o,0.4266666666666667,2.0,-2.0,900,300
S30,Spanish,Claude Sonnet 4.6,0.4266666666666667,1.0,-1.0,900,300
S30,Spanish,Gemini 3.5 Flash,0.4266666666666667,1.0,-1.0,900,300
S30,Japanese,GPT-4o,0.34782608695652173,0.0,0.0,900,300
S30,Japanese,Claude Sonnet 4.6,0.34782608695652173,0.0,0.0,900,300
S30,Japanese,Gemini 3.5 Flash,0.34782608695652173,2.0,-2.0,900,300
S30,Arabic,GPT-4o,0.5357142857142857,3.0,-3.0,900,300
S30,Arabic,Claude Sonnet 4.6,0.5357142857142857,1.0,-1.0,900,300
S30,Arabic,Gemini 3.5 Flash,0.5357142857142857,0.0,0.0,900,300
S31,Hindi,GPT-4o,0.46017699115044247,1.0,-1.0,900,300
S31,Hindi,Claude Sonnet 4.6,0.46017699115044247,0.0,0.0,900,300
S31,Hindi,Gemini 3.5 Flash,0.46017699115044247,1.0,-1.0,900,300
S31,Bengali,GPT-4o,0.4578313253012048,1.0,-1.0,900,300
S31,Bengali,Claude Sonnet 4.6,0.4578313253012048,0.0,0.0,900,300
S31,Bengali,Gemini 3.5 Flash,0.4578313253012048,0.0,0.0,900,300
S31,Tamil,GPT-4o,0.3488372093023256,0.0,0.0,900,300
S31,Tamil,Claude Sonnet 4.6,0.3488372093023256,0.0,0.0,900,300
S31,Tamil,Gemini 3.5 Flash,0.3488372093023256,1.0,-1.0,900,300
S31,Spanish,GPT-4o,0.5056179775280899,1.0,1.0,900,300
S31,Spanish,Claude Sonnet 4.6,0.5056179775280899,1.0,1.0,900,300
S31,Spanish,Gemini 3.5 Flash,0.5056179775280899,2.0,2.0,900,300
S31,Japanese,GPT-4o,0.6153846153846154,1.0,1.0,900,300
S31,Japanese,Claude Sonnet 4.6,0.6153846153846154,1.0,1.0,900,300
S31,Japanese,Gemini 3.5 Flash,0.6153846153846154,2.0,2.0,900,300
S31,Arabic,GPT-4o,0.673469387755102,1.0,1.0,900,300
S31,Arabic,Claude Sonnet 4.6,0.673469387755102,1.0,1.0,900,300
S31,Arabic,Gemini 3.5 Flash,0.673469387755102,1.0,1.0,900,300
S32,Hindi,GPT-4o,0.6170212765957447,0.0,0.0,900,300
S32,Hindi,Claude Sonnet 4.6,0.6170212765957447,0.0,0.0,900,300
S32,Hindi,Gemini 3.5 Flash,0.6170212765957447,1.0,-1.0,900,300
S32,Bengali,GPT-4o,0.6708860759493671,2.0,2.0,900,300
S32,Bengali,Claude Sonnet 4.6,0.6708860759493671,0.0,0.0,900,300
S32,Bengali,Gemini 3.5 Flash,0.6708860759493671,0.0,0.0,900,300
S32,Tamil,GPT-4o,0.691358024691358,3.0,3.0,900,300
S32,Tamil,Claude Sonnet 4.6,0.691358024691358,0.0,0.0,900,300
S32,Tamil,Gemini 3.5 Flash,0.691358024691358,1.0,1.0,900,300
S32,Spanish,GPT-4o,0.654320987654321,1.0,1.0,900,300
S32,Spanish,Claude Sonnet 4.6,0.654320987654321,1.0,-1.0,900,300
S32,Spanish,Gemini 3.5 Flash,0.654320987654321,0.0,0.0,900,300
S32,Japanese,GPT-4o,0.5666666666666667,1.0,1.0,900,300
S32,Japanese,Claude Sonnet 4.6,0.5666666666666667,0.0,0.0,900,300
S32,Japanese,Gemini 3.5 Flash,0.5666666666666667,0.0,0.0,900,300
S32,Arabic,GPT-4o,0.7674418604651163,0.0,0.0,900,300
S32,Arabic,Claude Sonnet 4.6,0.7674418604651163,1.0,-1.0,900,300
S32,Arabic,Gemini 3.5 Flash,0.7674418604651163,1.0,-1.0,900,300
S33,Hindi,GPT-4o,0.7362637362637363,2.0,2.0,900,300
S33,Hindi,Claude Sonnet 4.6,0.7362637362637363,1.0,1.0,900,300
S33,Hindi,Gemini 3.5 Flash,0.7362637362637363,1.0,1.0,900,300
S33,Bengali,GPT-4o,0.4909090909090909,2.0,2.0,900,300
S33,Bengali,Claude Sonnet 4.6,0.4909090909090909,1.0,-1.0,900,300
S33,Bengali,Gemini 3.5 Flash,0.4909090909090909,1.0,-1.0,900,300
S33,Tamil,GPT-4o,0.5303030303030303,1.0,1.0,900,300
S33,Tamil,Claude Sonnet 4.6,0.5303030303030303,2.0,2.0,900,300
S33,Tamil,Gemini 3.5 Flash,0.5303030303030303,1.0,1.0,900,300
S33,Spanish,GPT-4o,0.39285714285714285,1.0,1.0,900,300
S33,Spanish,Claude Sonnet 4.6,0.39285714285714285,1.0,-1.0,900,300
S33,Spanish,Gemini 3.5 Flash,0.39285714285714285,0.0,0.0,900,300
S33,Japanese,GPT-4o,0.5263157894736842,1.0,1.0,900,300
S33,Japanese,Claude Sonnet 4.6,0.5263157894736842,2.0,2.0,900,300
S33,Japanese,Gemini 3.5 Flash,0.5263157894736842,1.0,1.0,900,300
S33,Arabic,GPT-4o,0.38,1.0,-1.0,900,300
S33,Arabic,Claude Sonnet 4.6,0.38,0.0,0.0,900,300
S33,Arabic,Gemini 3.5 Flash,0.38,0.0,0.0,900,300
S34,Hindi,GPT-4o,0.42857142857142855,0.0,0.0,900,300
S34,Hindi,Claude Sonnet 4.6,0.42857142857142855,0.0,0.0,900,300
S34,Hindi,Gemini 3.5 Flash,0.42857142857142855,0.0,0.0,900,300
S34,Bengali,GPT-4o,0.6901408450704225,0.0,0.0,900,300
S34,Bengali,Claude Sonnet 4.6,0.6901408450704225,1.0,1.0,900,300
S34,Bengali,Gemini 3.5 Flash,0.6901408450704225,0.0,0.0,900,300
S34,Tamil,GPT-4o,0.6470588235294118,0.0,0.0,900,300
S34,Tamil,Claude Sonnet 4.6,0.6470588235294118,1.0,1.0,900,300
S34,Tamil,Gemini 3.5 Flash,0.6470588235294118,0.0,0.0,900,300
S34,Spanish,GPT-4o,0.7571428571428571,0.0,0.0,900,300
S34,Spanish,Claude Sonnet 4.6,0.7571428571428571,1.0,1.0,900,300
S34,Spanish,Gemini 3.5 Flash,0.7571428571428571,1.0,-1.0,900,300
S34,Japanese,GPT-4o,0.5,0.0,0.0,900,300
S34,Japanese,Claude Sonnet 4.6,0.5,0.0,0.0,900,300
S34,Japanese,Gemini 3.5 Flash,0.5,0.0,0.0,900,300
S34,Arabic,GPT-4o,0.5961538461538461,0.0,0.0,900,300
S34,Arabic,Claude Sonnet 4.6,0.5961538461538461,0.0,0.0,900,300
S34,Arabic,Gemini 3.5 Flash,0.5961538461538461,0.0,0.0,900,300
S35,Hindi,GPT-4o,0.5454545454545454,0.0,0.0,900,300
S35,Hindi,Claude Sonnet 4.6,0.5454545454545454,0.0,0.0,900,300
S35,Hindi,Gemini 3.5 Flash,0.5454545454545454,1.0,-1.0,900,300
S35,Bengali,GPT-4o,0.6268656716417911,1.0,-1.0,900,300
S35,Bengali,Claude Sonnet 4.6,0.6268656716417911,0.0,0.0,900,300
S35,Bengali,Gemini 3.5 Flash,0.6268656716417911,1.0,-1.0,900,300
S35,Tamil,GPT-4o,0.4943820224719101,3.0,-3.0,900,300
S35,Tamil,Claude Sonnet 4.6,0.4943820224719101,0.0,0.0,900,300
S35,Tamil,Gemini 3.5 Flash,0.4943820224719101,1.0,-1.0,900,300
S35,Spanish,GPT-4o,0.6,1.0,1.0,900,300
S35,Spanish,Claude Sonnet 4.6,0.6,0.0,0.0,900,300
S35,Spanish,Gemini 3.5 Flash,0.6,0.0,0.0,900,300
S35,Japanese,GPT-4o,0.5416666666666666,0.0,0.0,900,300
S35,Japanese,Claude Sonnet 4.6,0.5416666666666666,0.0,0.0,900,300
S35,Japanese,Gemini 3.5 Flash,0.5416666666666666,0.0,0.0,900,300
S35,Arabic,GPT-4o,0.5573770491803278,0.0,0.0,900,300
S35,Arabic,Claude Sonnet 4.6,0.5573770491803278,0.0,0.0,900,300
S35,Arabic,Gemini 3.5 Flash,0.5573770491803278,0.0,0.0,900,300
S36,Hindi,GPT-4o,0.6626506024096386,0.0,0.0,900,300
S36,Hindi,Claude Sonnet 4.6,0.6626506024096386,0.0,0.0,900,300
S36,Hindi,Gemini 3.5 Flash,0.6626506024096386,1.0,1.0,900,300
S36,Bengali,GPT-4o,0.44776119402985076,0.0,0.0,900,300
S36,Bengali,Claude Sonnet 4.6,0.44776119402985076,0.0,0.0,900,300
S36,Bengali,Gemini 3.5 Flash,0.44776119402985076,0.0,0.0,900,300
S36,Tamil,GPT-4o,0.44155844155844154,0.0,0.0,900,300
S36,Tamil,Claude Sonnet 4.6,0.44155844155844154,0.0,0.0,900,300
S36,Tamil,Gemini 3.5 Flash,0.44155844155844154,0.0,0.0,900,300
S36,Spanish,GPT-4o,0.6404494382022472,0.0,0.0,900,300
S36,Spanish,Claude Sonnet 4.6,0.6404494382022472,0.0,0.0,900,300
S36,Spanish,Gemini 3.5 Flash,0.6404494382022472,0.0,0.0,900,300
S36,Japanese,GPT-4o,0.68,0.0,0.0,900,300
S36,Japanese,Claude Sonnet 4.6,0.68,0.0,0.0,900,300
S36,Japanese,Gemini 3.5 Flash,0.68,1.0,1.0,900,300
S36,Arabic,GPT-4o,0.5,0.0,0.0,900,300
S36,Arabic,Claude Sonnet 4.6,0.5,0.0,0.0,900,300
S36,Arabic,Gemini 3.5 Flash,0.5,1.0,-1.0,900,300
S37,Hindi,GPT-4o,0.5957446808510638,2.0,-2.0,900,300
S37,Hindi,Claude Sonnet 4.6,0.5957446808510638,1.0,-1.0,900,300
S37,Hindi,Gemini 3.5 Flash,0.5957446808510638,0.0,0.0,900,300
S37,Bengali,GPT-4o,0.509090909090909,0.0,0.0,900,300
S37,Bengali,Claude Sonnet 4.6,0.509090909090909,1.0,1.0,900,300
S37,Bengali,Gemini 3.5 Flash,0.509090909090909,1.0,1.0,900,300
S37,Tamil,GPT-4o,0.5172413793103449,3.0,3.0,900,300
S37,Tamil,Claude Sonnet 4.6,0.5172413793103449,2.0,2.0,900,300
S37,Tamil,Gemini 3.5 Flash,0.5172413793103449,1.0,1.0,900,300
S37,Spanish,GPT-4o,0.5394736842105263,2.0,2.0,900,300
S37,Spanish,Claude Sonnet 4.6,0.5394736842105263,0.0,0.0,900,300
S37,Spanish,Gemini 3.5 Flash,0.5394736842105263,0.0,0.0,900,300
S37,Japanese,GPT-4o,0.5238095238095238,3.0,3.0,900,300
S37,Japanese,Claude Sonnet 4.6,0.5238095238095238,2.0,2.0,900,300
S37,Japanese,Gemini 3.5 Flash,0.5238095238095238,3.0,3.0,900,300
S37,Arabic,GPT-4o,0.2682926829268293,1.0,1.0,900,300
S37,Arabic,Claude Sonnet 4.6,0.2682926829268293,0.0,0.0,900,300
S37,Arabic,Gemini 3.5 Flash,0.2682926829268293,0.0,0.0,900,300
S38,Hindi,GPT-4o,0.6493506493506493,2.0,-2.0,900,300
S38,Hindi,Claude Sonnet 4.6,0.6493506493506493,0.0,0.0,900,300
S38,Hindi,Gemini 3.5 Flash,0.6493506493506493,0.0,0.0,900,300
S38,Bengali,GPT-4o,0.45901639344262296,2.0,2.0,900,300
S38,Bengali,Claude Sonnet 4.6,0.45901639344262296,0.0,0.0,900,300
S38,Bengali,Gemini 3.5 Flash,0.45901639344262296,0.0,0.0,900,300
S38,Tamil,GPT-4o,0.5740740740740741,0.0,0.0,900,300
S38,Tamil,Claude Sonnet 4.6,0.5740740740740741,0.0,0.0,900,300
S38,Tamil,Gemini 3.5 Flash,0.5740740740740741,0.0,0.0,900,300
S38,Spanish,GPT-4o,0.65,0.0,0.0,900,300
S38,Spanish,Claude Sonnet 4.6,0.65,0.0,0.0,900,300
S38,Spanish,Gemini 3.5 Flash,0.65,0.0,0.0,900,300
S38,Japanese,GPT-4o,0.5833333333333334,1.0,1.0,900,300
S38,Japanese,Claude Sonnet 4.6,0.5833333333333334,1.0,-1.0,900,300
S38,Japanese,Gemini 3.5 Flash,0.5833333333333334,2.0,-2.0,900,300
S38,Arabic,GPT-4o,0.5370370370370371,2.0,-2.0,900,300
S38,Arabic,Claude Sonnet 4.6,0.5370370370370371,0.0,0.0,900,300
S38,Arabic,Gemini 3.5 Flash,0.5370370370370371,1.0,-1.0,900,300
S39,Hindi,GPT-4o,0.44285714285714284,0.0,0.0,900,300
S39,Hindi,Claude Sonnet 4.6,0.44285714285714284,1.0,-1.0,900,300
S39,Hindi,Gemini 3.5 Flash,0.44285714285714284,0.0,0.0,900,300
S39,Bengali,GPT-4o,0.5303030303030303,0.0,0.0,900,300
S39,Bengali,Claude Sonnet 4.6,0.5303030303030303,1.0,1.0,900,300
S39,Bengali,Gemini 3.5 Flash,0.5303030303030303,0.0,0.0,900,300
S39,Tamil,GPT-4o,0.3684210526315789,0.0,0.0,900,300
S39,Tamil,Claude Sonnet 4.6,0.3684210526315789,1.0,-1.0,900,300
S39,Tamil,Gemini 3.5 Flash,0.3684210526315789,1.0,1.0,900,300
S39,Spanish,GPT-4o,0.18309859154929578,0.0,0.0,900,300
S39,Spanish,Claude Sonnet 4.6,0.18309859154929578,0.0,0.0,900,300
S39,Spanish,Gemini 3.5 Flash,0.18309859154929578,0.0,0.0,900,300
