scenario_id,language,model,edit_classification,absolute_adaptation_effect,classification_n
S28,Tamil,Gemini 3.5 Flash,structural,1.0,792
S28,Spanish,GPT-4o,structural,3.0,792
S28,Spanish,Claude Sonnet 4.6,structural,0.0,792
S28,Spanish,Gemini 3.5 Flash,structural,0.0,792
S28,Japanese,GPT-4o,structural,2.0,792
S28,Japanese,Claude Sonnet 4.6,structural,2.0,792
S28,Japanese,Gemini 3.5 Flash,structural,0.0,792
S28,Arabic,GPT-4o,structural,0.0,792
S28,Arabic,Claude Sonnet 4.6,structural,4.0,792
S28,Arabic,Gemini 3.5 Flash,structural,0.0,792
S29,Hindi,GPT-4o,structural,0.0,792
S29,Hindi,Claude Sonnet 4.6,structural,1.0,792
S29,Hindi,Gemini 3.5 Flash,structural,1.0,792
S29,Bengali,GPT-4o,structural,0.0,792
S29,Bengali,Claude Sonnet 4.6,structural,0.0,792
S29,Bengali,Gemini 3.5 Flash,structural,0.0,792
S29,Tamil,GPT-4o,structural,0.0,792
S29,Tamil,Claude Sonnet 4.6,structural,0.0,792
S29,Tamil,Gemini 3.5 Flash,structural,0.0,792
S29,Spanish,GPT-4o,structural,0.0,792
S29,Spanish,Claude Sonnet 4.6,structural,0.0,792
S29,Spanish,Gemini 3.5 Flash,structural,0.0,792
S29,Japanese,GPT-4o,structural,0.0,792
S29,Japanese,Claude Sonnet 4.6,structural,0.0,792
S29,Japanese,Gemini 3.5 Flash,structural,0.0,792
S29,Arabic,GPT-4o,structural,0.0,792
S29,Arabic,Claude Sonnet 4.6,structural,1.0,792
S29,Arabic,Gemini 3.5 Flash,structural,0.0,792
S30,Hindi,GPT-4o,structural,1.0,792
S30,Hindi,Claude Sonnet 4.6,structural,1.0,792
S30,Hindi,Gemini 3.5 Flash,structural,1.0,792
S30,Bengali,GPT-4o,structural,0.0,792
S30,Bengali,Claude Sonnet 4.6,structural,1.0,792
S30,Bengali,Gemini 3.5 Flash,structural,0.0,792
S30,Tamil,GPT-4o,structural,1.0,792
S30,Tamil,Claude Sonnet 4.6,structural,1.0,792
S30,Tamil,Gemini 3.5 Flash,structural,0.0,792
S30,Spanish,GPT-4o,mixed,2.0,96
S30,Spanish,Claude Sonnet 4.6,mixed,1.0,96
S30,Spanish,Gemini 3.5 Flash,mixed,1.0,96
S30,Japanese,GPT-4o,mixed,0.0,96
S30,Japanese,Claude Sonnet 4.6,mixed,0.0,96
S30,Japanese,Gemini 3.5 Flash,mixed,2.0,96
S30,Arabic,GPT-4o,structural,3.0,792
S30,Arabic,Claude Sonnet 4.6,structural,1.0,792
S30,Arabic,Gemini 3.5 Flash,structural,0.0,792
S31,Hindi,GPT-4o,structural,1.0,792
S31,Hindi,Claude Sonnet 4.6,structural,0.0,792
S31,Hindi,Gemini 3.5 Flash,structural,1.0,792
S31,Bengali,GPT-4o,structural,1.0,792
S31,Bengali,Claude Sonnet 4.6,structural,0.0,792
S31,Bengali,Gemini 3.5 Flash,structural,0.0,792
S31,Tamil,GPT-4o,mixed,0.0,96
S31,Tamil,Claude Sonnet 4.6,mixed,0.0,96
S31,Tamil,Gemini 3.5 Flash,mixed,1.0,96
S31,Spanish,GPT-4o,structural,1.0,792
S31,Spanish,Claude Sonnet 4.6,structural,1.0,792
S31,Spanish,Gemini 3.5 Flash,structural,2.0,792
S31,Japanese,GPT-4o,structural,1.0,792
S31,Japanese,Claude Sonnet 4.6,structural,1.0,792
S31,Japanese,Gemini 3.5 Flash,structural,2.0,792
S31,Arabic,GPT-4o,structural,1.0,792
S31,Arabic,Claude Sonnet 4.6,structural,1.0,792
S31,Arabic,Gemini 3.5 Flash,structural,1.0,792
S32,Hindi,GPT-4o,structural,0.0,792
S32,Hindi,Claude Sonnet 4.6,structural,0.0,792
S32,Hindi,Gemini 3.5 Flash,structural,1.0,792
S32,Bengali,GPT-4o,structural,2.0,792
S32,Bengali,Claude Sonnet 4.6,structural,0.0,792
S32,Bengali,Gemini 3.5 Flash,structural,0.0,792
S32,Tamil,GPT-4o,structural,3.0,792
S32,Tamil,Claude Sonnet 4.6,structural,0.0,792
S32,Tamil,Gemini 3.5 Flash,structural,1.0,792
S32,Spanish,GPT-4o,structural,1.0,792
S32,Spanish,Claude Sonnet 4.6,structural,1.0,792
S32,Spanish,Gemini 3.5 Flash,structural,0.0,792
S32,Japanese,GPT-4o,structural,1.0,792
S32,Japanese,Claude Sonnet 4.6,structural,0.0,792
S32,Japanese,Gemini 3.5 Flash,structural,0.0,792
S32,Arabic,GPT-4o,structural,0.0,792
S32,Arabic,Claude Sonnet 4.6,structural,1.0,792
S32,Arabic,Gemini 3.5 Flash,structural,1.0,792
S33,Hindi,GPT-4o,structural,2.0,792
S33,Hindi,Claude Sonnet 4.6,structural,1.0,792
S33,Hindi,Gemini 3.5 Flash,structural,1.0,792
S33,Bengali,GPT-4o,structural,2.0,792
S33,Bengali,Claude Sonnet 4.6,structural,1.0,792
S33,Bengali,Gemini 3.5 Flash,structural,1.0,792
S33,Tamil,GPT-4o,structural,1.0,792
S33,Tamil,Claude Sonnet 4.6,structural,2.0,792
S33,Tamil,Gemini 3.5 Flash,structural,1.0,792
S33,Spanish,GPT-4o,mixed,1.0,96
S33,Spanish,Claude Sonnet 4.6,mixed,1.0,96
S33,Spanish,Gemini 3.5 Flash,mixed,0.0,96
S33,Japanese,GPT-4o,structural,1.0,792
S33,Japanese,Claude Sonnet 4.6,structural,2.0,792
S33,Japanese,Gemini 3.5 Flash,structural,1.0,792
S33,Arabic,GPT-4o,structural,1.0,792
S33,Arabic,Claude Sonnet 4.6,structural,0.0,792
S33,Arabic,Gemini 3.5 Flash,structural,0.0,792
S34,Hindi,GPT-4o,mixed,0.0,96
S34,Hindi,Claude Sonnet 4.6,mixed,0.0,96
S34,Hindi,Gemini 3.5 Flash,mixed,0.0,96
S34,Bengali,GPT-4o,structural,0.0,792
S34,Bengali,Claude Sonnet 4.6,structural,1.0,792
S34,Bengali,Gemini 3.5 Flash,structural,0.0,792
S34,Tamil,GPT-4o,structural,0.0,792
S34,Tamil,Claude Sonnet 4.6,structural,1.0,792
S34,Tamil,Gemini 3.5 Flash,structural,0.0,792
S34,Spanish,GPT-4o,structural,0.0,792
S34,Spanish,Claude Sonnet 4.6,structural,1.0,792
S34,Spanish,Gemini 3.5 Flash,structural,1.0,792
S34,Japanese,GPT-4o,structural,0.0,792
S34,Japanese,Claude Sonnet 4.6,structural,0.0,792
S34,Japanese,Gemini 3.5 Flash,structural,0.0,792
S34,Arabic,GPT-4o,structural,0.0,792
S34,Arabic,Claude Sonnet 4.6,structural,0.0,792
S34,Arabic,Gemini 3.5 Flash,structural,0.0,792
S35,Hindi,GPT-4o,structural,0.0,792
S35,Hindi,Claude Sonnet 4.6,structural,0.0,792
S35,Hindi,Gemini 3.5 Flash,structural,1.0,792
S35,Bengali,GPT-4o,structural,1.0,792
S35,Bengali,Claude Sonnet 4.6,structural,0.0,792
S35,Bengali,Gemini 3.5 Flash,structural,1.0,792
S35,Tamil,GPT-4o,structural,3.0,792
S35,Tamil,Claude Sonnet 4.6,structural,0.0,792
S35,Tamil,Gemini 3.5 Flash,structural,1.0,792
S35,Spanish,GPT-4o,structural,1.0,792
S35,Spanish,Claude Sonnet 4.6,structural,0.0,792
S35,Spanish,Gemini 3.5 Flash,structural,0.0,792
S35,Japanese,GPT-4o,structural,0.0,792
S35,Japanese,Claude Sonnet 4.6,structural,0.0,792
S35,Japanese,Gemini 3.5 Flash,structural,0.0,792
S35,Arabic,GPT-4o,structural,0.0,792
S35,Arabic,Claude Sonnet 4.6,structural,0.0,792
S35,Arabic,Gemini 3.5 Flash,structural,0.0,792
S36,Hindi,GPT-4o,structural,0.0,792
S36,Hindi,Claude Sonnet 4.6,structural,0.0,792
S36,Hindi,Gemini 3.5 Flash,structural,1.0,792
S36,Bengali,GPT-4o,structural,0.0,792
S36,Bengali,Claude Sonnet 4.6,structural,0.0,792
S36,Bengali,Gemini 3.5 Flash,structural,0.0,792
S36,Tamil,GPT-4o,structural,0.0,792
S36,Tamil,Claude Sonnet 4.6,structural,0.0,792
S36,Tamil,Gemini 3.5 Flash,structural,0.0,792
S36,Spanish,GPT-4o,structural,0.0,792
S36,Spanish,Claude Sonnet 4.6,structural,0.0,792
S36,Spanish,Gemini 3.5 Flash,structural,0.0,792
S36,Japanese,GPT-4o,structural,0.0,792
S36,Japanese,Claude Sonnet 4.6,structural,0.0,792
S36,Japanese,Gemini 3.5 Flash,structural,1.0,792
S36,Arabic,GPT-4o,structural,0.0,792
S36,Arabic,Claude Sonnet 4.6,structural,0.0,792
S36,Arabic,Gemini 3.5 Flash,structural,1.0,792
S37,Hindi,GPT-4o,structural,2.0,792
S37,Hindi,Claude Sonnet 4.6,structural,1.0,792
S37,Hindi,Gemini 3.5 Flash,structural,0.0,792
S37,Bengali,GPT-4o,structural,0.0,792
S37,Bengali,Claude Sonnet 4.6,structural,1.0,792
S37,Bengali,Gemini 3.5 Flash,structural,1.0,792
S37,Tamil,GPT-4o,structural,3.0,792
S37,Tamil,Claude Sonnet 4.6,structural,2.0,792
S37,Tamil,Gemini 3.5 Flash,structural,1.0,792
S37,Spanish,GPT-4o,structural,2.0,792
S37,Spanish,Claude Sonnet 4.6,structural,0.0,792
S37,Spanish,Gemini 3.5 Flash,structural,0.0,792
S37,Japanese,GPT-4o,structural,3.0,792
S37,Japanese,Claude Sonnet 4.6,structural,2.0,792
S37,Japanese,Gemini 3.5 Flash,structural,3.0,792
S37,Arabic,GPT-4o,mixed,1.0,96
S37,Arabic,Claude Sonnet 4.6,mixed,0.0,96
S37,Arabic,Gemini 3.5 Flash,mixed,0.0,96
S38,Hindi,GPT-4o,structural,2.0,792
S38,Hindi,Claude Sonnet 4.6,structural,0.0,792
S38,Hindi,Gemini 3.5 Flash,structural,0.0,792
S38,Bengali,GPT-4o,structural,2.0,792
S38,Bengali,Claude Sonnet 4.6,structural,0.0,792
S38,Bengali,Gemini 3.5 Flash,structural,0.0,792
S38,Tamil,GPT-4o,structural,0.0,792
S38,Tamil,Claude Sonnet 4.6,structural,0.0,792
S38,Tamil,Gemini 3.5 Flash,structural,0.0,792
S38,Spanish,GPT-4o,structural,0.0,792
S38,Spanish,Claude Sonnet 4.6,structural,0.0,792
S38,Spanish,Gemini 3.5 Flash,structural,0.0,792
S38,Japanese,GPT-4o,structural,1.0,792
S38,Japanese,Claude Sonnet 4.6,structural,1.0,792
S38,Japanese,Gemini 3.5 Flash,structural,2.0,792
S38,Arabic,GPT-4o,structural,2.0,792
S38,Arabic,Claude Sonnet 4.6,structural,0.0,792
S38,Arabic,Gemini 3.5 Flash,structural,1.0,792
S39,Hindi,GPT-4o,structural,0.0,792
S39,Hindi,Claude Sonnet 4.6,structural,1.0,792
S39,Hindi,Gemini 3.5 Flash,structural,0.0,792
S39,Bengali,GPT-4o,structural,0.0,792
S39,Bengali,Claude Sonnet 4.6,structural,1.0,792
S39,Bengali,Gemini 3.5 Flash,structural,0.0,792
S39,Tamil,GPT-4o,structural,0.0,792
S39,Tamil,Claude Sonnet 4.6,structural,1.0,792
S39,Tamil,Gemini 3.5 Flash,structural,1.0,792
S39,Spanish,GPT-4o,surface-dominant,0.0,3
S39,Spanish,Claude Sonnet 4.6,surface-dominant,0.0,3
S39,Spanish,Gemini 3.5 Flash,surface-dominant,0.0,3
S39,Japanese,GPT-4o,structural,0.0,792
S39,Japanese,Claude Sonnet 4.6,structural,1.0,792
S39,Japanese,Gemini 3.5 Flash,structural,0.0,792
S39,Arabic,GPT-4o,structural,1.0,792
S39,Arabic,Claude Sonnet 4.6,structural,0.0,792
S39,Arabic,Gemini 3.5 Flash,structural,0.0,792
S40,Hindi,GPT-4o,structural,1.0,792
S40,Hindi,Claude Sonnet 4.6,structural,2.0,792
S40,Hindi,Gemini 3.5 Flash,structural,1.0,792
S40,Bengali,GPT-4o,structural,1.0,792
S40,Bengali,Claude Sonnet 4.6,structural,1.0,792
S40,Bengali,Gemini 3.5 Flash,structural,0.0,792
S40,Tamil,GPT-4o,structural,4.0,792
S40,Tamil,Claude Sonnet 4.6,structural,2.0,792
S40,Tamil,Gemini 3.5 Flash,structural,2.0,792
S40,Spanish,GPT-4o,structural,0.0,792
S40,Spanish,Claude Sonnet 4.6,structural,0.0,792
S40,Spanish,Gemini 3.5 Flash,structural,0.0,792
S40,Japanese,GPT-4o,structural,0.0,792
S40,Japanese,Claude Sonnet 4.6,structural,1.0,792
S40,Japanese,Gemini 3.5 Flash,structural,0.0,792
S40,Arabic,GPT-4o,structural,0.0,792
S40,Arabic,Claude Sonnet 4.6,structural,1.0,792
S40,Arabic,Gemini 3.5 Flash,structural,1.0,792
S41,Hindi,GPT-4o,structural,0.0,792
S41,Hindi,Claude Sonnet 4.6,structural,0.0,792
S41,Hindi,Gemini 3.5 Flash,structural,1.0,792
S41,Bengali,GPT-4o,structural,1.0,792
S41,Bengali,Claude Sonnet 4.6,structural,1.0,792
S41,Bengali,Gemini 3.5 Flash,structural,0.0,792
S41,Tamil,GPT-4o,structural,0.0,792
S41,Tamil,Claude Sonnet 4.6,structural,1.0,792
S41,Tamil,Gemini 3.5 Flash,structural,0.0,792
S41,Spanish,GPT-4o,structural,0.0,792
S41,Spanish,Claude Sonnet 4.6,structural,1.0,792
S41,Spanish,Gemini 3.5 Flash,structural,0.0,792
S41,Japanese,GPT-4o,structural,0.0,792
S41,Japanese,Claude Sonnet 4.6,structural,1.0,792
S41,Japanese,Gemini 3.5 Flash,structural,1.0,792
S41,Arabic,GPT-4o,mixed,0.0,96
S41,Arabic,Claude Sonnet 4.6,mixed,0.0,96
S41,Arabic,Gemini 3.5 Flash,mixed,0.0,96
S42,Hindi,GPT-4o,structural,0.0,792
S42,Hindi,Claude Sonnet 4.6,structural,0.0,792
S42,Hindi,Gemini 3.5 Flash,structural,0.0,792
S42,Bengali,GPT-4o,mixed,2.0,96
S42,Bengali,Claude Sonnet 4.6,mixed,0.0,96
S42,Bengali,Gemini 3.5 Flash,mixed,0.0,96
S42,Tamil,GPT-4o,structural,0.0,792
S42,Tamil,Claude Sonnet 4.6,structural,0.0,792
S42,Tamil,Gemini 3.5 Flash,structural,1.0,792
S42,Spanish,GPT-4o,structural,0.0,792
S42,Spanish,Claude Sonnet 4.6,structural,1.0,792
S42,Spanish,Gemini 3.5 Flash,structural,1.0,792
S42,Japanese,GPT-4o,structural,0.0,792
S42,Japanese,Claude Sonnet 4.6,structural,0.0,792
S42,Japanese,Gemini 3.5 Flash,structural,0.0,792
S42,Arabic,GPT-4o,structural,0.0,792
S42,Arabic,Claude Sonnet 4.6,structural,1.0,792
S42,Arabic,Gemini 3.5 Flash,structural,1.0,792
S43,Hindi,GPT-4o,structural,3.0,792
S43,Hindi,Claude Sonnet 4.6,structural,2.0,792
S43,Hindi,Gemini 3.5 Flash,structural,0.0,792
S43,Bengali,GPT-4o,structural,1.0,792
S43,Bengali,Claude Sonnet 4.6,structural,1.0,792
S43,Bengali,Gemini 3.5 Flash,structural,1.0,792
S43,Tamil,GPT-4o,mixed,1.0,96
S43,Tamil,Claude Sonnet 4.6,mixed,0.0,96
S43,Tamil,Gemini 3.5 Flash,mixed,1.0,96
S43,Spanish,GPT-4o,structural,0.0,792
S43,Spanish,Claude Sonnet 4.6,structural,1.0,792
S43,Spanish,Gemini 3.5 Flash,structural,1.0,792
S43,Japanese,GPT-4o,structural,0.0,792
S43,Japanese,Claude Sonnet 4.6,structural,1.0,792
S43,Japanese,Gemini 3.5 Flash,structural,0.0,792
S43,Arabic,GPT-4o,structural,4.0,792
S43,Arabic,Claude Sonnet 4.6,structural,2.0,792
S43,Arabic,Gemini 3.5 Flash,structural,2.0,792
S44,Hindi,GPT-4o,structural,0.0,792
S44,Hindi,Claude Sonnet 4.6,structural,1.0,792
S44,Hindi,Gemini 3.5 Flash,structural,0.0,792
S44,Bengali,GPT-4o,structural,0.0,792
S44,Bengali,Claude Sonnet 4.6,structural,1.0,792
S44,Bengali,Gemini 3.5 Flash,structural,0.0,792
S44,Tamil,GPT-4o,structural,0.0,792
S44,Tamil,Claude Sonnet 4.6,structural,1.0,792
S44,Tamil,Gemini 3.5 Flash,structural,1.0,792
S44,Spanish,GPT-4o,structural,0.0,792
S44,Spanish,Claude Sonnet 4.6,structural,0.0,792
S44,Spanish,Gemini 3.5 Flash,structural,1.0,792
S44,Japanese,GPT-4o,mixed,0.0,96
S44,Japanese,Claude Sonnet 4.6,mixed,0.0,96
S44,Japanese,Gemini 3.5 Flash,mixed,1.0,96
S44,Arabic,GPT-4o,structural,0.0,792
S44,Arabic,Claude Sonnet 4.6,structural,1.0,792
S44,Arabic,Gemini 3.5 Flash,structural,0.0,792
S45,Hindi,GPT-4o,structural,0.0,792
S45,Hindi,Claude Sonnet 4.6,structural,0.0,792
S45,Hindi,Gemini 3.5 Flash,structural,0.0,792
S45,Bengali,GPT-4o,structural,4.0,792
S45,Bengali,Claude Sonnet 4.6,structural,0.0,792
S45,Bengali,Gemini 3.5 Flash,structural,1.0,792
S45,Tamil,GPT-4o,structural,0.0,792
S45,Tamil,Claude Sonnet 4.6,structural,1.0,792
S45,Tamil,Gemini 3.5 Flash,structural,1.0,792
S45,Spanish,GPT-4o,structural,0.0,792
S45,Spanish,Claude Sonnet 4.6,structural,1.0,792
S45,Spanish,Gemini 3.5 Flash,structural,0.0,792
S45,Japanese,GPT-4o,structural,0.0,792
S45,Japanese,Claude Sonnet 4.6,structural,0.0,792
S45,Japanese,Gemini 3.5 Flash,structural,0.0,792
S45,Arabic,GPT-4o,structural,0.0,792
S45,Arabic,Claude Sonnet 4.6,structural,0.0,792
S45,Arabic,Gemini 3.5 Flash,structural,0.0,792
S46,Hindi,GPT-4o,structural,0.0,792
S46,Hindi,Claude Sonnet 4.6,structural,0.0,792
S46,Hindi,Gemini 3.5 Flash,structural,0.0,792
S46,Bengali,GPT-4o,structural,0.0,792
S46,Bengali,Claude Sonnet 4.6,structural,0.0,792
S46,Bengali,Gemini 3.5 Flash,structural,0.0,792
S46,Tamil,GPT-4o,structural,2.0,792
S46,Tamil,Claude Sonnet 4.6,structural,3.0,792
S46,Tamil,Gemini 3.5 Flash,structural,1.0,792
S46,Spanish,GPT-4o,structural,0.0,792
S46,Spanish,Claude Sonnet 4.6,structural,1.0,792
S46,Spanish,Gemini 3.5 Flash,structural,1.0,792
S46,Japanese,GPT-4o,structural,0.0,792
S46,Japanese,Claude Sonnet 4.6,structural,0.0,792
S46,Japanese,Gemini 3.5 Flash,structural,1.0,792
S46,Arabic,GPT-4o,structural,0.0,792
S46,Arabic,Claude Sonnet 4.6,structural,1.0,792
S46,Arabic,Gemini 3.5 Flash,structural,0.0,792
S47,Hindi,GPT-4o,mixed,0.0,96
S47,Hindi,Claude Sonnet 4.6,mixed,0.0,96
S47,Hindi,Gemini 3.5 Flash,mixed,0.0,96
S47,Bengali,GPT-4o,structural,0.0,792
S47,Bengali,Claude Sonnet 4.6,structural,0.0,792
S47,Bengali,Gemini 3.5 Flash,structural,0.0,792
S47,Tamil,GPT-4o,structural,0.0,792
S47,Tamil,Claude Sonnet 4.6,structural,0.0,792
S47,Tamil,Gemini 3.5 Flash,structural,0.0,792
S47,Spanish,GPT-4o,structural,0.0,792
S47,Spanish,Claude Sonnet 4.6,structural,0.0,792
S47,Spanish,Gemini 3.5 Flash,structural,0.0,792
S47,Japanese,GPT-4o,structural,0.0,792
S47,Japanese,Claude Sonnet 4.6,structural,0.0,792
S47,Japanese,Gemini 3.5 Flash,structural,0.0,792
S47,Arabic,GPT-4o,structural,0.0,792
S47,Arabic,Claude Sonnet 4.6,structural,0.0,792
S47,Arabic,Gemini 3.5 Flash,structural,0.0,792
S48,Hindi,GPT-4o,structural,3.0,792
S48,Hindi,Claude Sonnet 4.6,structural,1.0,792
S48,Hindi,Gemini 3.5 Flash,structural,2.0,792
S48,Bengali,GPT-4o,structural,1.0,792
S48,Bengali,Claude Sonnet 4.6,structural,0.0,792
S48,Bengali,Gemini 3.5 Flash,structural,1.0,792
S48,Tamil,GPT-4o,structural,0.0,792
S48,Tamil,Claude Sonnet 4.6,structural,0.0,792
S48,Tamil,Gemini 3.5 Flash,structural,1.0,792
S48,Spanish,GPT-4o,structural,0.0,792
S48,Spanish,Claude Sonnet 4.6,structural,2.0,792
S48,Spanish,Gemini 3.5 Flash,structural,2.0,792
S48,Japanese,GPT-4o,structural,0.0,792
S48,Japanese,Claude Sonnet 4.6,structural,2.0,792
S48,Japanese,Gemini 3.5 Flash,structural,0.0,792
S48,Arabic,GPT-4o,structural,3.0,792
S48,Arabic,Claude Sonnet 4.6,structural,1.0,792
S48,Arabic,Gemini 3.5 Flash,structural,1.0,792
S49,Hindi,GPT-4o,mixed,0.0,96
S49,Hindi,Claude Sonnet 4.6,mixed,0.0,96
S49,Hindi,Gemini 3.5 Flash,mixed,0.0,96
S49,Bengali,GPT-4o,structural,0.0,792
S49,Bengali,Claude Sonnet 4.6,structural,1.0,792
S49,Bengali,Gemini 3.5 Flash,structural,1.0,792
S49,Tamil,GPT-4o,structural,1.0,792
S49,Tamil,Claude Sonnet 4.6,structural,1.0,792
S49,Tamil,Gemini 3.5 Flash,structural,0.0,792
S49,Spanish,GPT-4o,structural,0.0,792
S49,Spanish,Claude Sonnet 4.6,structural,1.0,792
S49,Spanish,Gemini 3.5 Flash,structural,0.0,792
S49,Japanese,GPT-4o,structural,0.0,792
S49,Japanese,Claude Sonnet 4.6,structural,0.0,792
S49,Japanese,Gemini 3.5 Flash,structural,0.0,792
S49,Arabic,GPT-4o,structural,0.0,792
S49,Arabic,Claude Sonnet 4.6,structural,1.0,792
S49,Arabic,Gemini 3.5 Flash,structural,0.0,792
S50,Hindi,GPT-4o,structural,1.0,792
S50,Hindi,Claude Sonnet 4.6,structural,0.0,792
S50,Hindi,Gemini 3.5 Flash,structural,1.0,792
S50,Bengali,GPT-4o,structural,1.0,792
S50,Bengali,Claude Sonnet 4.6,structural,0.0,792
S50,Bengali,Gemini 3.5 Flash,structural,1.0,792
S50,Tamil,GPT-4o,mixed,2.0,96
S50,Tamil,Claude Sonnet 4.6,mixed,0.0,96
S50,Tamil,Gemini 3.5 Flash,mixed,0.0,96
S50,Spanish,GPT-4o,structural,3.0,792
S50,Spanish,Claude Sonnet 4.6,structural,0.0,792
S50,Spanish,Gemini 3.5 Flash,structural,0.0,792
S50,Japanese,GPT-4o,structural,0.0,792
S50,Japanese,Claude Sonnet 4.6,structural,0.0,792
S50,Japanese,Gemini 3.5 Flash,structural,0.0,792
S50,Arabic,GPT-4o,structural,2.0,792
S50,Arabic,Claude Sonnet 4.6,structural,0.0,792
S50,Arabic,Gemini 3.5 Flash,structural,1.0,792
