scenario_id,dimension,group_value,foundation,count,denominator,percentage
S30,condition_id,es_adapted_reason_es,Fairness/Cheating,0,4,0.0
S30,condition_id,es_adapted_reason_es,Sanctity/Degradation,0,4,0.0
S30,condition_id,es_translation_reason_en,Care/Harm,4,4,100.0
S30,condition_id,es_translation_reason_en,Loyalty/Betrayal,0,4,0.0
S30,condition_id,es_translation_reason_en,Authority/Subversion,0,4,0.0
S30,condition_id,es_translation_reason_en,Fairness/Cheating,0,4,0.0
S30,condition_id,es_translation_reason_en,Sanctity/Degradation,0,4,0.0
S30,condition_id,es_translation_reason_es,Care/Harm,4,4,100.0
S30,condition_id,es_translation_reason_es,Loyalty/Betrayal,0,4,0.0
S30,condition_id,es_translation_reason_es,Authority/Subversion,0,4,0.0
S30,condition_id,es_translation_reason_es,Fairness/Cheating,0,4,0.0
S30,condition_id,es_translation_reason_es,Sanctity/Degradation,0,4,0.0
S30,condition_id,hi_adapted_reason_en,Care/Harm,4,4,100.0
S30,condition_id,hi_adapted_reason_en,Loyalty/Betrayal,0,4,0.0
S30,condition_id,hi_adapted_reason_en,Authority/Subversion,0,4,0.0
S30,condition_id,hi_adapted_reason_en,Fairness/Cheating,0,4,0.0
S30,condition_id,hi_adapted_reason_en,Sanctity/Degradation,0,4,0.0
S30,condition_id,hi_adapted_reason_hi,Care/Harm,4,4,100.0
S30,condition_id,hi_adapted_reason_hi,Loyalty/Betrayal,0,4,0.0
S30,condition_id,hi_adapted_reason_hi,Authority/Subversion,0,4,0.0
S30,condition_id,hi_adapted_reason_hi,Fairness/Cheating,0,4,0.0
S30,condition_id,hi_adapted_reason_hi,Sanctity/Degradation,0,4,0.0
S30,condition_id,hi_translation_reason_en,Care/Harm,4,4,100.0
S30,condition_id,hi_translation_reason_en,Loyalty/Betrayal,0,4,0.0
S30,condition_id,hi_translation_reason_en,Authority/Subversion,0,4,0.0
S30,condition_id,hi_translation_reason_en,Fairness/Cheating,0,4,0.0
S30,condition_id,hi_translation_reason_en,Sanctity/Degradation,0,4,0.0
S30,condition_id,hi_translation_reason_hi,Care/Harm,4,4,100.0
S30,condition_id,hi_translation_reason_hi,Loyalty/Betrayal,0,4,0.0
S30,condition_id,hi_translation_reason_hi,Authority/Subversion,0,4,0.0
S30,condition_id,hi_translation_reason_hi,Fairness/Cheating,0,4,0.0
S30,condition_id,hi_translation_reason_hi,Sanctity/Degradation,0,4,0.0
S30,condition_id,ja_adapted_reason_en,Care/Harm,4,4,100.0
S30,condition_id,ja_adapted_reason_en,Loyalty/Betrayal,0,4,0.0
S30,condition_id,ja_adapted_reason_en,Authority/Subversion,0,4,0.0
S30,condition_id,ja_adapted_reason_en,Fairness/Cheating,0,4,0.0
S30,condition_id,ja_adapted_reason_en,Sanctity/Degradation,0,4,0.0
S30,condition_id,ja_adapted_reason_ja,Care/Harm,4,4,100.0
S30,condition_id,ja_adapted_reason_ja,Loyalty/Betrayal,0,4,0.0
S30,condition_id,ja_adapted_reason_ja,Authority/Subversion,0,4,0.0
S30,condition_id,ja_adapted_reason_ja,Fairness/Cheating,0,4,0.0
S30,condition_id,ja_adapted_reason_ja,Sanctity/Degradation,0,4,0.0
S30,condition_id,ja_translation_reason_en,Care/Harm,4,4,100.0
S30,condition_id,ja_translation_reason_en,Loyalty/Betrayal,0,4,0.0
S30,condition_id,ja_translation_reason_en,Authority/Subversion,0,4,0.0
S30,condition_id,ja_translation_reason_en,Fairness/Cheating,0,4,0.0
S30,condition_id,ja_translation_reason_en,Sanctity/Degradation,0,4,0.0
S30,condition_id,ja_translation_reason_ja,Care/Harm,4,4,100.0
S30,condition_id,ja_translation_reason_ja,Loyalty/Betrayal,0,4,0.0
S30,condition_id,ja_translation_reason_ja,Authority/Subversion,0,4,0.0
S30,condition_id,ja_translation_reason_ja,Fairness/Cheating,0,4,0.0
S30,condition_id,ja_translation_reason_ja,Sanctity/Degradation,0,4,0.0
S30,condition_id,ta_adapted_reason_en,Care/Harm,4,4,100.0
S30,condition_id,ta_adapted_reason_en,Loyalty/Betrayal,0,4,0.0
S30,condition_id,ta_adapted_reason_en,Authority/Subversion,0,4,0.0
S30,condition_id,ta_adapted_reason_en,Fairness/Cheating,0,4,0.0
S30,condition_id,ta_adapted_reason_en,Sanctity/Degradation,0,4,0.0
S30,condition_id,ta_adapted_reason_ta,Care/Harm,4,4,100.0
S30,condition_id,ta_adapted_reason_ta,Loyalty/Betrayal,0,4,0.0
S30,condition_id,ta_adapted_reason_ta,Authority/Subversion,0,4,0.0
S30,condition_id,ta_adapted_reason_ta,Fairness/Cheating,0,4,0.0
S30,condition_id,ta_adapted_reason_ta,Sanctity/Degradation,0,4,0.0
S30,condition_id,ta_translation_reason_en,Care/Harm,4,4,100.0
S30,condition_id,ta_translation_reason_en,Loyalty/Betrayal,0,4,0.0
S30,condition_id,ta_translation_reason_en,Authority/Subversion,0,4,0.0
S30,condition_id,ta_translation_reason_en,Fairness/Cheating,0,4,0.0
S30,condition_id,ta_translation_reason_en,Sanctity/Degradation,0,4,0.0
S30,condition_id,ta_translation_reason_ta,Care/Harm,4,4,100.0
S30,condition_id,ta_translation_reason_ta,Loyalty/Betrayal,0,4,0.0
S30,condition_id,ta_translation_reason_ta,Authority/Subversion,0,4,0.0
S30,condition_id,ta_translation_reason_ta,Fairness/Cheating,0,4,0.0
S30,condition_id,ta_translation_reason_ta,Sanctity/Degradation,0,4,0.0
