modelKey,scenarioId,conditionId,inputLang,reasoningLang,scenarioVersion,absoluteDifference,modelRating,referenceRating
chatgpt,S01,es_adapted_reason_es,es,es,adapted,0,7,7
chatgpt,S02,es_adapted_reason_es,es,es,adapted,0,7,7
chatgpt,S03,es_adapted_reason_es,es,es,adapted,0,6,6
chatgpt,S04,es_adapted_reason_es,es,es,adapted,0,7,7
chatgpt,S05,es_adapted_reason_es,es,es,adapted,1,7,6
chatgpt,S06,es_adapted_reason_es,es,es,adapted,0,7,7
chatgpt,S07,es_adapted_reason_es,es,es,adapted,0,7,7
chatgpt,S08,es_adapted_reason_es,es,es,adapted,0,7,7
chatgpt,S09,es_adapted_reason_es,es,es,adapted,0,6,6
chatgpt,S10,es_adapted_reason_es,es,es,adapted,1,5,6
chatgpt,S11,es_adapted_reason_es,es,es,adapted,3,3,6
chatgpt,S12,es_adapted_reason_es,es,es,adapted,1,3,4
chatgpt,S13,es_adapted_reason_es,es,es,adapted,0,1,1
chatgpt,S14,es_adapted_reason_es,es,es,adapted,2,4,6
chatgpt,S15,es_adapted_reason_es,es,es,adapted,0,1,1
chatgpt,S16,es_adapted_reason_es,es,es,adapted,2,3,5
chatgpt,S17,es_adapted_reason_es,es,es,adapted,0,6,6
chatgpt,S18,es_adapted_reason_es,es,es,adapted,0,7,7
chatgpt,S19,es_adapted_reason_es,es,es,adapted,0,6,6
chatgpt,S20,es_adapted_reason_es,es,es,adapted,1,6,5
chatgpt,S21,es_adapted_reason_es,es,es,adapted,2,4,6
chatgpt,S22,es_adapted_reason_es,es,es,adapted,0,6,6
chatgpt,S23,es_adapted_reason_es,es,es,adapted,1,4,5
chatgpt,S24,es_adapted_reason_es,es,es,adapted,1,7,6
chatgpt,S25,es_adapted_reason_es,es,es,adapted,0,2,2
chatgpt,S01,ja_translation_reason_en,ja,en,translation,0,7,7
chatgpt,S02,ja_translation_reason_en,ja,en,translation,0,7,7
chatgpt,S03,ja_translation_reason_en,ja,en,translation,0,6,6
chatgpt,S04,ja_translation_reason_en,ja,en,translation,0,7,7
chatgpt,S05,ja_translation_reason_en,ja,en,translation,0,6,6
chatgpt,S06,ja_translation_reason_en,ja,en,translation,0,7,7
chatgpt,S07,ja_translation_reason_en,ja,en,translation,0,7,7
chatgpt,S08,ja_translation_reason_en,ja,en,translation,0,7,7
chatgpt,S09,ja_translation_reason_en,ja,en,translation,0,6,6
chatgpt,S10,ja_translation_reason_en,ja,en,translation,1,7,6
chatgpt,S11,ja_translation_reason_en,ja,en,translation,1,5,6
chatgpt,S12,ja_translation_reason_en,ja,en,translation,2,3,5
chatgpt,S13,ja_translation_reason_en,ja,en,translation,1,2,1
chatgpt,S14,ja_translation_reason_en,ja,en,translation,2,4,6
chatgpt,S15,ja_translation_reason_en,ja,en,translation,1,2,1
chatgpt,S16,ja_translation_reason_en,ja,en,translation,2,2,4
chatgpt,S17,ja_translation_reason_en,ja,en,translation,0,6,6
chatgpt,S18,ja_translation_reason_en,ja,en,translation,0,7,7
chatgpt,S19,ja_translation_reason_en,ja,en,translation,0,6,6
chatgpt,S20,ja_translation_reason_en,ja,en,translation,1,5,6
chatgpt,S21,ja_translation_reason_en,ja,en,translation,1,7,6
chatgpt,S22,ja_translation_reason_en,ja,en,translation,0,6,6
chatgpt,S23,ja_translation_reason_en,ja,en,translation,0,5,5
chatgpt,S24,ja_translation_reason_en,ja,en,translation,0,6,6
chatgpt,S25,ja_translation_reason_en,ja,en,translation,1,2,1
chatgpt,S01,ja_translation_reason_ja,ja,ja,translation,0,7,7
chatgpt,S02,ja_translation_reason_ja,ja,ja,translation,0,7,7
chatgpt,S03,ja_translation_reason_ja,ja,ja,translation,0,6,6
chatgpt,S04,ja_translation_reason_ja,ja,ja,translation,0,7,7
chatgpt,S05,ja_translation_reason_ja,ja,ja,translation,1,7,6
chatgpt,S06,ja_translation_reason_ja,ja,ja,translation,0,7,7
chatgpt,S07,ja_translation_reason_ja,ja,ja,translation,0,7,7
chatgpt,S08,ja_translation_reason_ja,ja,ja,translation,0,7,7
chatgpt,S09,ja_translation_reason_ja,ja,ja,translation,0,6,6
chatgpt,S10,ja_translation_reason_ja,ja,ja,translation,0,7,7
chatgpt,S11,ja_translation_reason_ja,ja,ja,translation,0,6,6
chatgpt,S12,ja_translation_reason_ja,ja,ja,translation,1,3,4
chatgpt,S13,ja_translation_reason_ja,ja,ja,translation,1,2,1
chatgpt,S14,ja_translation_reason_ja,ja,ja,translation,1,5,6
chatgpt,S15,ja_translation_reason_ja,ja,ja,translation,0,1,1
chatgpt,S16,ja_translation_reason_ja,ja,ja,translation,1,3,4
chatgpt,S17,ja_translation_reason_ja,ja,ja,translation,0,7,7
chatgpt,S18,ja_translation_reason_ja,ja,ja,translation,0,7,7
chatgpt,S19,ja_translation_reason_ja,ja,ja,translation,0,6,6
chatgpt,S20,ja_translation_reason_ja,ja,ja,translation,1,5,6
chatgpt,S21,ja_translation_reason_ja,ja,ja,translation,1,7,6
chatgpt,S22,ja_translation_reason_ja,ja,ja,translation,0,6,6
chatgpt,S23,ja_translation_reason_ja,ja,ja,translation,0,5,5
chatgpt,S24,ja_translation_reason_ja,ja,ja,translation,1,6,7
chatgpt,S25,ja_translation_reason_ja,ja,ja,translation,1,2,1
chatgpt,S01,ja_adapted_reason_en,ja,en,adapted,0,7,7
chatgpt,S02,ja_adapted_reason_en,ja,en,adapted,0,7,7
chatgpt,S03,ja_adapted_reason_en,ja,en,adapted,1,7,6
chatgpt,S04,ja_adapted_reason_en,ja,en,adapted,0,7,7
chatgpt,S05,ja_adapted_reason_en,ja,en,adapted,0,6,6
chatgpt,S06,ja_adapted_reason_en,ja,en,adapted,1,7,6
chatgpt,S07,ja_adapted_reason_en,ja,en,adapted,0,7,7
chatgpt,S08,ja_adapted_reason_en,ja,en,adapted,0,7,7
chatgpt,S09,ja_adapted_reason_en,ja,en,adapted,0,6,6
chatgpt,S10,ja_adapted_reason_en,ja,en,adapted,1,5,6
chatgpt,S11,ja_adapted_reason_en,ja,en,adapted,3,3,6
chatgpt,S12,ja_adapted_reason_en,ja,en,adapted,2,3,5
chatgpt,S13,ja_adapted_reason_en,ja,en,adapted,1,2,1
chatgpt,S14,ja_adapted_reason_en,ja,en,adapted,1,5,6
chatgpt,S15,ja_adapted_reason_en,ja,en,adapted,1,2,1
chatgpt,S16,ja_adapted_reason_en,ja,en,adapted,2,2,4
chatgpt,S17,ja_adapted_reason_en,ja,en,adapted,1,7,6
chatgpt,S18,ja_adapted_reason_en,ja,en,adapted,0,7,7
chatgpt,S19,ja_adapted_reason_en,ja,en,adapted,0,6,6
chatgpt,S20,ja_adapted_reason_en,ja,en,adapted,1,5,6
chatgpt,S21,ja_adapted_reason_en,ja,en,adapted,0,6,6
chatgpt,S22,ja_adapted_reason_en,ja,en,adapted,0,6,6
chatgpt,S23,ja_adapted_reason_en,ja,en,adapted,1,4,5
chatgpt,S24,ja_adapted_reason_en,ja,en,adapted,0,6,6
chatgpt,S25,ja_adapted_reason_en,ja,en,adapted,1,2,1
chatgpt,S01,ja_adapted_reason_ja,ja,ja,adapted,0,7,7
chatgpt,S02,ja_adapted_reason_ja,ja,ja,adapted,0,7,7
chatgpt,S03,ja_adapted_reason_ja,ja,ja,adapted,0,7,7
chatgpt,S04,ja_adapted_reason_ja,ja,ja,adapted,0,7,7
chatgpt,S05,ja_adapted_reason_ja,ja,ja,adapted,0,6,6
chatgpt,S06,ja_adapted_reason_ja,ja,ja,adapted,0,7,7
chatgpt,S07,ja_adapted_reason_ja,ja,ja,adapted,0,7,7
chatgpt,S08,ja_adapted_reason_ja,ja,ja,adapted,0,7,7
chatgpt,S09,ja_adapted_reason_ja,ja,ja,adapted,0,7,7
chatgpt,S10,ja_adapted_reason_ja,ja,ja,adapted,0,6,6
chatgpt,S11,ja_adapted_reason_ja,ja,ja,adapted,3,3,6
chatgpt,S12,ja_adapted_reason_ja,ja,ja,adapted,0,3,3
chatgpt,S13,ja_adapted_reason_ja,ja,ja,adapted,1,2,1
chatgpt,S14,ja_adapted_reason_ja,ja,ja,adapted,1,5,6
chatgpt,S15,ja_adapted_reason_ja,ja,ja,adapted,0,1,1
chatgpt,S16,ja_adapted_reason_ja,ja,ja,adapted,1,3,4
chatgpt,S17,ja_adapted_reason_ja,ja,ja,adapted,1,7,6
chatgpt,S18,ja_adapted_reason_ja,ja,ja,adapted,0,7,7
chatgpt,S19,ja_adapted_reason_ja,ja,ja,adapted,0,6,6
chatgpt,S20,ja_adapted_reason_ja,ja,ja,adapted,0,6,6
chatgpt,S21,ja_adapted_reason_ja,ja,ja,adapted,0,6,6
chatgpt,S22,ja_adapted_reason_ja,ja,ja,adapted,1,6,5
chatgpt,S23,ja_adapted_reason_ja,ja,ja,adapted,1,4,5
chatgpt,S24,ja_adapted_reason_ja,ja,ja,adapted,1,7,6
chatgpt,S25,ja_adapted_reason_ja,ja,ja,adapted,1,2,1
chatgpt,S01,ar_translation_reason_en,ar,en,translation,0,7,7
chatgpt,S02,ar_translation_reason_en,ar,en,translation,0,7,7
chatgpt,S03,ar_translation_reason_en,ar,en,translation,1,7,6
chatgpt,S04,ar_translation_reason_en,ar,en,translation,0,7,7
chatgpt,S05,ar_translation_reason_en,ar,en,translation,0,6,6
chatgpt,S06,ar_translation_reason_en,ar,en,translation,0,7,7
chatgpt,S07,ar_translation_reason_en,ar,en,translation,1,7,6
chatgpt,S08,ar_translation_reason_en,ar,en,translation,0,7,7
chatgpt,S09,ar_translation_reason_en,ar,en,translation,0,6,6
chatgpt,S10,ar_translation_reason_en,ar,en,translation,1,7,6
chatgpt,S11,ar_translation_reason_en,ar,en,translation,2,4,6
chatgpt,S12,ar_translation_reason_en,ar,en,translation,2,3,5
chatgpt,S13,ar_translation_reason_en,ar,en,translation,1,2,1
chatgpt,S14,ar_translation_reason_en,ar,en,translation,0,5,5
chatgpt,S15,ar_translation_reason_en,ar,en,translation,0,1,1
chatgpt,S16,ar_translation_reason_en,ar,en,translation,1,3,4
chatgpt,S17,ar_translation_reason_en,ar,en,translation,0,6,6
chatgpt,S18,ar_translation_reason_en,ar,en,translation,0,7,7
chatgpt,S19,ar_translation_reason_en,ar,en,translation,0,6,6
chatgpt,S20,ar_translation_reason_en,ar,en,translation,1,4,5
chatgpt,S21,ar_translation_reason_en,ar,en,translation,0,6,6
chatgpt,S22,ar_translation_reason_en,ar,en,translation,1,6,5
chatgpt,S23,ar_translation_reason_en,ar,en,translation,0,5,5
chatgpt,S24,ar_translation_reason_en,ar,en,translation,0,6,6
chatgpt,S25,ar_translation_reason_en,ar,en,translation,1,3,2
chatgpt,S01,ar_translation_reason_ar,ar,ar,translation,0,7,7
chatgpt,S02,ar_translation_reason_ar,ar,ar,translation,0,7,7
chatgpt,S03,ar_translation_reason_ar,ar,ar,translation,1,7,6
chatgpt,S04,ar_translation_reason_ar,ar,ar,translation,0,7,7
chatgpt,S05,ar_translation_reason_ar,ar,ar,translation,1,7,6
chatgpt,S06,ar_translation_reason_ar,ar,ar,translation,0,7,7
chatgpt,S07,ar_translation_reason_ar,ar,ar,translation,0,7,7
chatgpt,S08,ar_translation_reason_ar,ar,ar,translation,0,7,7
chatgpt,S09,ar_translation_reason_ar,ar,ar,translation,0,7,7
chatgpt,S10,ar_translation_reason_ar,ar,ar,translation,0,7,7
chatgpt,S11,ar_translation_reason_ar,ar,ar,translation,1,5,6
chatgpt,S12,ar_translation_reason_ar,ar,ar,translation,2,3,5
chatgpt,S13,ar_translation_reason_ar,ar,ar,translation,0,1,1
chatgpt,S14,ar_translation_reason_ar,ar,ar,translation,0,5,5
chatgpt,S15,ar_translation_reason_ar,ar,ar,translation,0,1,1
chatgpt,S16,ar_translation_reason_ar,ar,ar,translation,1,4,5
chatgpt,S17,ar_translation_reason_ar,ar,ar,translation,1,7,6
chatgpt,S18,ar_translation_reason_ar,ar,ar,translation,0,7,7
chatgpt,S19,ar_translation_reason_ar,ar,ar,translation,1,7,6
chatgpt,S20,ar_translation_reason_ar,ar,ar,translation,1,6,5
chatgpt,S21,ar_translation_reason_ar,ar,ar,translation,1,7,6
chatgpt,S22,ar_translation_reason_ar,ar,ar,translation,0,6,6
chatgpt,S23,ar_translation_reason_ar,ar,ar,translation,2,7,5
chatgpt,S24,ar_translation_reason_ar,ar,ar,translation,1,7,6
chatgpt,S25,ar_translation_reason_ar,ar,ar,translation,0,3,3
chatgpt,S01,ar_adapted_reason_en,ar,en,adapted,0,7,7
chatgpt,S02,ar_adapted_reason_en,ar,en,adapted,0,7,7
chatgpt,S03,ar_adapted_reason_en,ar,en,adapted,0,6,6
chatgpt,S04,ar_adapted_reason_en,ar,en,adapted,0,7,7
chatgpt,S05,ar_adapted_reason_en,ar,en,adapted,1,6,5
chatgpt,S06,ar_adapted_reason_en,ar,en,adapted,0,7,7
chatgpt,S07,ar_adapted_reason_en,ar,en,adapted,0,7,7
chatgpt,S08,ar_adapted_reason_en,ar,en,adapted,0,7,7
chatgpt,S09,ar_adapted_reason_en,ar,en,adapted,0,6,6
chatgpt,S10,ar_adapted_reason_en,ar,en,adapted,0,6,6
chatgpt,S11,ar_adapted_reason_en,ar,en,adapted,2,4,6
chatgpt,S12,ar_adapted_reason_en,ar,en,adapted,1,4,5
chatgpt,S13,ar_adapted_reason_en,ar,en,adapted,0,1,1
chatgpt,S14,ar_adapted_reason_en,ar,en,adapted,2,4,6
chatgpt,S15,ar_adapted_reason_en,ar,en,adapted,1,2,1
chatgpt,S16,ar_adapted_reason_en,ar,en,adapted,0,1,1
chatgpt,S17,ar_adapted_reason_en,ar,en,adapted,0,7,7
chatgpt,S18,ar_adapted_reason_en,ar,en,adapted,0,6,6
chatgpt,S19,ar_adapted_reason_en,ar,en,adapted,1,4,5
chatgpt,S20,ar_adapted_reason_en,ar,en,adapted,1,3,4
chatgpt,S21,ar_adapted_reason_en,ar,en,adapted,1,6,5
chatgpt,S22,ar_adapted_reason_en,ar,en,adapted,0,4,4
chatgpt,S23,ar_adapted_reason_en,ar,en,adapted,1,3,4
chatgpt,S24,ar_adapted_reason_en,ar,en,adapted,0,6,6
chatgpt,S25,ar_adapted_reason_en,ar,en,adapted,1,3,2
chatgpt,S01,ar_adapted_reason_ar,ar,ar,adapted,0,7,7
chatgpt,S02,ar_adapted_reason_ar,ar,ar,adapted,0,7,7
chatgpt,S03,ar_adapted_reason_ar,ar,ar,adapted,0,7,7
chatgpt,S04,ar_adapted_reason_ar,ar,ar,adapted,0,7,7
chatgpt,S05,ar_adapted_reason_ar,ar,ar,adapted,0,6,6
chatgpt,S06,ar_adapted_reason_ar,ar,ar,adapted,0,7,7
chatgpt,S07,ar_adapted_reason_ar,ar,ar,adapted,0,7,7
chatgpt,S08,ar_adapted_reason_ar,ar,ar,adapted,0,7,7
chatgpt,S09,ar_adapted_reason_ar,ar,ar,adapted,1,7,6
chatgpt,S10,ar_adapted_reason_ar,ar,ar,adapted,1,6,7
chatgpt,S11,ar_adapted_reason_ar,ar,ar,adapted,2,4,6
chatgpt,S12,ar_adapted_reason_ar,ar,ar,adapted,1,5,4
chatgpt,S13,ar_adapted_reason_ar,ar,ar,adapted,0,1,1
chatgpt,S14,ar_adapted_reason_ar,ar,ar,adapted,1,5,6
chatgpt,S15,ar_adapted_reason_ar,ar,ar,adapted,1,2,1
chatgpt,S16,ar_adapted_reason_ar,ar,ar,adapted,0,1,1
chatgpt,S17,ar_adapted_reason_ar,ar,ar,adapted,0,7,7
chatgpt,S18,ar_adapted_reason_ar,ar,ar,adapted,1,7,6
chatgpt,S19,ar_adapted_reason_ar,ar,ar,adapted,0,6,6
chatgpt,S20,ar_adapted_reason_ar,ar,ar,adapted,0,4,4
chatgpt,S21,ar_adapted_reason_ar,ar,ar,adapted,0,6,6
chatgpt,S22,ar_adapted_reason_ar,ar,ar,adapted,0,5,5
chatgpt,S23,ar_adapted_reason_ar,ar,ar,adapted,1,5,4
chatgpt,S24,ar_adapted_reason_ar,ar,ar,adapted,0,6,6
chatgpt,S25,ar_adapted_reason_ar,ar,ar,adapted,1,2,1
claude,S01,en_en,en,en,en,0,7,7
claude,S02,en_en,en,en,en,0,7,7
claude,S03,en_en,en,en,en,0,7,7
claude,S04,en_en,en,en,en,0,7,7
claude,S05,en_en,en,en,en,0,6,6
claude,S06,en_en,en,en,en,0,7,7
claude,S07,en_en,en,en,en,0,7,7
claude,S08,en_en,en,en,en,0,7,7
claude,S09,en_en,en,en,en,0,6,6
claude,S10,en_en,en,en,en,0,7,7
claude,S11,en_en,en,en,en,1,6,7
claude,S12,en_en,en,en,en,1,4,5
claude,S13,en_en,en,en,en,1,2,1
claude,S14,en_en,en,en,en,1,5,6
claude,S15,en_en,en,en,en,1,2,1
claude,S16,en_en,en,en,en,1,4,5
claude,S17,en_en,en,en,en,0,6,6
claude,S18,en_en,en,en,en,0,7,7
claude,S19,en_en,en,en,en,0,6,6
claude,S20,en_en,en,en,en,0,6,6
claude,S21,en_en,en,en,en,0,6,6
claude,S22,en_en,en,en,en,0,6,6
claude,S23,en_en,en,en,en,0,5,5
claude,S24,en_en,en,en,en,0,6,6
claude,S25,en_en,en,en,en,1,3,2
claude,S01,hi_translation_reason_en,hi,en,translation,1,6,7
claude,S02,hi_translation_reason_en,hi,en,translation,1,6,7
claude,S03,hi_translation_reason_en,hi,en,translation,0,6,6
claude,S04,hi_translation_reason_en,hi,en,translation,0,7,7
claude,S05,hi_translation_reason_en,hi,en,translation,0,6,6
claude,S06,hi_translation_reason_en,hi,en,translation,0,7,7
claude,S07,hi_translation_reason_en,hi,en,translation,0,7,7
claude,S08,hi_translation_reason_en,hi,en,translation,1,6,7
claude,S09,hi_translation_reason_en,hi,en,translation,0,6,6
claude,S10,hi_translation_reason_en,hi,en,translation,1,7,6
claude,S11,hi_translation_reason_en,hi,en,translation,1,6,7
claude,S12,hi_translation_reason_en,hi,en,translation,1,4,5
claude,S13,hi_translation_reason_en,hi,en,translation,2,3,1
claude,S14,hi_translation_reason_en,hi,en,translation,1,5,6
claude,S15,hi_translation_reason_en,hi,en,translation,1,2,1
claude,S16,hi_translation_reason_en,hi,en,translation,2,3,5
claude,S17,hi_translation_reason_en,hi,en,translation,1,7,6
claude,S18,hi_translation_reason_en,hi,en,translation,0,7,7
claude,S19,hi_translation_reason_en,hi,en,translation,0,6,6
claude,S20,hi_translation_reason_en,hi,en,translation,0,6,6
claude,S21,hi_translation_reason_en,hi,en,translation,1,7,6
claude,S22,hi_translation_reason_en,hi,en,translation,0,6,6
claude,S23,hi_translation_reason_en,hi,en,translation,1,6,5
claude,S24,hi_translation_reason_en,hi,en,translation,0,6,6
claude,S25,hi_translation_reason_en,hi,en,translation,2,3,1
claude,S01,hi_translation_reason_hi,hi,hi,translation,1,6,7
claude,S02,hi_translation_reason_hi,hi,hi,translation,1,6,7
claude,S03,hi_translation_reason_hi,hi,hi,translation,0,6,6
claude,S04,hi_translation_reason_hi,hi,hi,translation,0,7,7
claude,S05,hi_translation_reason_hi,hi,hi,translation,0,6,6
claude,S06,hi_translation_reason_hi,hi,hi,translation,0,7,7
claude,S07,hi_translation_reason_hi,hi,hi,translation,0,7,7
claude,S08,hi_translation_reason_hi,hi,hi,translation,1,6,7
claude,S09,hi_translation_reason_hi,hi,hi,translation,0,6,6
claude,S10,hi_translation_reason_hi,hi,hi,translation,0,7,7
claude,S11,hi_translation_reason_hi,hi,hi,translation,0,6,6
claude,S12,hi_translation_reason_hi,hi,hi,translation,2,3,5
claude,S13,hi_translation_reason_hi,hi,hi,translation,1,2,1
claude,S14,hi_translation_reason_hi,hi,hi,translation,1,5,6
claude,S15,hi_translation_reason_hi,hi,hi,translation,1,2,1
claude,S16,hi_translation_reason_hi,hi,hi,translation,2,3,5
claude,S17,hi_translation_reason_hi,hi,hi,translation,0,7,7
claude,S18,hi_translation_reason_hi,hi,hi,translation,0,7,7
claude,S19,hi_translation_reason_hi,hi,hi,translation,0,6,6
claude,S20,hi_translation_reason_hi,hi,hi,translation,1,5,6
claude,S21,hi_translation_reason_hi,hi,hi,translation,1,6,7
claude,S22,hi_translation_reason_hi,hi,hi,translation,0,6,6
claude,S23,hi_translation_reason_hi,hi,hi,translation,1,6,5
claude,S24,hi_translation_reason_hi,hi,hi,translation,0,6,6
claude,S25,hi_translation_reason_hi,hi,hi,translation,1,3,2
claude,S01,hi_adapted_reason_en,hi,en,adapted,0,6,6
claude,S02,hi_adapted_reason_en,hi,en,adapted,0,6,6
claude,S03,hi_adapted_reason_en,hi,en,adapted,1,5,6
claude,S04,hi_adapted_reason_en,hi,en,adapted,0,7,7
claude,S05,hi_adapted_reason_en,hi,en,adapted,0,6,6
claude,S06,hi_adapted_reason_en,hi,en,adapted,0,7,7
claude,S07,hi_adapted_reason_en,hi,en,adapted,0,7,7
claude,S08,hi_adapted_reason_en,hi,en,adapted,0,7,7
claude,S09,hi_adapted_reason_en,hi,en,adapted,0,6,6
claude,S10,hi_adapted_reason_en,hi,en,adapted,1,7,6
claude,S11,hi_adapted_reason_en,hi,en,adapted,0,6,6
claude,S12,hi_adapted_reason_en,hi,en,adapted,0,4,4
claude,S13,hi_adapted_reason_en,hi,en,adapted,2,3,1
claude,S14,hi_adapted_reason_en,hi,en,adapted,1,5,6
claude,S15,hi_adapted_reason_en,hi,en,adapted,1,2,1
claude,S16,hi_adapted_reason_en,hi,en,adapted,1,4,5
claude,S17,hi_adapted_reason_en,hi,en,adapted,0,6,6
claude,S18,hi_adapted_reason_en,hi,en,adapted,0,6,6
claude,S19,hi_adapted_reason_en,hi,en,adapted,0,6,6
claude,S20,hi_adapted_reason_en,hi,en,adapted,1,5,6
claude,S21,hi_adapted_reason_en,hi,en,adapted,1,7,6
claude,S22,hi_adapted_reason_en,hi,en,adapted,1,6,5
claude,S23,hi_adapted_reason_en,hi,en,adapted,1,6,5
claude,S24,hi_adapted_reason_en,hi,en,adapted,0,6,6
claude,S25,hi_adapted_reason_en,hi,en,adapted,0,3,3
claude,S01,hi_adapted_reason_hi,hi,hi,adapted,1,6,7
claude,S02,hi_adapted_reason_hi,hi,hi,adapted,1,6,7
claude,S03,hi_adapted_reason_hi,hi,hi,adapted,1,5,6
claude,S04,hi_adapted_reason_hi,hi,hi,adapted,0,7,7
claude,S05,hi_adapted_reason_hi,hi,hi,adapted,0,6,6
claude,S06,hi_adapted_reason_hi,hi,hi,adapted,0,7,7
claude,S07,hi_adapted_reason_hi,hi,hi,adapted,0,7,7
claude,S08,hi_adapted_reason_hi,hi,hi,adapted,1,6,7
claude,S09,hi_adapted_reason_hi,hi,hi,adapted,0,6,6
claude,S10,hi_adapted_reason_hi,hi,hi,adapted,0,7,7
claude,S11,hi_adapted_reason_hi,hi,hi,adapted,0,6,6
claude,S12,hi_adapted_reason_hi,hi,hi,adapted,1,3,4
claude,S13,hi_adapted_reason_hi,hi,hi,adapted,1,2,1
claude,S14,hi_adapted_reason_hi,hi,hi,adapted,1,5,6
claude,S15,hi_adapted_reason_hi,hi,hi,adapted,0,1,1
claude,S16,hi_adapted_reason_hi,hi,hi,adapted,1,4,5
claude,S17,hi_adapted_reason_hi,hi,hi,adapted,1,6,7
claude,S18,hi_adapted_reason_hi,hi,hi,adapted,1,6,7
claude,S19,hi_adapted_reason_hi,hi,hi,adapted,0,6,6
claude,S20,hi_adapted_reason_hi,hi,hi,adapted,1,5,6
claude,S21,hi_adapted_reason_hi,hi,hi,adapted,0,6,6
claude,S22,hi_adapted_reason_hi,hi,hi,adapted,0,5,5
claude,S23,hi_adapted_reason_hi,hi,hi,adapted,0,6,6
claude,S24,hi_adapted_reason_hi,hi,hi,adapted,0,6,6
claude,S25,hi_adapted_reason_hi,hi,hi,adapted,0,3,3
claude,S01,bn_translation_reason_en,bn,en,translation,1,6,7
claude,S02,bn_translation_reason_en,bn,en,translation,1,6,7
claude,S03,bn_translation_reason_en,bn,en,translation,1,5,6
claude,S04,bn_translation_reason_en,bn,en,translation,0,7,7
claude,S05,bn_translation_reason_en,bn,en,translation,0,6,6
claude,S06,bn_translation_reason_en,bn,en,translation,0,7,7
claude,S07,bn_translation_reason_en,bn,en,translation,0,7,7
claude,S08,bn_translation_reason_en,bn,en,translation,0,7,7
claude,S09,bn_translation_reason_en,bn,en,translation,0,6,6
claude,S10,bn_translation_reason_en,bn,en,translation,0,7,7
claude,S11,bn_translation_reason_en,bn,en,translation,0,6,6
claude,S12,bn_translation_reason_en,bn,en,translation,1,4,5
claude,S13,bn_translation_reason_en,bn,en,translation,2,3,1
claude,S14,bn_translation_reason_en,bn,en,translation,2,4,6
claude,S15,bn_translation_reason_en,bn,en,translation,1,2,1
claude,S16,bn_translation_reason_en,bn,en,translation,1,4,5
claude,S17,bn_translation_reason_en,bn,en,translation,0,6,6
claude,S18,bn_translation_reason_en,bn,en,translation,0,7,7
claude,S19,bn_translation_reason_en,bn,en,translation,0,6,6
claude,S20,bn_translation_reason_en,bn,en,translation,0,6,6
claude,S21,bn_translation_reason_en,bn,en,translation,1,7,6
claude,S22,bn_translation_reason_en,bn,en,translation,0,6,6
claude,S23,bn_translation_reason_en,bn,en,translation,1,6,5
claude,S24,bn_translation_reason_en,bn,en,translation,0,6,6
claude,S25,bn_translation_reason_en,bn,en,translation,1,3,2
claude,S01,bn_translation_reason_bn,bn,bn,translation,1,6,7
claude,S02,bn_translation_reason_bn,bn,bn,translation,1,6,7
claude,S03,bn_translation_reason_bn,bn,bn,translation,0,6,6
claude,S04,bn_translation_reason_bn,bn,bn,translation,0,7,7
claude,S05,bn_translation_reason_bn,bn,bn,translation,0,6,6
claude,S06,bn_translation_reason_bn,bn,bn,translation,0,7,7
claude,S07,bn_translation_reason_bn,bn,bn,translation,1,6,7
claude,S08,bn_translation_reason_bn,bn,bn,translation,0,7,7
claude,S09,bn_translation_reason_bn,bn,bn,translation,1,6,7
claude,S10,bn_translation_reason_bn,bn,bn,translation,0,7,7
claude,S11,bn_translation_reason_bn,bn,bn,translation,1,7,6
claude,S12,bn_translation_reason_bn,bn,bn,translation,0,4,4
claude,S13,bn_translation_reason_bn,bn,bn,translation,2,3,1
claude,S14,bn_translation_reason_bn,bn,bn,translation,1,5,6
claude,S15,bn_translation_reason_bn,bn,bn,translation,1,2,1
claude,S16,bn_translation_reason_bn,bn,bn,translation,0,5,5
claude,S17,bn_translation_reason_bn,bn,bn,translation,1,6,7
claude,S18,bn_translation_reason_bn,bn,bn,translation,0,7,7
claude,S19,bn_translation_reason_bn,bn,bn,translation,1,6,7
claude,S20,bn_translation_reason_bn,bn,bn,translation,0,6,6
claude,S21,bn_translation_reason_bn,bn,bn,translation,1,7,6
claude,S22,bn_translation_reason_bn,bn,bn,translation,0,6,6
claude,S23,bn_translation_reason_bn,bn,bn,translation,1,6,5
claude,S24,bn_translation_reason_bn,bn,bn,translation,0,6,6
claude,S25,bn_translation_reason_bn,bn,bn,translation,2,3,1
claude,S01,bn_adapted_reason_en,bn,en,adapted,0,7,7
claude,S02,bn_adapted_reason_en,bn,en,adapted,1,6,7
claude,S03,bn_adapted_reason_en,bn,en,adapted,1,5,6
claude,S04,bn_adapted_reason_en,bn,en,adapted,0,7,7
claude,S05,bn_adapted_reason_en,bn,en,adapted,0,6,6
claude,S06,bn_adapted_reason_en,bn,en,adapted,0,7,7
claude,S07,bn_adapted_reason_en,bn,en,adapted,0,7,7
claude,S08,bn_adapted_reason_en,bn,en,adapted,0,7,7
claude,S09,bn_adapted_reason_en,bn,en,adapted,0,6,6
claude,S10,bn_adapted_reason_en,bn,en,adapted,0,6,6
claude,S11,bn_adapted_reason_en,bn,en,adapted,1,6,7
claude,S12,bn_adapted_reason_en,bn,en,adapted,1,4,5
claude,S13,bn_adapted_reason_en,bn,en,adapted,2,3,1
