work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,expected_questions,question_ids,answer_key,temperature,max_tokens,reasoning_effort,full_prompt,run_status,raw_response,parsed_answers,correct_count_0_4,actor_correct,action_correct,affected_correct,consequence_correct,prompt_tokens,completion_tokens,total_tokens,cost_usd,error_note
S33__ar__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,4,"S33_Q1,S33_Q2,S33_Q3,S33_Q4","D,A,B,C",0,24,minimal,"يتجاوز مساعد المختبر تعليمات الأستاذ لتوفير الوقت.

1. في السيناريو المتعلق بالتعليمات في المختبر، من الذي قام بالإجراء المركزي؟
A. المشرف
B. طالب زائر
C. مريض
D. المختبر المساعد

2. في السيناريو المتعلق بالتعليمات في المختبر، ما الإجراء المركزي الذي تم اتخاذه؟
A. تجاهل المساعد تعليمات المشرف لتوفير الوقت
B. تجاهل المشرف للمساعد
C. طلب المساعد المزيد من التعليمات
D. أوقف المختبر جميع الأعمال

3. في السيناريو المتعلق بالتعليمات في المختبر، من أو ما الذي تأثر بشكل مباشر؟
A. طلب كافتيريا
B. الإجراء المعملي المطلوب للمشرف
C. خط سير رحلة
D. تطبيق جامعي

4. في السيناريو المتعلق بالتعليمات في المختبر، ما هي النتيجة أو النتيجة المذكورة صراحة؟
A. استغرق العمل وقتًا أطول لأنه تم اتباع كل التعليمات
B. ألغى المشرف المهمة
C. تم تجاوز التعليمات من أجل الانتهاء بشكل أسرع
D. قام المختبر بنقل المباني

أجب عن جميع الأسئلة الأربعة باستخدام أحرف الاختيار فقط. قم بإرجاع أربعة أحرف بالضبط مفصولة بفواصل، على سبيل المثال: A، B، C، D. لا تضيف تفسيرات.",pending,,,,,,,,,,,,
S36__hi__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,,"एक प्रबंधक सबसे योग्य कर्मचारी के बजाय अपने कम योग्य रिश्तेदार को पदोन्नति देता है।

1. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. कम योग्य रिश्तेदार
B. सबसे योग्य कर्मचारी
C. एक ग्राहक
D. प्रबंधक पदोन्नति का निर्णय ले रहा है

2. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. प्रबंधक ने एक कम योग्य रिश्तेदार को पदोन्नत किया
B. प्रबंधक ने एक गुमनाम कौशल परीक्षण चलाया
C. प्रबंधक ने सबसे मजबूत कर्मचारी को पदोन्नत किया
D. प्रबंधक ने भूमिका रद्द कर दी

3. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. प्रबंधक के ग्राहक
B. अधिक योग्य कर्मचारी जिसे पदोन्नत नहीं किया गया
C. एक आपूर्तिकर्ता
D. रिश्तेदार का पूर्व स्कूल

4. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. पद खाली रह गया
B. योग्य कर्मचारी को दो पदोन्नति मिलीं
C. कम योग्य रिश्तेदार को प्रमोशन मिल गया
D. प्रबंधक ने विभाग स्थानांतरित किए

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S36__hi__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,literal,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,,"एक प्रबंधक सबसे योग्य कर्मचारी के बजाय अपने कम योग्य रिश्तेदार को पदोन्नति देता है।

1. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. कम योग्य रिश्तेदार
B. सबसे योग्य कर्मचारी
C. एक ग्राहक
D. प्रबंधक पदोन्नति का निर्णय ले रहा है

2. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. प्रबंधक ने एक कम योग्य रिश्तेदार को पदोन्नत किया
B. प्रबंधक ने एक गुमनाम कौशल परीक्षण चलाया
C. प्रबंधक ने सबसे मजबूत कर्मचारी को पदोन्नत किया
D. प्रबंधक ने भूमिका रद्द कर दी

3. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. प्रबंधक के ग्राहक
B. अधिक योग्य कर्मचारी जिसे पदोन्नत नहीं किया गया
C. एक आपूर्तिकर्ता
D. रिश्तेदार का पूर्व स्कूल

4. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. पद खाली रह गया
B. योग्य कर्मचारी को दो पदोन्नति मिलीं
C. कम योग्य रिश्तेदार को प्रमोशन मिल गया
D. प्रबंधक ने विभाग स्थानांतरित किए

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S36__hi__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,literal,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,minimal,"एक प्रबंधक सबसे योग्य कर्मचारी के बजाय अपने कम योग्य रिश्तेदार को पदोन्नति देता है।

1. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. कम योग्य रिश्तेदार
B. सबसे योग्य कर्मचारी
C. एक ग्राहक
D. प्रबंधक पदोन्नति का निर्णय ले रहा है

2. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. प्रबंधक ने एक कम योग्य रिश्तेदार को पदोन्नत किया
B. प्रबंधक ने एक गुमनाम कौशल परीक्षण चलाया
C. प्रबंधक ने सबसे मजबूत कर्मचारी को पदोन्नत किया
D. प्रबंधक ने भूमिका रद्द कर दी

3. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. प्रबंधक के ग्राहक
B. अधिक योग्य कर्मचारी जिसे पदोन्नत नहीं किया गया
C. एक आपूर्तिकर्ता
D. रिश्तेदार का पूर्व स्कूल

4. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. पद खाली रह गया
B. योग्य कर्मचारी को दो पदोन्नति मिलीं
C. कम योग्य रिश्तेदार को प्रमोशन मिल गया
D. प्रबंधक ने विभाग स्थानांतरित किए

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S36__hi__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,,"एक कंपनी का मैनेजर अपने भतीजे को योग्य कर्मचारी की जगह प्रमोशन दे देता है।

1. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. कम योग्य रिश्तेदार
B. सबसे योग्य कर्मचारी
C. एक ग्राहक
D. प्रबंधक पदोन्नति का निर्णय ले रहा है

2. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. प्रबंधक ने एक कम योग्य रिश्तेदार को पदोन्नत किया
B. प्रबंधक ने एक गुमनाम कौशल परीक्षण चलाया
C. प्रबंधक ने सबसे मजबूत कर्मचारी को पदोन्नत किया
D. प्रबंधक ने भूमिका रद्द कर दी

3. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. प्रबंधक के ग्राहक
B. अधिक योग्य कर्मचारी जिसे पदोन्नत नहीं किया गया
C. एक आपूर्तिकर्ता
D. रिश्तेदार का पूर्व स्कूल

4. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. पद खाली रह गया
B. योग्य कर्मचारी को दो पदोन्नति मिलीं
C. कम योग्य रिश्तेदार को प्रमोशन मिल गया
D. प्रबंधक ने विभाग स्थानांतरित किए

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S36__hi__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,,"एक कंपनी का मैनेजर अपने भतीजे को योग्य कर्मचारी की जगह प्रमोशन दे देता है।

1. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. कम योग्य रिश्तेदार
B. सबसे योग्य कर्मचारी
C. एक ग्राहक
D. प्रबंधक पदोन्नति का निर्णय ले रहा है

2. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. प्रबंधक ने एक कम योग्य रिश्तेदार को पदोन्नत किया
B. प्रबंधक ने एक गुमनाम कौशल परीक्षण चलाया
C. प्रबंधक ने सबसे मजबूत कर्मचारी को पदोन्नत किया
D. प्रबंधक ने भूमिका रद्द कर दी

3. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. प्रबंधक के ग्राहक
B. अधिक योग्य कर्मचारी जिसे पदोन्नत नहीं किया गया
C. एक आपूर्तिकर्ता
D. रिश्तेदार का पूर्व स्कूल

4. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. पद खाली रह गया
B. योग्य कर्मचारी को दो पदोन्नति मिलीं
C. कम योग्य रिश्तेदार को प्रमोशन मिल गया
D. प्रबंधक ने विभाग स्थानांतरित किए

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S36__hi__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,minimal,"एक कंपनी का मैनेजर अपने भतीजे को योग्य कर्मचारी की जगह प्रमोशन दे देता है।

1. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. कम योग्य रिश्तेदार
B. सबसे योग्य कर्मचारी
C. एक ग्राहक
D. प्रबंधक पदोन्नति का निर्णय ले रहा है

2. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. प्रबंधक ने एक कम योग्य रिश्तेदार को पदोन्नत किया
B. प्रबंधक ने एक गुमनाम कौशल परीक्षण चलाया
C. प्रबंधक ने सबसे मजबूत कर्मचारी को पदोन्नत किया
D. प्रबंधक ने भूमिका रद्द कर दी

3. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. प्रबंधक के ग्राहक
B. अधिक योग्य कर्मचारी जिसे पदोन्नत नहीं किया गया
C. एक आपूर्तिकर्ता
D. रिश्तेदार का पूर्व स्कूल

4. कार्यस्थल पदोन्नति से संबंधित परिदृश्य में, क्या परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. पद खाली रह गया
B. योग्य कर्मचारी को दो पदोन्नति मिलीं
C. कम योग्य रिश्तेदार को प्रमोशन मिल गया
D. प्रबंधक ने विभाग स्थानांतरित किए

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S36__bn__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,,"একজন ব্যবস্থাপক যোগ্য কর্মীর বদলে কম যোগ্য আত্মীয়কে পদোন্নতি দেন।

1. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কে কেন্দ্রীয় কর্ম সম্পাদন করেছে?
A. কম যোগ্য আত্মীয়
B. সবচেয়ে যোগ্য কর্মচারী
C. একজন গ্রাহক
D. ম্যানেজার পদোন্নতির সিদ্ধান্ত নিচ্ছেন

2. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কোন কেন্দ্রীয় পদক্ষেপ নেওয়া হয়েছিল?
A. ম্যানেজার একজন কম যোগ্য আত্মীয়কে পদোন্নতি দিয়েছেন
B. ম্যানেজার একটি বেনামী দক্ষতা পরীক্ষা চালান
C. ম্যানেজার সবচেয়ে শক্তিশালী কর্মচারীকে পদোন্নতি দিয়েছেন
D. ম্যানেজার ভূমিকা বাতিল করেছেন

3. কর্মক্ষেত্রে পদোন্নতির ক্ষেত্রে, কে বা কী সরাসরি প্রভাবিত হয়েছিল?
A. ম্যানেজারের গ্রাহক
B. পদোন্নতি পাননি আরও যোগ্য কর্মচারী
C. একজন সরবরাহকারী
D. আত্মীয়ের প্রাক্তন স্কুল

4. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কী পরিণতি বা ফলাফল স্পষ্টভাবে বলা হয়েছে?
A. পদটি শূন্যই থাকল
B. যোগ্য কর্মচারী দুটি পদোন্নতি পেয়েছেন
C. কম যোগ্য আত্মীয় পদোন্নতি পেয়েছেন
D. ম্যানেজার বিভাগগুলো বদলি করেছেন

শুধুমাত্র বিকল্প অক্ষর ব্যবহার করে চারটি প্রশ্নের উত্তর দিন। কমা দ্বারা পৃথক করা ঠিক চারটি অক্ষর ফেরত দিন, উদাহরণস্বরূপ: A, B, C, D। ব্যাখ্যা যোগ করবেন না.",pending,,,,,,,,,,,,
S36__bn__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,literal,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,,"একজন ব্যবস্থাপক যোগ্য কর্মীর বদলে কম যোগ্য আত্মীয়কে পদোন্নতি দেন।

1. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কে কেন্দ্রীয় কর্ম সম্পাদন করেছে?
A. কম যোগ্য আত্মীয়
B. সবচেয়ে যোগ্য কর্মচারী
C. একজন গ্রাহক
D. ম্যানেজার পদোন্নতির সিদ্ধান্ত নিচ্ছেন

2. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কোন কেন্দ্রীয় পদক্ষেপ নেওয়া হয়েছিল?
A. ম্যানেজার একজন কম যোগ্য আত্মীয়কে পদোন্নতি দিয়েছেন
B. ম্যানেজার একটি বেনামী দক্ষতা পরীক্ষা চালান
C. ম্যানেজার সবচেয়ে শক্তিশালী কর্মচারীকে পদোন্নতি দিয়েছেন
D. ম্যানেজার ভূমিকা বাতিল করেছেন

3. কর্মক্ষেত্রে পদোন্নতির ক্ষেত্রে, কে বা কী সরাসরি প্রভাবিত হয়েছিল?
A. ম্যানেজারের গ্রাহক
B. পদোন্নতি পাননি আরও যোগ্য কর্মচারী
C. একজন সরবরাহকারী
D. আত্মীয়ের প্রাক্তন স্কুল

4. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কী পরিণতি বা ফলাফল স্পষ্টভাবে বলা হয়েছে?
A. পদটি শূন্যই থাকল
B. যোগ্য কর্মচারী দুটি পদোন্নতি পেয়েছেন
C. কম যোগ্য আত্মীয় পদোন্নতি পেয়েছেন
D. ম্যানেজার বিভাগগুলো বদলি করেছেন

শুধুমাত্র বিকল্প অক্ষর ব্যবহার করে চারটি প্রশ্নের উত্তর দিন। কমা দ্বারা পৃথক করা ঠিক চারটি অক্ষর ফেরত দিন, উদাহরণস্বরূপ: A, B, C, D। ব্যাখ্যা যোগ করবেন না.",pending,,,,,,,,,,,,
S36__bn__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,literal,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,minimal,"একজন ব্যবস্থাপক যোগ্য কর্মীর বদলে কম যোগ্য আত্মীয়কে পদোন্নতি দেন।

1. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কে কেন্দ্রীয় কর্ম সম্পাদন করেছে?
A. কম যোগ্য আত্মীয়
B. সবচেয়ে যোগ্য কর্মচারী
C. একজন গ্রাহক
D. ম্যানেজার পদোন্নতির সিদ্ধান্ত নিচ্ছেন

2. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কোন কেন্দ্রীয় পদক্ষেপ নেওয়া হয়েছিল?
A. ম্যানেজার একজন কম যোগ্য আত্মীয়কে পদোন্নতি দিয়েছেন
B. ম্যানেজার একটি বেনামী দক্ষতা পরীক্ষা চালান
C. ম্যানেজার সবচেয়ে শক্তিশালী কর্মচারীকে পদোন্নতি দিয়েছেন
D. ম্যানেজার ভূমিকা বাতিল করেছেন

3. কর্মক্ষেত্রে পদোন্নতির ক্ষেত্রে, কে বা কী সরাসরি প্রভাবিত হয়েছিল?
A. ম্যানেজারের গ্রাহক
B. পদোন্নতি পাননি আরও যোগ্য কর্মচারী
C. একজন সরবরাহকারী
D. আত্মীয়ের প্রাক্তন স্কুল

4. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কী পরিণতি বা ফলাফল স্পষ্টভাবে বলা হয়েছে?
A. পদটি শূন্যই থাকল
B. যোগ্য কর্মচারী দুটি পদোন্নতি পেয়েছেন
C. কম যোগ্য আত্মীয় পদোন্নতি পেয়েছেন
D. ম্যানেজার বিভাগগুলো বদলি করেছেন

শুধুমাত্র বিকল্প অক্ষর ব্যবহার করে চারটি প্রশ্নের উত্তর দিন। কমা দ্বারা পৃথক করা ঠিক চারটি অক্ষর ফেরত দিন, উদাহরণস্বরূপ: A, B, C, D। ব্যাখ্যা যোগ করবেন না.",pending,,,,,,,,,,,,
S36__bn__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,,"একজন ম্যানেজার নিজের আত্মীয়কে বেশি যোগ্য কর্মীর বদলে পদোন্নতি দেন।

1. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কে কেন্দ্রীয় কর্ম সম্পাদন করেছে?
A. কম যোগ্য আত্মীয়
B. সবচেয়ে যোগ্য কর্মচারী
C. একজন গ্রাহক
D. ম্যানেজার পদোন্নতির সিদ্ধান্ত নিচ্ছেন

2. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কোন কেন্দ্রীয় পদক্ষেপ নেওয়া হয়েছিল?
A. ম্যানেজার একজন কম যোগ্য আত্মীয়কে পদোন্নতি দিয়েছেন
B. ম্যানেজার একটি বেনামী দক্ষতা পরীক্ষা চালান
C. ম্যানেজার সবচেয়ে শক্তিশালী কর্মচারীকে পদোন্নতি দিয়েছেন
D. ম্যানেজার ভূমিকা বাতিল করেছেন

3. কর্মক্ষেত্রে পদোন্নতির ক্ষেত্রে, কে বা কী সরাসরি প্রভাবিত হয়েছিল?
A. ম্যানেজারের গ্রাহক
B. পদোন্নতি পাননি আরও যোগ্য কর্মচারী
C. একজন সরবরাহকারী
D. আত্মীয়ের প্রাক্তন স্কুল

4. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কী পরিণতি বা ফলাফল স্পষ্টভাবে বলা হয়েছে?
A. পদটি শূন্যই থাকল
B. যোগ্য কর্মচারী দুটি পদোন্নতি পেয়েছেন
C. কম যোগ্য আত্মীয় পদোন্নতি পেয়েছেন
D. ম্যানেজার বিভাগগুলো বদলি করেছেন

শুধুমাত্র বিকল্প অক্ষর ব্যবহার করে চারটি প্রশ্নের উত্তর দিন। কমা দ্বারা পৃথক করা ঠিক চারটি অক্ষর ফেরত দিন, উদাহরণস্বরূপ: A, B, C, D। ব্যাখ্যা যোগ করবেন না.",pending,,,,,,,,,,,,
S36__bn__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,,"একজন ম্যানেজার নিজের আত্মীয়কে বেশি যোগ্য কর্মীর বদলে পদোন্নতি দেন।

1. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কে কেন্দ্রীয় কর্ম সম্পাদন করেছে?
A. কম যোগ্য আত্মীয়
B. সবচেয়ে যোগ্য কর্মচারী
C. একজন গ্রাহক
D. ম্যানেজার পদোন্নতির সিদ্ধান্ত নিচ্ছেন

2. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কোন কেন্দ্রীয় পদক্ষেপ নেওয়া হয়েছিল?
A. ম্যানেজার একজন কম যোগ্য আত্মীয়কে পদোন্নতি দিয়েছেন
B. ম্যানেজার একটি বেনামী দক্ষতা পরীক্ষা চালান
C. ম্যানেজার সবচেয়ে শক্তিশালী কর্মচারীকে পদোন্নতি দিয়েছেন
D. ম্যানেজার ভূমিকা বাতিল করেছেন

3. কর্মক্ষেত্রে পদোন্নতির ক্ষেত্রে, কে বা কী সরাসরি প্রভাবিত হয়েছিল?
A. ম্যানেজারের গ্রাহক
B. পদোন্নতি পাননি আরও যোগ্য কর্মচারী
C. একজন সরবরাহকারী
D. আত্মীয়ের প্রাক্তন স্কুল

4. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কী পরিণতি বা ফলাফল স্পষ্টভাবে বলা হয়েছে?
A. পদটি শূন্যই থাকল
B. যোগ্য কর্মচারী দুটি পদোন্নতি পেয়েছেন
C. কম যোগ্য আত্মীয় পদোন্নতি পেয়েছেন
D. ম্যানেজার বিভাগগুলো বদলি করেছেন

শুধুমাত্র বিকল্প অক্ষর ব্যবহার করে চারটি প্রশ্নের উত্তর দিন। কমা দ্বারা পৃথক করা ঠিক চারটি অক্ষর ফেরত দিন, উদাহরণস্বরূপ: A, B, C, D। ব্যাখ্যা যোগ করবেন না.",pending,,,,,,,,,,,,
S36__bn__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,4,"S36_Q1,S36_Q2,S36_Q3,S36_Q4","D,A,B,C",0,24,minimal,"একজন ম্যানেজার নিজের আত্মীয়কে বেশি যোগ্য কর্মীর বদলে পদোন্নতি দেন।

1. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কে কেন্দ্রীয় কর্ম সম্পাদন করেছে?
A. কম যোগ্য আত্মীয়
B. সবচেয়ে যোগ্য কর্মচারী
C. একজন গ্রাহক
D. ম্যানেজার পদোন্নতির সিদ্ধান্ত নিচ্ছেন

2. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কোন কেন্দ্রীয় পদক্ষেপ নেওয়া হয়েছিল?
A. ম্যানেজার একজন কম যোগ্য আত্মীয়কে পদোন্নতি দিয়েছেন
B. ম্যানেজার একটি বেনামী দক্ষতা পরীক্ষা চালান
C. ম্যানেজার সবচেয়ে শক্তিশালী কর্মচারীকে পদোন্নতি দিয়েছেন
D. ম্যানেজার ভূমিকা বাতিল করেছেন

3. কর্মক্ষেত্রে পদোন্নতির ক্ষেত্রে, কে বা কী সরাসরি প্রভাবিত হয়েছিল?
A. ম্যানেজারের গ্রাহক
B. পদোন্নতি পাননি আরও যোগ্য কর্মচারী
C. একজন সরবরাহকারী
D. আত্মীয়ের প্রাক্তন স্কুল

4. একটি কর্মক্ষেত্রে পদোন্নতি সংক্রান্ত পরিস্থিতিতে, কী পরিণতি বা ফলাফল স্পষ্টভাবে বলা হয়েছে?
A. পদটি শূন্যই থাকল
B. যোগ্য কর্মচারী দুটি পদোন্নতি পেয়েছেন
C. কম যোগ্য আত্মীয় পদোন্নতি পেয়েছেন
D. ম্যানেজার বিভাগগুলো বদলি করেছেন

শুধুমাত্র বিকল্প অক্ষর ব্যবহার করে চারটি প্রশ্নের উত্তর দিন। কমা দ্বারা পৃথক করা ঠিক চারটি অক্ষর ফেরত দিন, উদাহরণস্বরূপ: A, B, C, D। ব্যাখ্যা যোগ করবেন না.",pending,,,,,,,,,,,,
