work_unit_id,attempt_number,status,model_id,temperature,max_tokens,reasoning_effort,raw_response,error_note,prompt_tokens,completion_tokens,total_tokens,cost_usd,created_at
S18__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,478,7,485,0.00078,2026-07-27 10:39:00
S18__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"C, D, A, B",,599,7,606,0.0015675,2026-07-27 10:38:58
S18__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C, D, A, B",,1430,10,1440,0.00444,2026-07-27 10:38:59
S18__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,508,7,515,0.000825,2026-07-27 10:38:59
S18__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, D, A, B",,609,7,616,0.0015925,2026-07-27 10:39:07
S18__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,C、D、A、B,,710,10,720,0.00228,2026-07-27 10:39:09
S18__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,430,7,437,0.000708,2026-07-27 10:39:08
S18__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,C、D、A、B,,713,7,720,0.0018525,2026-07-27 10:39:06
S18__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,C、D、A、B,,826,10,836,0.002628,2026-07-27 10:39:09
S18__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,500,7,507,0.000813,2026-07-27 10:39:07
S18__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,D,A,B",,738,4,742,0.001885,2026-07-27 10:39:04
S18__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C,D,A,B",,1871,10,1881,0.005763,2026-07-27 10:39:04
S18__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,530,7,537,0.000858,2026-07-27 10:39:04
S18__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,D,A,B",,778,4,782,0.001985,2026-07-27 10:39:02
S18__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,D,A,B",,1961,10,1971,0.006033,2026-07-27 10:39:04
S18__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,560,7,567,0.000903,2026-07-27 10:39:03
S20__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B، C، D، A,,367,7,374,0.0009875,2026-07-27 10:40:04
S20__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، C، D، A,,715,10,725,0.002295,2026-07-27 10:40:05
S20__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, C, D, A",,374,7,381,0.000624,2026-07-27 10:40:07
S20__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A، C، D، A,,435,7,442,0.0011575,2026-07-27 10:40:06
S20__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، C، D، A,,857,10,867,0.002721,2026-07-27 10:40:04
S20__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,445,7,452,0.0007305,2026-07-27 10:40:04
S20__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,599,7,606,0.0015675,2026-07-27 10:39:12
S20__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1611,10,1621,0.004983,2026-07-27 10:39:15
S20__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,449,7,456,0.0007365,2026-07-27 10:39:15
S20__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,573,7,580,0.0015025,2026-07-27 10:39:12
S20__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1522,10,1532,0.004716,2026-07-27 10:39:13
S20__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,425,7,432,0.0007005,2026-07-27 10:39:13
S20__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,C,D,A",,377,4,381,0.0009825,2026-07-27 10:40:01
S20__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,C,D,A",,511,10,521,0.001683,2026-07-27 10:40:03
S20__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, C, D, A",,380,7,387,0.000633,2026-07-27 10:40:01
S20__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,C,D,A",,444,4,448,0.00115,2026-07-27 10:40:01
S20__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,C,D,A",,602,10,612,0.001956,2026-07-27 10:40:03
S20__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, C, D, A",,447,7,454,0.0007335,2026-07-27 10:40:02
S20__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, C, D, A",,512,7,519,0.00135,2026-07-27 10:39:11
S20__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1168,10,1178,0.003654,2026-07-27 10:39:13
S20__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,437,7,444,0.0007185,2026-07-27 10:39:12
S20__hi__literal__chatgpt,1,failed,openai/gpt-4o-2024-11-20,0.0,24,,"ए, सी, डी, ए",Response must contain exactly four comma-separated letters A-D,523,7,530,0.0013775,2026-07-27 10:39:16
S20__hi__literal__chatgpt,2,failed,openai/gpt-4o-2024-11-20,0.0,24,,"ए, सी, डी, ए",Response must contain exactly four comma-separated letters A-D,523,7,530,0.0013775,2026-07-27 10:39:16
S20__hi__literal__chatgpt,3,failed,openai/gpt-4o-2024-11-20,0.0,24,,"ए, सी, डी, ए",Response must contain exactly four comma-separated letters A-D,523,7,530,0.0013775,2026-07-27 10:39:16
S20__hi__literal__chatgpt,4,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"ए, सी, डी, ए",,523,7,530,0.0013775,2026-07-27 10:40:00
S20__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1198,10,1208,0.003744,2026-07-27 10:39:14
S20__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,443,7,450,0.0007275,2026-07-27 10:39:12
S20__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A、C、D、A,,603,7,610,0.0015775,2026-07-27 10:40:04
S20__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、C、D、A,,684,10,694,0.002202,2026-07-27 10:40:04
S20__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, C, D, A",,432,7,439,0.000711,2026-07-27 10:40:04
S20__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A、C、D、A,,681,7,688,0.0017725,2026-07-27 10:40:00
S20__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、C、D、A,,770,10,780,0.00246,2026-07-27 10:40:04
S20__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,490,7,497,0.000798,2026-07-27 10:40:01
S20__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,C,D,A",,727,4,731,0.0018575,2026-07-27 10:39:16
S20__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,C,D,A",,1769,10,1779,0.005457,2026-07-27 10:40:03
S20__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,532,7,539,0.000861,2026-07-27 10:39:16
S20__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,C,D,A",,740,4,744,0.00189,2026-07-27 10:39:14
S20__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,C,D,A",,1810,10,1820,0.00558,2026-07-27 10:40:02
S20__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,534,7,541,0.000864,2026-07-27 10:39:16
S22__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B، C، D، A,,365,7,372,0.0009825,2026-07-27 10:40:20
S22__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، C، D، A,,698,10,708,0.002244,2026-07-27 10:40:22
S22__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,369,7,376,0.0006165,2026-07-27 10:40:20
S22__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B، C، D، A,,443,7,450,0.0011775,2026-07-27 10:40:18
S22__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، C، D، A,,870,10,880,0.00276,2026-07-27 10:40:18
S22__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,453,7,460,0.0007425,2026-07-27 10:40:20
S22__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,608,7,615,0.00159,2026-07-27 10:40:09
S22__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1584,10,1594,0.004902,2026-07-27 10:40:11
S22__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,456,7,463,0.000747,2026-07-27 10:40:11
S22__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,621,7,628,0.0016225,2026-07-27 10:40:08
S22__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1613,10,1623,0.004989,2026-07-27 10:40:10
S22__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,458,7,465,0.00075,2026-07-27 10:40:08
S22__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"C,C,D,A",,381,4,385,0.0009925,2026-07-27 10:40:14
S22__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C,C,D,A",,493,10,503,0.001629,2026-07-27 10:40:15
S22__es__adapted__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"Para responder a las preguntas basándonos en el texto proporcionado:

1. La acción central",Response must contain exactly four comma-separated letters A-D,382,20,402,0.000753,2026-07-27 10:40:24
S22__es__adapted__gemini_flash,2,failed,google/gemini-3.5-flash,0.0,24,minimal,"Para responder a las preguntas basándonos en el texto proporcionado:

1. La acción central",Response must contain exactly four comma-separated letters A-D,382,20,402,0.000753,2026-07-27 10:40:24
S22__es__adapted__gemini_flash,3,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,382,7,389,0.000636,2026-07-27 10:40:24
S22__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,454,4,458,0.001175,2026-07-27 10:40:13
S22__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,590,10,600,0.00192,2026-07-27 10:40:13
S22__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,454,7,461,0.000744,2026-07-27 10:40:14
S22__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"C, C, D, A",,573,7,580,0.0015025,2026-07-27 10:40:07
S22__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1299,10,1309,0.004047,2026-07-27 10:40:11
S22__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,492,7,499,0.000801,2026-07-27 10:40:08
S22__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,595,7,602,0.0015575,2026-07-27 10:40:06
S22__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1366,10,1376,0.004248,2026-07-27 10:40:07
S22__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,503,7,510,0.0008175,2026-07-27 10:40:07
S22__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、C、D、A,,588,7,595,0.00154,2026-07-27 10:40:17
S22__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B、C、D、A,,678,10,688,0.002184,2026-07-27 10:40:18
S22__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,424,7,431,0.000699,2026-07-27 10:40:18
S22__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D、C、D、A,,672,7,679,0.00175,2026-07-27 10:40:16
S22__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B、C、D、A,,780,10,790,0.00249,2026-07-27 10:40:17
S22__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,480,7,487,0.000783,2026-07-27 10:40:17
S22__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,736,4,740,0.00188,2026-07-27 10:40:12
S22__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,1876,10,1886,0.005778,2026-07-27 10:40:13
S22__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,559,7,566,0.0009015,2026-07-27 10:40:13
S22__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,737,4,741,0.0018825,2026-07-27 10:40:15
S22__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,1894,10,1904,0.005832,2026-07-27 10:40:12
S22__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,560,7,567,0.000903,2026-07-27 10:40:12
S23__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A، B، C، D,,361,7,368,0.0009725,2026-07-27 10:40:36
S23__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، B، C، D,,697,10,707,0.002241,2026-07-27 10:40:39
S23__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,370,7,377,0.000618,2026-07-27 10:40:37
S23__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A، B، C، D,,427,7,434,0.0011375,2026-07-27 10:40:35
S23__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، B، C، D,,824,10,834,0.002622,2026-07-27 10:40:36
S23__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,438,7,445,0.00072,2026-07-27 10:40:37
S23__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,623,7,630,0.0016275,2026-07-27 10:40:25
S23__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,1679,10,1689,0.005187,2026-07-27 10:40:27
S23__bn__adapted__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, Dof_thought
A, B, C, D_",Response must contain exactly four comma-separated letters A-D,445,19,464,0.0008385,2026-07-27 10:40:33
S23__bn__adapted__gemini_flash,2,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,445,7,452,0.0007305,2026-07-27 10:40:33
S23__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,580,7,587,0.00152,2026-07-27 10:40:23
S23__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,1518,10,1528,0.004704,2026-07-27 10:40:26
S23__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,428,7,435,0.000705,2026-07-27 10:40:25
S23__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,385,4,389,0.0010025,2026-07-27 10:40:31
S23__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,509,10,519,0.001677,2026-07-27 10:40:32
S23__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,388,7,395,0.000645,2026-07-27 10:40:32
S23__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,461,4,465,0.0011925,2026-07-27 10:40:30
S23__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,601,10,611,0.001953,2026-07-27 10:40:31
S23__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,466,7,473,0.000762,2026-07-27 10:40:31
S23__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,584,7,591,0.00153,2026-07-27 10:40:21
S23__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,1307,10,1317,0.004071,2026-07-27 10:40:25
S23__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,486,7,493,0.000792,2026-07-27 10:40:23
S23__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,575,7,582,0.0015075,2026-07-27 10:40:21
S23__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,1265,10,1275,0.003945,2026-07-27 10:40:21
S23__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,487,7,494,0.0007935,2026-07-27 10:40:21
S23__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A、B、C、D,,591,7,598,0.0015475,2026-07-27 10:40:35
S23__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、B、C、D,,667,10,677,0.002151,2026-07-27 10:40:36
S23__ja__adapted__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D_",Response must contain exactly four comma-separated letters A-D,429,9,438,0.0007245,2026-07-27 10:40:41
S23__ja__adapted__gemini_flash,2,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,429,7,436,0.0007065,2026-07-27 10:40:41
S23__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A、B、C、D,,677,7,684,0.0017625,2026-07-27 10:40:32
S23__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、B、C、D,,763,10,773,0.002439,2026-07-27 10:40:35
S23__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,491,7,498,0.0007995,2026-07-27 10:40:33
S23__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,725,4,729,0.0018525,2026-07-27 10:40:27
S23__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,1813,10,1823,0.005589,2026-07-27 10:40:29
S23__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,548,7,555,0.000885,2026-07-27 10:40:30
S23__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,740,4,744,0.00189,2026-07-27 10:40:26
S23__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,1823,10,1833,0.005619,2026-07-27 10:40:26
S23__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,556,7,563,0.000897,2026-07-27 10:40:27
S24__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D، A، B، C,,370,7,377,0.000995,2026-07-27 10:40:55
S24__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,680,10,690,0.00219,2026-07-27 10:40:56
S24__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,380,7,387,0.000633,2026-07-27 10:40:56
S24__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D، A، B، C,,435,7,442,0.0011575,2026-07-27 10:40:54
S24__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D، A، B، C,,822,10,832,0.002616,2026-07-27 10:40:55
S24__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,450,7,457,0.000738,2026-07-27 10:40:55
S24__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,688,7,695,0.00179,2026-07-27 10:40:41
S24__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,1691,10,1701,0.005223,2026-07-27 10:40:42
S24__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,460,7,467,0.000753,2026-07-27 10:40:42
S24__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,677,7,684,0.0017625,2026-07-27 10:40:41
S24__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,1680,10,1690,0.00519,2026-07-27 10:40:43
S24__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,458,7,465,0.00075,2026-07-27 10:40:42
S24__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,393,4,397,0.0010225,2026-07-27 10:40:49
S24__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,503,10,513,0.001659,2026-07-27 10:40:50
S24__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,392,7,399,0.000651,2026-07-27 10:40:49
S24__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,474,4,478,0.001225,2026-07-27 10:40:47
S24__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,620,10,630,0.00201,2026-07-27 10:40:51
S24__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,474,7,481,0.000774,2026-07-27 10:40:49
S24__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"डी, ए, बी, सी",,578,7,585,0.001515,2026-07-27 10:40:41
S24__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,1210,10,1220,0.00378,2026-07-27 10:40:41
S24__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,488,7,495,0.000795,2026-07-27 10:40:41
S24__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"डी, ए, बी, सी",,603,7,610,0.0015775,2026-07-27 10:40:37
S24__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,1301,10,1311,0.004053,2026-07-27 10:40:40
S24__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,510,7,517,0.000828,2026-07-27 10:40:41
S24__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,571,7,578,0.0014975,2026-07-27 10:40:53
S24__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D、A、B、C,,665,10,675,0.002145,2026-07-27 10:40:54
S24__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,423,7,430,0.0006975,2026-07-27 10:40:54
S24__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D、A、B、C,,686,7,693,0.001785,2026-07-27 10:40:49
S24__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D、A、B、C,,797,10,807,0.002541,2026-07-27 10:40:54
S24__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,503,7,510,0.0008175,2026-07-27 10:40:53
S24__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,784,4,788,0.002,2026-07-27 10:40:47
S24__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,1891,10,1901,0.005823,2026-07-27 10:40:51
S24__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,575,7,582,0.0009255,2026-07-27 10:40:48
S24__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,783,4,787,0.0019975,2026-07-27 10:40:43
S24__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,1883,10,1893,0.005799,2026-07-27 10:40:48
S24__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,574,7,581,0.000924,2026-07-27 10:40:47
S26__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A، C، C، D,,360,7,367,0.00097,2026-07-27 10:41:18
S26__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، B، C، D,,706,10,716,0.002268,2026-07-27 10:41:22
S26__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, C, C, D",,370,7,377,0.000618,2026-07-27 10:41:20
S26__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B، B، C، D,,360,7,367,0.00097,2026-07-27 10:41:17
