work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,question_id,question_type,selected_option,correct_option,item_correct,raw_response
S18__es__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,literal,S18_Q3,Affected party/object,A,A,1,"C, D, A, B"
S18__es__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,literal,S18_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S18__es__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,literal,S18_Q1,Actor,C,C,1,"C,D,A,B"
S18__es__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,literal,S18_Q2,Main action,D,D,1,"C,D,A,B"
S18__es__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,literal,S18_Q3,Affected party/object,A,A,1,"C,D,A,B"
S18__es__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,literal,S18_Q4,Consequence/outcome,B,B,1,"C,D,A,B"
S18__ja__literal__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S18_Q1,Actor,C,C,1,C、D、A、B
S18__ja__literal__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S18_Q2,Main action,D,D,1,C、D、A、B
S18__ja__literal__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S18_Q3,Affected party/object,A,A,1,C、D、A、B
S18__ja__literal__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S18_Q4,Consequence/outcome,B,B,1,C、D、A、B
S18__es__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S18_Q1,Actor,C,C,1,"C, D, A, B"
S18__es__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S18_Q2,Main action,D,D,1,"C, D, A, B"
S18__es__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S18_Q3,Affected party/object,A,A,1,"C, D, A, B"
S18__es__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S18_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S18__es__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S18_Q1,Actor,C,C,1,"C,D,A,B"
S18__es__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S18_Q2,Main action,D,D,1,"C,D,A,B"
S18__es__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S18_Q3,Affected party/object,A,A,1,"C,D,A,B"
S18__es__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S18_Q4,Consequence/outcome,B,B,1,"C,D,A,B"
S18__ja__adapted__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S18_Q1,Actor,A,C,0,"A, D, A, B"
S18__ja__adapted__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S18_Q2,Main action,D,D,1,"A, D, A, B"
S18__ja__adapted__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S18_Q3,Affected party/object,A,A,1,"A, D, A, B"
S18__ja__adapted__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S18_Q4,Consequence/outcome,B,B,1,"A, D, A, B"
S18__ja__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S18_Q1,Actor,C,C,1,"C, D, A, B"
S18__ja__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S18_Q2,Main action,D,D,1,"C, D, A, B"
S18__ja__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S18_Q3,Affected party/object,A,A,1,"C, D, A, B"
S18__ja__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S18_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S18__ja__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S18_Q1,Actor,C,C,1,"C, D, A, B"
S18__ja__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S18_Q2,Main action,D,D,1,"C, D, A, B"
S18__ja__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S18_Q3,Affected party/object,A,A,1,"C, D, A, B"
S18__ja__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S18_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S18__ar__adapted__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S18_Q1,Actor,C,C,1,C، D، A، B
S18__ar__adapted__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S18_Q2,Main action,D,D,1,C، D، A، B
S18__ar__adapted__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S18_Q3,Affected party/object,A,A,1,C، D، A، B
S18__ar__adapted__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S18_Q4,Consequence/outcome,B,B,1,C، D، A، B
S18__ja__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S18_Q1,Actor,C,C,1,C、D、A、B
S18__ja__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S18_Q2,Main action,D,D,1,C、D、A、B
S18__ja__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S18_Q3,Affected party/object,A,A,1,C、D、A、B
S18__ja__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S18_Q4,Consequence/outcome,B,B,1,C、D、A、B
S18__ar__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S18_Q1,Actor,C,C,1,"C, D, A, B"
S18__ar__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S18_Q2,Main action,D,D,1,"C, D, A, B"
S18__ar__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S18_Q3,Affected party/object,A,A,1,"C, D, A, B"
S18__ar__literal__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S18_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S18__ar__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S18_Q1,Actor,C,C,1,C، D، A، B
S18__ar__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S18_Q2,Main action,D,D,1,C، D، A، B
S18__ar__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S18_Q3,Affected party/object,A,A,1,C، D، A، B
S18__ar__literal__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,literal,S18_Q4,Consequence/outcome,B,B,1,C، D، A، B
S18__ar__literal__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S18_Q1,Actor,C,C,1,C، D، A، B
S18__ar__literal__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S18_Q2,Main action,D,D,1,C، D، A، B
S18__ar__literal__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S18_Q3,Affected party/object,A,A,1,C، D، A، B
S18__ar__literal__chatgpt,S18,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S18_Q4,Consequence/outcome,B,B,1,C، D، A، B
S18__ja__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S18_Q1,Actor,C,C,1,C、D、A、B
S18__ja__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S18_Q2,Main action,D,D,1,C、D、A、B
S18__ja__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S18_Q3,Affected party/object,A,A,1,C、D、A、B
S18__ja__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S18_Q4,Consequence/outcome,B,B,1,C、D、A、B
S18__ar__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S18_Q1,Actor,C,C,1,"C, D, A, B"
S18__ar__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S18_Q2,Main action,D,D,1,"C, D, A, B"
S18__ar__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S18_Q3,Affected party/object,A,A,1,"C, D, A, B"
S18__ar__adapted__gemini_flash,S18,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S18_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S18__ar__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,S18_Q1,Actor,C,C,1,C، D، A، B
S18__ar__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,S18_Q2,Main action,D,D,1,C، D، A، B
S18__ar__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,S18_Q3,Affected party/object,A,A,1,C، D، A، B
S18__ar__adapted__claude,S18,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,S18_Q4,Consequence/outcome,B,B,1,C، D، A، B
S20__hi__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S20_Q1,Actor,A,B,0,"A, C, D, A"
S20__hi__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S20_Q2,Main action,C,C,1,"A, C, D, A"
S20__hi__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S20_Q3,Affected party/object,D,D,1,"A, C, D, A"
S20__hi__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S20_Q4,Consequence/outcome,A,A,1,"A, C, D, A"
S20__hi__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,literal,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__hi__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,literal,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__hi__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,literal,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__hi__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,literal,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__bn__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__bn__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__bn__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__bn__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__hi__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__hi__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__hi__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__hi__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__bn__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__bn__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__bn__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__bn__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__bn__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,literal,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__bn__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,literal,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__bn__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,literal,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__bn__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,literal,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__bn__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,literal,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__bn__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,literal,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__bn__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,literal,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__bn__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,literal,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__hi__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__hi__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__hi__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__hi__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__hi__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,literal,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__hi__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,literal,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__hi__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,literal,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__hi__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,literal,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__ta__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,S20_Q1,Actor,A,B,0,"A,C,D,A"
S20__ta__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,S20_Q2,Main action,C,C,1,"A,C,D,A"
S20__ta__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,S20_Q3,Affected party/object,D,D,1,"A,C,D,A"
S20__ta__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,S20_Q4,Consequence/outcome,A,A,1,"A,C,D,A"
S20__bn__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__bn__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__bn__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__bn__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__bn__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__bn__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__bn__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__bn__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__ta__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,literal,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__ta__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,literal,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__ta__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,literal,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__ta__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,literal,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__ta__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,S20_Q1,Actor,A,B,0,"A,C,D,A"
S20__ta__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,S20_Q2,Main action,C,C,1,"A,C,D,A"
S20__ta__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,S20_Q3,Affected party/object,D,D,1,"A,C,D,A"
S20__ta__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,S20_Q4,Consequence/outcome,A,A,1,"A,C,D,A"
S20__ta__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__ta__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__ta__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__ta__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__ja__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S20_Q1,Actor,A,B,0,A、C、D、A
S20__ja__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S20_Q2,Main action,C,C,1,A、C、D、A
S20__ja__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S20_Q3,Affected party/object,D,D,1,A、C、D、A
S20__ja__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S20_Q4,Consequence/outcome,A,A,1,A、C、D、A
S20__hi__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S20_Q1,Actor,A,B,0,"ए, सी, डी, ए"
S20__hi__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S20_Q2,Main action,C,C,1,"ए, सी, डी, ए"
S20__hi__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S20_Q3,Affected party/object,D,D,1,"ए, सी, डी, ए"
S20__hi__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S20_Q4,Consequence/outcome,A,A,1,"ए, सी, डी, ए"
S20__es__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,S20_Q1,Actor,A,B,0,"A,C,D,A"
S20__es__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,S20_Q2,Main action,C,C,1,"A,C,D,A"
S20__es__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,S20_Q3,Affected party/object,D,D,1,"A,C,D,A"
S20__es__adapted__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,S20_Q4,Consequence/outcome,A,A,1,"A,C,D,A"
S20__ja__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ja,literal,S20_Q1,Actor,B,B,1,"B, C, D, A"
S20__ja__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ja,literal,S20_Q2,Main action,C,C,1,"B, C, D, A"
S20__ja__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ja,literal,S20_Q3,Affected party/object,D,D,1,"B, C, D, A"
S20__ja__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ja,literal,S20_Q4,Consequence/outcome,A,A,1,"B, C, D, A"
S20__es__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,S20_Q1,Actor,A,B,0,"A,C,D,A"
S20__es__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,S20_Q2,Main action,C,C,1,"A,C,D,A"
S20__es__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,S20_Q3,Affected party/object,D,D,1,"A,C,D,A"
S20__es__literal__chatgpt,S20,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,S20_Q4,Consequence/outcome,A,A,1,"A,C,D,A"
S20__es__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,adapted,S20_Q1,Actor,A,B,0,"A, C, D, A"
S20__es__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,adapted,S20_Q2,Main action,C,C,1,"A, C, D, A"
S20__es__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,adapted,S20_Q3,Affected party/object,D,D,1,"A, C, D, A"
S20__es__adapted__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,adapted,S20_Q4,Consequence/outcome,A,A,1,"A, C, D, A"
S20__es__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,literal,S20_Q1,Actor,A,B,0,"A, C, D, A"
S20__es__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,literal,S20_Q2,Main action,C,C,1,"A, C, D, A"
S20__es__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,literal,S20_Q3,Affected party/object,D,D,1,"A, C, D, A"
S20__es__literal__gemini_flash,S20,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,literal,S20_Q4,Consequence/outcome,A,A,1,"A, C, D, A"
S20__ta__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,literal,S20_Q1,Actor,A,B,0,"A,C,D,A"
S20__ta__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,literal,S20_Q2,Main action,C,C,1,"A,C,D,A"
S20__ta__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,literal,S20_Q3,Affected party/object,D,D,1,"A,C,D,A"
S20__ta__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,literal,S20_Q4,Consequence/outcome,A,A,1,"A,C,D,A"
S20__es__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,es,literal,S20_Q1,Actor,A,B,0,"A,C,D,A"
S20__es__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,es,literal,S20_Q2,Main action,C,C,1,"A,C,D,A"
S20__es__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,es,literal,S20_Q3,Affected party/object,D,D,1,"A,C,D,A"
S20__es__literal__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,es,literal,S20_Q4,Consequence/outcome,A,A,1,"A,C,D,A"
S20__ta__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,S20_Q1,Actor,A,B,0,"A,C,D,A"
S20__ta__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,S20_Q2,Main action,C,C,1,"A,C,D,A"
S20__ta__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,S20_Q3,Affected party/object,D,D,1,"A,C,D,A"
S20__ta__adapted__claude,S20,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,S20_Q4,Consequence/outcome,A,A,1,"A,C,D,A"
