group_type,model_key,language,condition_type,mft_foundation,matches,total,match_rate
model_language_condition_foundation,gemini_flash,es,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,es,translation_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,es,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,es,translation_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_flash,es,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,es,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,es,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,es,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,es,translation_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_flash,hi,adapted_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,hi,adapted_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,hi,adapted_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,hi,adapted_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,hi,adapted_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_flash,hi,adapted_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,hi,adapted_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,hi,adapted_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,hi,adapted_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,hi,adapted_reason_l2,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_flash,hi,translation_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,hi,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,hi,translation_reason_en,Authority/Subversion,1,2,0.5
model_language_condition_foundation,gemini_flash,hi,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,hi,translation_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_flash,hi,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,hi,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,hi,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,hi,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,hi,translation_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_flash,ja,adapted_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,ja,adapted_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,ja,adapted_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,ja,adapted_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,ja,adapted_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_flash,ja,adapted_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,ja,adapted_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,ja,adapted_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,ja,adapted_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,ja,adapted_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_flash,ja,translation_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,ja,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,ja,translation_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,ja,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,ja,translation_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_flash,ja,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,ja,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,ja,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,ja,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,ja,translation_reason_l2,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_flash,ta,adapted_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,ta,adapted_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,ta,adapted_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,ta,adapted_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,ta,adapted_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_flash,ta,adapted_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,ta,adapted_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,ta,adapted_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,ta,adapted_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,ta,adapted_reason_l2,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_flash,ta,translation_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,ta,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,ta,translation_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,ta,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,ta,translation_reason_en,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_flash,ta,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_flash,ta,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_flash,ta,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_flash,ta,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_flash,ta,translation_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,ar,adapted_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ar,adapted_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ar,adapted_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,ar,adapted_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ar,adapted_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,ar,adapted_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ar,adapted_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ar,adapted_reason_l2,Authority/Subversion,1,2,0.5
model_language_condition_foundation,gemini_pro,ar,adapted_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ar,adapted_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,ar,translation_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ar,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ar,translation_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,ar,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ar,translation_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,ar,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ar,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ar,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,ar,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ar,translation_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,bn,adapted_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,bn,adapted_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,bn,adapted_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,bn,adapted_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,bn,adapted_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,bn,adapted_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,bn,adapted_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,bn,adapted_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,bn,adapted_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,bn,adapted_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,bn,translation_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,bn,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,bn,translation_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,bn,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,bn,translation_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,bn,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,bn,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,bn,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,bn,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,bn,translation_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,en,en_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,en,en_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,en,en_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,en,en_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,en,en_en,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_pro,es,adapted_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,es,adapted_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,es,adapted_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,es,adapted_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,es,adapted_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,es,adapted_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,es,adapted_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,es,adapted_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,es,adapted_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,es,adapted_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,es,translation_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,es,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,es,translation_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,es,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,es,translation_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,es,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,es,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,es,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,es,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,es,translation_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,hi,adapted_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,hi,adapted_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,hi,adapted_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,hi,adapted_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,hi,adapted_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,hi,adapted_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,hi,adapted_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,hi,adapted_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,hi,adapted_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,hi,adapted_reason_l2,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_pro,hi,translation_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,hi,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,hi,translation_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,hi,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,hi,translation_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,hi,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,hi,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,hi,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,hi,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,hi,translation_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,ja,adapted_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ja,adapted_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ja,adapted_reason_en,Authority/Subversion,1,2,0.5
model_language_condition_foundation,gemini_pro,ja,adapted_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ja,adapted_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,ja,adapted_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ja,adapted_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ja,adapted_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,ja,adapted_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ja,adapted_reason_l2,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,ja,translation_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ja,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ja,translation_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,ja,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ja,translation_reason_en,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_pro,ja,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ja,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ja,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,ja,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ja,translation_reason_l2,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_pro,ta,adapted_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ta,adapted_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ta,adapted_reason_en,Authority/Subversion,1,2,0.5
model_language_condition_foundation,gemini_pro,ta,adapted_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ta,adapted_reason_en,Sanctity/Degradation,1,2,0.5
model_language_condition_foundation,gemini_pro,ta,adapted_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ta,adapted_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ta,adapted_reason_l2,Authority/Subversion,1,2,0.5
model_language_condition_foundation,gemini_pro,ta,adapted_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ta,adapted_reason_l2,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_pro,ta,translation_reason_en,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ta,translation_reason_en,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ta,translation_reason_en,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,ta,translation_reason_en,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ta,translation_reason_en,Sanctity/Degradation,2,2,1
model_language_condition_foundation,gemini_pro,ta,translation_reason_l2,Care/Harm,2,2,1
model_language_condition_foundation,gemini_pro,ta,translation_reason_l2,Loyalty/Betrayal,2,2,1
model_language_condition_foundation,gemini_pro,ta,translation_reason_l2,Authority/Subversion,0,2,0
model_language_condition_foundation,gemini_pro,ta,translation_reason_l2,Fairness/Cheating,2,2,1
model_language_condition_foundation,gemini_pro,ta,translation_reason_l2,Sanctity/Degradation,1,2,0.5
